"country","date","month","year","death_rate","min","based_dvalue"
"Bhutan",Apr 2021,"04","2021",0.00129598813911655,0.00100334565609023,0.291666666666667
"Bhutan",May 2021,"05","2021",0.00129598813911655,0.00100334565609023,0.291666666666667
"Bhutan",Jun 2021,"06","2021",0.00129598813911655,0.00100334565609023,0.291666666666667
"Bhutan",Jul 2021,"07","2021",0.00200669131218047,0.00100334565609023,1
"Bhutan",Aug 2021,"08","2021",0.0034280976583083,0.00100334565609023,2.41666666666667
"Bhutan",Sep 2021,"09","2021",0.00388796441734965,0.00100334565609023,2.875
"Bhutan",Oct 2021,"10","2021",0.00388796441734965,0.00100334565609023,2.875
"Bhutan",Nov 2021,"11","2021",0.00388796441734965,0.00100334565609023,2.875
"Bhutan",Dec 2021,"12","2021",0.00388796441734965,0.00100334565609023,2.875
"Bolivia",Jan 2021,"01","2021",0.828120740499731,0.828120740499731,0
"Bolivia",Feb 2021,"02","2021",0.954853767114407,0.828120740499731,0.153036894762711
"Bolivia",Mar 2021,"03","2021",1.02628916845889,0.828120740499731,0.239298955173576
"Bolivia",Apr 2021,"04","2021",1.07896587937887,0.828120740499731,0.302908895540717
"Bolivia",May 2021,"05","2021",1.16589137840467,0.828120740499731,0.407876075777446
"Bolivia",Jun 2021,"06","2021",1.34866165985424,0.828120740499731,0.628580947073474
"Bolivia",Jul 2021,"07","2021",1.48748189992835,0.828120740499731,0.79621379731502
"Bolivia",Aug 2021,"08","2021",1.55629506440486,0.828120740499731,0.879309366730404
"Bolivia",Sep 2021,"09","2021",1.59438479935242,0.828120740499731,0.925304754944655
"Bolivia",Oct 2021,"10","2021",1.61386643324705,0.828120740499731,0.948829867819947
"Bolivia",Nov 2021,"11","2021",1.63059648014239,0.828120740499731,0.969032292511354
"Bolivia",Dec 2021,"12","2021",1.66138982546032,0.828120740499731,1.00621690075984
"Bosnia and Herzegovina",Jan 2021,"01","2021",1.34705907309715,1.34705907309715,0
"Bosnia and Herzegovina",Feb 2021,"02","2021",1.49529483201147,1.34705907309715,0.110043992780137
"Bosnia and Herzegovina",Mar 2021,"03","2021",1.73389253742174,1.34705907309715,0.287168894111808
"Bosnia and Herzegovina",Apr 2021,"04","2021",2.33687869223552,1.34705907309715,0.734800454491264
"Bosnia and Herzegovina",May 2021,"05","2021",2.7339882551803,1.34705907309715,1.02959789201696
"Bosnia and Herzegovina",Jun 2021,"06","2021",2.90551788706973,1.34705907309715,1.15693427637838
"Bosnia and Herzegovina",Jul 2021,"07","2021",2.94756618548705,1.34705907309715,1.18814916461683
"Bosnia and Herzegovina",Aug 2021,"08","2021",2.96345523508542,1.34705907309715,1.19994452676219
"Bosnia and Herzegovina",Sep 2021,"09","2021",3.09762462477565,1.34705907309715,1.29954623864684
"Bosnia and Herzegovina",Oct 2021,"10","2021",3.38447572011144,1.34705907309715,1.51249242717313
"Bosnia and Herzegovina",Nov 2021,"11","2021",3.68154457556024,1.34705907309715,1.73302385105922
"Bosnia and Herzegovina",Dec 2021,"12","2021",3.97815196686229,1.34705907309715,1.95321270337146
"Botswana",Jan 2021,"01","2021",0.0343756805091881,0.0343756805091881,0
"Botswana",Feb 2021,"02","2021",0.0952988435048713,0.0343756805091881,1.77227511116178
"Botswana",Mar 2021,"03","2021",0.188243201766795,0.0343756805091881,4.47605746209098
"Botswana",Apr 2021,"04","2021",0.279863215152643,0.0343756805091881,7.14131417930301
"Botswana",May 2021,"05","2021",0.327529179376649,0.0343756805091881,8.52793296089386
"Botswana",Jun 2021,"06","2021",0.409659986888499,0.0343756805091881,10.9171455174248
"Botswana",Jul 2021,"07","2021",0.555621284527,0.0343756805091881,15.1632083000798
"Botswana",Aug 2021,"08","2021",0.837746033542351,0.0343756805091881,23.3703112529928
"Botswana",Sep 2021,"09","2021",0.99145626251351,0.0343756805091881,27.8417930300612
"Botswana",Oct 2021,"10","2021",1.0149742028076,0.0343756805091881,28.5259377494014
"Botswana",Nov 2021,"11","2021",1.02595722815783,0.0343756805091881,28.8454376163873
"Botswana",Dec 2021,"12","2021",1.03147617553408,0.0343756805091881,29.0059856344773
"Brazil",Jan 2021,"01","2021",69.7981173520837,69.7981173520837,0
"Brazil",Feb 2021,"02","2021",80.043585459285,69.7981173520837,0.146787169853307
"Brazil",Mar 2021,"03","2021",95.0827993704683,69.7981173520837,0.362254498797449
"Brazil",Apr 2021,"04","2021",121.910886891427,69.7981173520837,0.746621420696346
"Brazil",May 2021,"05","2021",145.369082495923,69.7981173520837,1.08270778655297
"Brazil",Jun 2021,"06","2021",164.28756437497,69.7981173520837,1.3537535195434
"Brazil",Jul 2021,"07","2021",179.937996633952,69.7981173520837,1.57797779453402
"Brazil",Aug 2021,"08","2021",190.013011697548,69.7981173520837,1.72232287783727
"Brazil",Sep 2021,"09","2021",196.455102719241,69.7981173520837,1.81461893489562
"Brazil",Oct 2021,"10","2021",201.104538712044,69.7981173520837,1.88123156241606
"Brazil",Nov 2021,"11","2021",203.96520121957,69.7981173520837,1.92221637140592
"Brazil",Dec 2021,"12","2021",205.906469962242,69.7981173520837,1.95002899467309
"Brunei",Jan 2021,"01","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Feb 2021,"02","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Mar 2021,"03","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Apr 2021,"04","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",May 2021,"05","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Jun 2021,"06","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Jul 2021,"07","2021",0.0068574093164763,0.0068574093164763,0
"Brunei",Aug 2021,"08","2021",0.00899574125387213,0.0068574093164763,0.311827956989247
"Brunei",Sep 2021,"09","2021",0.0553164351529088,0.0068574093164763,7.06666666666667
"Brunei",Oct 2021,"10","2021",0.160006217384447,0.0068574093164763,22.3333333333333
"Brunei",Nov 2021,"11","2021",0.216313167216402,0.0068574093164763,30.5444444444444
"Brunei",Dec 2021,"12","2021",0.223861233170129,0.0068574093164763,31.6451612903226
"Bulgaria",Jan 2021,"01","2021",1.21357855908304,1.21357855908304,0
"Bulgaria",Feb 2021,"02","2021",1.39029051001442,1.21357855908304,0.145612288227061
"Bulgaria",Mar 2021,"03","2021",1.67096564817392,1.21357855908304,0.376891207963061
"Bulgaria",Apr 2021,"04","2021",2.15124391140752,1.21357855908304,0.772644955949917
"Bulgaria",May 2021,"05","2021",2.47764416262176,1.21357855908304,1.04160179337202
"Bulgaria",Jun 2021,"06","2021",2.58040947770808,1.21357855908304,1.12628136711463
"Bulgaria",Jul 2021,"07","2021",2.61343226039504,1.21357855908304,1.1534924466445
"Bulgaria",Aug 2021,"08","2021",2.65243843487934,1.21357855908304,1.18563389656742
"Bulgaria",Sep 2021,"09","2021",2.85559334978306,1.21357855908304,1.35303543261402
"Bulgaria",Oct 2021,"10","2021",3.21922108402114,1.21357855908304,1.65266806168159
"Bulgaria",Nov 2021,"11","2021",3.812618027007,1.21357855908304,2.14163265202029
"Bulgaria",Dec 2021,"12","2021",4.29462994957865,1.21357855908304,2.53881495139763
"Burkina Faso",Jan 2021,"01","2021",0.00483023485290125,0.00483023485290125,0
"Burkina Faso",Feb 2021,"02","2021",0.00651811644087592,0.00483023485290125,0.34944089456869
"Burkina Faso",Mar 2021,"03","2021",0.00689658771808807,0.00483023485290125,0.427795527156549
"Burkina Faso",Apr 2021,"04","2021",0.00734175121560679,0.00483023485290125,0.519957401490948
