Sserial,age,sex,married,children,highest_qual,income,party,voted,cc_threat
292106,1,1,4,2,2,1,2,1,1
292109,6,1,4,2,3,5,1,1,1
292111,3,1,1,1,2,2,2,1,1
292113,5,2,1,2,3,3,2,1,1
292114,7,1,1,2,4,5,1,1,0
292117,7,1,1,2,4,1,1,1,1
292119,3,2,4,1,3,2,1,1,0
292120,7,2,1,2,4,2,2,1,1
292124,5,2,4,2,4,2,4,1,0
292132,3,1,1,2,2,1,2,1,1
292138,6,1,1,2,4,2,2,1,0
292143,2,1,1,2,2,2,5,2,1
292144,4,1,1,1,2,3,2,1,1
292147,3,1,1,1,1,4,2,1,0
292152,2,2,4,2,2,2,2,2,0
292157,4,1,1,2,2,4,1,1,1
292161,7,1,1,2,4,2,1,1,1
292162,6,1,1,2,1,5,6,1,1
292163,7,2,3,2,4,3,5,1,1
292168,7,2,1,2,4,3,1,1,1
292170,2,1,4,2,4,3,1,2,0
292179,6,2,1,2,2,1,3,1,1
292182,7,1,2,2,1,4,4,1,0
292183,7,1,3,2,4,3,2,1,1
292184,4,2,4,2,2,4,4,1,1
292194,5,2,1,1,2,4,1,2,1
292197,1,2,4,2,1,4,2,1,1
292198,2,1,1,1,4,4,5,2,1
292199,7,1,2,2,4,4,1,1,0
292202,1,1,4,2,1,4,2,1,1
292203,5,2,1,2,3,1,1,1,1
292205,2,2,1,2,1,4,4,1,1
292206,4,1,2,2,2,2,2,1,1
292208,7,1,2,2,2,5,3,1,1
292211,5,1,1,2,2,4,1,1,1
292216,7,1,2,2,1,2,1,1,1
292227,3,2,2,1,4,2,5,2,1
292231,4,2,2,2,4,4,2,1,1
292233,2,2,1,2,2,1,2,1,1
292241,5,2,2,2,3,1,4,2,1
292250,2,2,4,2,2,5,1,1,1
292251,3,1,1,1,3,2,1,1,1
292258,7,2,2,2,1,5,1,1,1
292264,4,1,1,2,3,3,1,1,1
292266,4,2,1,1,1,2,4,1,1
292274,3,2,4,2,1,5,1,1,1
292275,6,2,1,1,1,3,2,1,1
292278,4,2,1,1,2,1,1,1,1
292280,2,1,1,2,2,3,5,2,1
292283,2,2,1,1,2,1,2,1,1
292286,3,2,1,1,2,1,3,1,1
292288,4,2,2,2,3,4,1,1,1
292296,6,1,1,1,1,3,1,1,1
292298,5,1,2,2,4,2,5,2,0
292300,4,2,1,1,3,3,2,1,1
292302,2,1,1,2,1,4,2,1,1
292303,1,1,4,2,3,3,2,2,1
292309,6,1,3,2,3,2,3,1,1
292312,2,1,4,2,1,4,2,1,1
292313,3,2,2,1,2,2,3,2,1
292334,2,2,4,1,4,2,2,2,0
292335,4,2,1,1,1,5,2,1,1
292340,4,2,4,1,3,3,2,1,1
292342,3,2,1,1,3,2,1,1,1
292343,7,2,2,2,1,2,2,1,1
292347,2,2,4,1,1,1,2,2,0
292349,3,1,4,2,3,2,5,2,1
292354,1,1,4,2,2,1,2,1,0
292355,4,2,4,2,3,4,5,1,1
292356,3,1,2,1,4,1,2,1,1
292362,7,2,1,2,2,4,3,1,1
292363,7,1,3,2,3,4,1,1,1
292364,2,1,1,1,2,3,2,1,0
292365,2,2,1,1,1,2,1,1,1
292368,4,2,2,1,3,1,4,1,1
292369,2,2,1,1,3,2,2,1,1
292371,3,1,1,2,2,5,2,2,1
292376,4,1,1,1,3,4,5,2,1
292382,7,2,3,2,4,1,2,1,1
292386,4,1,1,2,2,4,2,1,1
292387,2,2,2,1,3,1,2,1,1
292392,5,2,1,2,2,1,1,1,1
292393,5,1,1,2,3,2,1,1,1
292394,3,2,1,1,2,2,1,1,1
292396,4,2,1,1,1,5,2,1,1
292398,2,1,1,1,1,3,2,1,1
292399,4,1,4,2,3,2,2,1,1
292402,6,2,2,2,3,5,3,1,1
292404,3,1,1,1,2,5,1,1,1
292405,2,2,1,1,4,1,5,2,1
292414,3,1,4,2,3,4,1,1,0
292415,7,2,1,2,4,4,2,1,1
292419,4,2,2,2,3,2,2,1,1
292420,7,2,2,2,2,4,5,2,1
292426,7,2,3,2,4,4,2,1,1
292429,2,1,1,2,1,4,2,1,1
292433,3,2,1,1,2,1,2,1,1
292438,4,2,4,2,4,2,2,2,1
292441,6,1,1,1,3,2,1,1,1
292459,3,1,1,1,2,5,2,1,1
292463,7,1,3,2,4,3,1,1,0
292468,4,2,1,1,1,1,2,2,1
292478,7,2,3,2,2,2,4,1,1
292482,7,2,3,2,4,4,1,1,0
292487,3,1,1,1,1,4,2,1,1
292488,2,2,4,2,1,3,2,2,1
292490,2,2,1,1,1,1,2,1,1
292496,4,2,2,1,3,1,2,1,1
292497,1,1,4,2,2,2,2,1,1
292498,6,1,1,2,1,5,1,1,1
292500,1,1,4,2,1,5,2,1,1
292508,3,1,1,2,1,5,1,1,1
292509,6,1,1,1,4,2,1,1,1
292515,3,2,2,1,3,4,1,2,1
292516,2,1,1,1,2,4,5,2,1
292522,3,1,4,2,3,2,1,1,0
292524,6,1,1,2,3,2,2,1,1
292526,7,2,3,2,4,1,1,1,1
292527,2,2,1,1,1,4,1,1,1
292532,6,2,1,2,2,5,2,1,1
292536,3,1,4,2,1,1,2,2,1
292537,7,1,1,2,2,3,1,1,1
292540,7,2,3,2,4,2,3,2,0
292541,2,1,1,2,1,5,1,1,1
292545,7,2,3,2,4,4,2,1,1
292546,5,1,1,1,4,1,1,1,1
292548,7,1,1,2,4,3,1,1,1
292549,6,1,1,2,2,4,1,1,0
292553,4,1,1,1,1,2,2,2,0
292562,5,2,1,2,2,5,2,1,1
292572,7,2,1,2,3,2,1,1,0
292579,7,1,1,2,4,2,4,2,1
292584,2,1,1,1,1,3,2,1,1
292591,3,1,1,1,3,2,5,2,1
292592,3,1,1,2,3,2,5,2,1
292593,6,1,1,1,1,5,1,1,0
292595,4,1,1,2,2,4,1,1,1
292596,4,2,4,2,4,2,5,1,1
292598,6,1,1,1,3,5,1,1,1
292602,4,2,1,2,1,1,6,1,1
292609,3,1,1,2,3,4,5,2,1
292610,5,2,1,2,3,3,1,1,1
292611,3,1,1,1,1,3,2,1,1
292612,7,1,1,1,1,4,2,1,1
292614,7,2,1,2,4,4,1,1,0
292615,7,1,1,2,4,2,2,1,1
292619,4,1,1,1,2,2,1,1,1
292621,5,2,2,2,3,5,2,1,0
292625,6,1,2,2,2,3,2,1,1
292627,6,1,1,1,1,4,2,1,1
292631,7,2,2,2,3,2,3,1,1
292635,7,1,1,2,1,5,2,1,1
292641,5,2,2,1,3,1,5,2,0
292646,7,1,2,2,4,3,2,1,1
292647,2,1,1,1,1,2,3,1,1
292658,4,2,4,2,2,5,1,1,1
292661,2,2,1,1,3,1,2,1,1
292664,2,2,1,1,1,2,1,1,1
292675,6,1,1,1,2,2,4,1,0
292676,2,2,4,1,3,3,3,1,0
292680,5,1,4,2,4,1,5,2,1
292682,7,1,4,2,1,5,1,1,1
292683,6,1,1,2,2,5,1,1,1
292686,3,2,2,1,1,5,2,1,1
292696,6,1,1,2,2,5,1,1,1
292702,3,2,1,2,1,3,6,1,1
292704,4,1,4,2,2,5,1,1,1
292712,6,2,1,2,2,3,2,1,1
292716,5,1,1,2,2,3,4,1,1
292717,3,1,1,2,3,1,5,2,1
292722,4,2,1,1,1,1,6,2,1
292723,3,1,1,1,1,1,1,1,1
292726,7,2,1,2,2,3,4,1,1
292728,4,2,2,2,2,4,1,1,1
292731,7,1,3,1,2,2,5,1,1
292732,1,2,4,1,3,1,5,2,1
292733,3,1,4,2,2,4,2,1,1
292739,7,1,1,2,1,4,1,1,1
292740,3,2,4,1,3,2,2,1,1
292743,6,1,2,2,3,5,1,1,0
292752,6,1,2,2,1,5,1,1,1
292753,7,1,3,2,3,4,1,1,1
292759,3,2,4,2,1,5,6,1,1
292761,7,2,2,2,1,1,1,1,1
292765,7,2,3,2,4,3,3,1,1
292766,7,1,3,2,4,3,2,1,1
292776,1,2,4,2,1,3,2,1,1
292777,7,1,1,2,2,5,1,1,1
292783,3,1,1,2,2,3,1,1,1
292787,7,1,1,2,3,5,1,1,1
292789,5,1,1,2,3,1,4,1,0
292790,4,2,1,1,1,4,2,1,1
292794,4,1,1,1,2,4,1,1,1
292799,1,2,4,2,1,1,2,1,0
292800,5,2,4,2,3,1,2,1,1
292805,7,1,2,2,4,5,1,1,1
292807,2,1,4,2,1,5,2,1,1
292813,7,1,1,2,1,4,2,1,1
292816,2,1,1,2,1,5,1,1,1
292817,7,1,1,2,3,3,3,1,1
292819,3,2,1,2,1,5,2,1,1
292820,4,1,1,1,4,2,2,1,1
292821,3,1,4,2,1,5,3,1,1
292825,5,1,2,2,3,2,1,2,1
292829,4,2,2,1,3,1,5,2,0
292833,6,2,1,2,1,5,5,1,1
292834,6,1,2,2,2,4,1,1,1
292835,7,2,4,2,1,5,1,1,1
292836,2,2,1,2,1,4,2,1,1
292839,6,2,1,2,1,4,5,1,1
292843,3,2,4,1,3,4,2,1,1
292851,3,2,4,1,4,1,2,1,1
292853,2,2,1,1,2,1,3,1,1
292860,5,2,1,1,1,5,2,2,0
292862,5,2,1,2,1,2,2,1,1
292874,7,2,2,2,2,3,6,1,1
292875,7,1,1,2,2,3,1,1,1
292877,6,1,1,1,4,2,2,1,1
292879,5,2,1,2,3,3,1,1,1
292881,2,2,1,2,1,3,2,1,1
292886,6,2,4,2,1,1,2,1,1
292892,4,2,1,1,1,2,1,1,1
292897,2,2,4,1,2,3,1,1,1
292900,4,2,2,2,3,2,5,2,1
292905,2,2,4,2,1,5,1,1,1
292906,3,1,1,1,1,5,3,2,1
292908,2,2,2,1,3,2,2,1,1
292911,6,2,1,1,2,1,1,1,1
292914,7,1,1,2,3,5,1,1,1
292918,5,1,1,2,2,5,1,1,1
292920,3,2,1,1,1,1,3,1,1
292921,7,1,1,2,2,4,1,1,0
292923,3,1,1,2,1,2,2,2,1
292925,2,2,1,1,2,1,4,2,1
292928,7,2,2,2,1,5,3,1,1
292929,7,1,1,2,2,4,1,1,1
292933,4,1,2,2,1,3,2,1,1
292934,5,1,1,2,4,3,5,2,0
292935,1,2,4,1,2,1,4,1,1
292936,6,1,1,2,4,1,1,1,1
292938,4,1,1,1,2,1,2,1,1
292940,5,2,1,1,1,3,4,1,1
292942,3,2,2,1,2,1,2,2,1
292946,7,2,3,2,1,5,4,1,1
292950,7,1,3,2,2,4,1,1,1
292951,4,2,1,1,4,2,2,1,1
292959,7,2,1,1,3,3,1,2,1
292961,5,1,1,2,3,3,1,2,1
292962,6,1,4,2,1,2,2,1,0
292965,3,2,1,1,4,1,2,1,1
292968,2,1,4,2,2,5,2,1,1
292970,3,1,1,1,3,3,1,1,1
292972,2,1,1,2,1,5,4,1,1
292978,7,2,4,2,4,1,1,1,1
292981,4,2,1,2,2,3,2,2,1
292982,7,1,1,2,4,1,2,2,0
292985,6,2,1,2,3,1,5,2,1
292992,3,1,4,2,3,1,5,2,1
292994,7,2,4,2,1,4,4,1,1
292996,5,1,2,2,3,1,5,2,1
292998,7,2,1,2,2,5,1,1,1
293001,4,2,2,1,1,1,1,1,1
293003,3,1,1,1,3,2,5,2,1
293013,2,1,1,1,3,3,1,1,1
293014,3,2,1,2,1,4,2,1,1
293015,3,2,1,1,1,1,3,1,1
293016,2,2,4,1,2,2,5,1,1
293019,5,2,1,1,1,1,1,1,1
293021,5,2,4,2,3,2,2,1,1
293024,2,2,1,2,1,1,2,2,1
293026,3,1,1,1,2,4,1,1,1
293028,7,1,3,2,2,2,1,1,1
293030,4,2,1,1,2,1,1,1,1
293034,1,2,4,2,3,2,2,1,1
293039,4,2,1,1,3,1,1,1,1
293041,2,1,4,2,2,5,1,1,1
293043,7,2,2,2,1,3,2,1,1
293045,4,1,1,2,2,5,1,1,1
293051,5,1,4,2,4,2,5,1,1
293054,7,1,1,2,4,4,2,1,1
293056,7,1,1,2,4,2,5,2,1
293060,2,1,1,2,1,5,2,1,1
293061,2,2,4,2,1,4,2,1,1
293062,6,1,1,1,3,4,2,1,1
293064,7,2,3,2,4,1,2,1,1
293065,3,1,1,1,3,4,1,1,1
293074,4,1,2,2,2,2,2,1,1
293075,2,2,1,2,2,4,2,1,1
293078,7,1,1,2,4,3,2,1,0
293080,2,1,4,2,1,4,2,1,1
293081,3,1,1,1,1,3,2,1,1
293087,7,2,2,2,1,5,5,1,1
293088,2,1,4,2,4,1,5,2,1
293092,7,1,1,2,1,4,2,1,0
293094,2,1,1,1,1,3,2,2,0
293104,5,1,1,2,3,4,4,1,0
293106,5,2,1,2,1,5,2,1,1
293109,2,1,1,2,2,4,3,1,1
293111,4,2,4,1,1,2,2,1,1
293112,7,2,1,2,4,2,1,2,0
293113,4,1,1,1,1,2,5,2,1
293117,3,1,1,1,3,3,1,1,0
293118,4,2,1,1,1,4,1,1,1
293126,5,1,2,2,2,5,1,1,0
293129,6,2,1,2,1,5,3,1,1
293132,3,1,1,2,1,5,2,2,0
293143,2,1,1,2,1,4,6,1,1
293146,2,1,1,2,4,4,3,2,1
293147,7,2,3,2,3,3,4,1,1
293149,2,1,4,2,1,5,5,2,1
293151,7,2,3,2,3,3,2,1,1
293155,7,2,3,2,2,4,1,1,1
293157,3,1,1,1,1,5,1,1,1
293159,4,2,1,2,2,1,5,2,1
293162,7,1,3,2,1,2,3,1,0
293163,7,2,2,2,3,1,1,1,1
293164,6,2,2,2,1,5,1,1,1
293166,6,2,2,2,2,3,2,1,1
293168,3,1,1,1,2,2,1,1,1
293171,6,1,2,1,1,5,1,1,1
293182,1,1,4,2,3,1,5,2,1
293189,3,1,1,1,1,5,2,1,1
293191,4,2,4,2,2,5,2,1,1
293192,4,2,4,1,1,4,2,1,1
293194,4,1,1,1,1,2,4,1,1
293196,4,2,1,2,2,5,6,1,1
293200,4,2,1,1,3,2,1,1,1
293210,3,2,4,1,1,4,2,1,1
293213,6,2,2,2,4,3,1,2,1
293214,3,2,1,2,1,4,6,1,1
293215,4,2,1,1,1,2,2,1,1
293220,7,1,3,2,4,1,2,1,0
293221,7,2,1,2,4,2,1,1,1
293222,5,1,4,2,2,1,2,1,0
293227,3,1,1,1,2,5,4,1,1
293233,1,1,4,2,2,4,2,1,1
293235,2,2,1,2,1,1,5,2,1
293237,3,2,1,1,1,2,2,1,1
293247,7,1,3,2,2,5,1,1,1
293251,3,1,1,1,2,1,2,1,1
293252,7,1,1,2,1,5,2,1,1
293255,3,2,1,2,1,5,2,2,1
293265,1,2,4,1,3,2,5,2,1
293270,1,1,4,2,1,4,2,1,1
293274,3,2,4,1,4,2,5,2,1
293281,7,1,1,2,4,2,5,2,0
293282,7,1,1,2,3,3,1,1,1
293283,2,2,4,1,2,1,2,1,1
293284,2,2,4,1,2,1,2,2,0
293285,2,2,4,2,2,3,2,1,1
293286,2,1,1,2,1,5,1,1,1
293288,4,2,4,1,2,2,2,1,1
293297,1,2,4,2,2,2,5,2,1
293302,4,1,2,2,3,4,4,1,1
293303,4,1,1,2,1,3,2,1,1
293306,6,2,1,2,3,1,3,1,1
293308,2,2,4,1,4,3,2,1,1
293310,4,2,2,1,2,4,2,1,0
293312,4,1,1,1,2,1,2,2,1
293316,7,1,1,2,1,3,1,1,0
293317,7,2,1,2,4,2,4,1,1
293318,5,2,4,2,4,2,5,2,0
293323,2,2,1,1,1,4,2,1,1
293324,7,2,3,2,4,3,1,1,1
293325,2,2,1,1,2,1,1,2,1
293328,3,2,1,1,3,3,1,1,1
293330,7,1,3,2,4,4,1,1,0
293333,5,1,4,2,2,1,1,1,1
293334,6,1,1,2,1,5,1,1,1
293338,6,1,2,2,2,5,5,1,1
293341,3,2,3,1,1,4,3,1,1
293343,2,2,4,1,2,3,2,1,1
293347,1,1,4,2,2,1,5,2,1
293351,7,1,1,2,3,3,1,1,1
293352,4,1,4,2,1,5,3,1,1
293355,4,2,2,2,1,2,2,1,1
293361,3,2,1,2,1,5,1,1,1
293364,7,2,1,2,2,3,1,1,1
293366,7,2,3,2,1,5,2,1,1
293368,1,1,4,2,1,3,2,1,1
293377,7,1,1,2,3,5,1,1,0
293384,4,1,1,2,4,3,2,1,1
293387,2,2,2,1,3,3,4,1,1
293389,1,1,1,2,2,3,1,2,1
293390,4,1,4,2,4,1,5,2,0
293403,6,2,3,2,1,5,6,1,1
293404,2,1,1,2,1,5,2,1,1
293408,7,2,2,2,1,4,3,1,1
293411,7,2,1,2,3,2,1,1,1
293418,7,2,1,2,4,4,2,1,0
293419,1,1,1,2,1,1,6,1,1
293422,3,2,2,1,1,4,2,2,1
293426,7,2,2,2,1,2,2,1,1
293427,7,2,3,2,4,4,1,1,0
293428,3,2,4,2,3,1,4,2,1
293429,4,2,1,2,3,2,2,1,1
293431,2,2,4,1,3,2,2,2,1
293432,2,1,1,1,1,5,1,1,1
293436,7,2,3,2,4,4,4,1,1
293445,1,2,1,1,4,2,5,2,0
293449,2,2,1,1,2,1,1,1,1
293450,7,2,3,2,3,3,2,1,1
293452,7,1,3,2,3,5,1,1,1
293453,1,2,4,2,3,1,2,1,1
293454,2,2,1,1,2,2,2,1,0
293455,5,2,2,1,3,2,5,1,1
293457,4,2,2,1,1,4,2,1,1
293458,2,2,1,2,3,2,1,2,1
293473,3,2,2,1,1,1,2,1,1
293475,3,2,1,1,2,3,2,1,1
293477,7,1,1,2,1,4,3,1,1
293478,7,1,2,2,4,5,2,1,1
293480,6,1,2,2,2,3,1,1,1
293483,4,2,2,2,3,1,2,1,1
293485,7,1,1,2,4,3,1,1,1
293497,4,1,1,1,2,3,1,1,1
293502,3,2,4,1,2,2,2,1,1
293507,3,2,1,1,1,3,2,1,1
293513,1,1,4,2,1,4,1,1,1
293514,4,2,1,1,2,3,1,1,1
293519,4,2,1,1,3,3,1,1,1
293521,5,2,1,2,1,3,2,2,1
293524,3,2,1,1,2,1,5,1,1
293525,2,1,4,2,4,1,4,2,1
293527,7,1,3,2,4,2,1,1,0
293528,3,1,4,2,2,2,2,1,1
293533,3,2,4,1,1,2,5,2,0
293539,4,1,1,1,1,5,2,1,1
293541,4,1,2,2,2,4,5,1,1
293544,5,1,2,1,4,3,5,2,1
293545,7,1,1,2,1,5,2,1,1
293547,6,1,1,2,4,2,4,1,0
293552,3,2,1,1,1,4,2,2,1
293556,3,2,2,2,2,1,2,1,1
293557,2,2,1,1,1,1,2,2,1
293562,3,1,1,2,1,3,5,1,1
293570,4,1,1,2,2,3,5,2,0
293572,7,1,1,2,1,5,2,1,1
293576,2,1,4,2,3,3,2,1,1
293581,5,1,3,2,2,1,5,2,1
293585,7,2,3,2,3,5,1,2,1
293586,1,2,4,2,3,1,2,1,0
293588,3,1,1,1,1,2,1,1,1
293589,1,1,4,2,3,4,2,1,1
293590,7,2,2,2,4,1,5,2,0
293591,5,2,1,2,4,3,2,1,0
293596,6,1,1,1,1,2,3,1,1
293597,2,2,4,1,2,3,2,1,0
293598,2,2,1,2,1,5,6,1,1
293601,3,2,1,1,2,2,2,1,0
293605,1,2,1,2,1,4,1,1,0
293606,2,1,1,1,2,4,5,2,1
293608,1,2,4,2,3,3,1,1,1
293612,7,2,1,2,1,5,3,1,1
293614,5,2,4,2,3,4,3,1,1
293620,4,1,1,1,1,4,1,1,1
293629,7,2,3,2,4,4,5,2,1
293630,6,1,1,2,3,4,1,1,1
293646,4,2,1,2,2,1,5,2,1
293651,7,1,1,2,2,5,1,1,1
293653,5,1,4,2,3,2,2,1,1
293654,3,1,1,1,2,1,2,1,1
293655,7,1,1,1,4,2,2,1,0
293656,3,1,4,2,3,4,2,1,1
293657,4,1,4,2,2,5,5,1,1
293658,1,2,4,2,2,4,5,2,1
293662,7,1,1,2,2,4,2,1,1
293666,3,2,4,2,4,1,5,2,1
293671,4,1,1,1,2,5,5,2,1
293680,6,2,4,2,3,3,5,2,1
293682,7,1,1,2,4,3,3,1,0
293684,4,2,1,2,1,5,1,1,1
293685,7,2,2,2,3,3,4,1,0
293691,4,2,4,2,2,2,2,1,1
293695,2,2,4,2,2,5,5,2,1
293696,7,2,3,2,3,3,4,1,1
293703,7,2,2,2,2,5,1,2,1
293713,7,1,1,2,1,2,1,2,1
293715,7,1,1,2,4,3,2,1,1
293721,7,2,3,2,4,4,1,1,0
293723,4,2,1,1,1,1,1,1,1
293725,6,2,1,2,4,1,5,2,0
293726,3,1,1,1,1,4,2,2,1
293728,7,2,4,2,1,5,2,1,1
293732,4,2,4,2,2,4,5,2,1
293737,2,2,4,2,1,4,2,1,1
293739,7,1,1,2,1,5,2,1,1
293746,7,1,1,2,1,4,1,1,0
293755,3,1,1,1,2,5,1,1,1
293757,2,1,4,2,3,3,4,1,1
293760,5,2,2,2,2,4,2,2,0
293762,7,2,1,2,4,3,1,1,1
293763,7,2,3,2,4,2,1,1,1
293765,7,1,1,2,3,4,3,1,1
293767,4,2,2,2,3,2,5,2,1
293770,5,1,1,1,2,3,2,1,0
293771,7,1,1,2,4,3,2,1,1
293779,7,2,3,2,1,5,2,1,1
293784,3,2,4,2,1,5,2,1,0
293785,7,2,1,2,3,5,1,1,1
293788,3,2,1,1,3,5,5,1,1
293792,4,1,2,2,1,5,1,2,1
293794,7,2,1,2,4,3,2,1,0
293796,4,1,1,1,2,2,5,2,1
293799,3,2,1,1,1,1,6,2,1
293803,7,2,2,2,2,3,1,1,0
293812,7,1,1,2,2,5,1,2,1
293813,3,2,1,1,1,2,4,1,1
293816,2,1,1,2,1,4,3,1,1
293817,7,2,1,2,3,3,1,1,1
293823,4,2,1,2,1,4,1,1,0
293827,4,1,4,2,1,4,2,1,1
293831,3,2,1,1,1,2,6,1,1
293832,4,1,2,2,2,5,1,1,1
293833,4,2,1,1,1,3,2,1,1
293834,4,1,1,2,2,5,2,2,1
293838,6,2,3,2,1,5,2,1,1
293841,6,2,2,2,3,5,6,1,1
293843,3,2,4,2,1,4,4,2,1
293850,4,2,4,2,1,4,2,2,1
293851,2,2,1,2,1,4,2,2,1
293853,3,2,4,2,1,5,5,1,1
293856,4,2,4,2,1,4,2,1,1
293865,7,2,1,2,4,3,2,1,1
293871,3,1,1,2,2,4,3,1,1
293872,7,1,1,1,2,2,4,1,1
293885,2,1,1,2,1,4,1,1,1
293886,5,2,2,1,1,5,3,1,1
293891,5,2,2,2,3,3,1,1,0
293896,4,2,2,1,4,1,2,1,0
293897,7,2,2,2,4,1,1,1,1
293900,3,2,4,1,3,2,1,1,0
293902,3,2,1,2,2,1,5,1,0
293904,3,1,1,1,2,4,2,1,1
293905,3,1,1,2,1,5,6,1,1
293908,4,1,1,1,2,3,1,1,1
293909,3,2,1,1,2,2,6,1,1
293910,3,1,4,2,3,2,2,1,1
293913,1,2,4,2,3,3,2,2,1
293916,4,1,2,2,3,1,1,1,1
293917,4,2,2,2,3,2,5,2,0
293918,3,2,4,1,2,1,4,2,0
293923,2,1,1,2,1,4,6,1,1
293931,1,1,4,2,2,1,1,1,1
293932,4,1,1,1,1,5,1,1,1
293937,3,2,1,1,1,3,5,2,0
293938,2,2,2,1,3,2,5,2,1
293945,2,1,4,2,1,5,1,1,0
293955,4,1,1,1,1,5,1,1,1
293958,4,2,1,1,2,1,2,1,1
293959,7,2,2,2,2,4,1,1,1
293961,4,1,1,2,2,5,1,1,1
293967,4,2,1,1,3,2,5,2,1
293971,6,1,1,2,3,2,2,1,1
293972,1,2,1,2,2,1,1,2,1
293979,4,1,4,2,4,4,4,1,0
293980,7,2,3,2,2,5,1,1,1
293981,2,2,1,1,3,3,2,1,1
293987,3,1,4,2,1,4,2,1,0
293989,4,1,1,1,3,3,2,1,1
293996,7,1,1,2,4,1,4,1,1
294001,7,2,3,2,2,4,3,1,1
294002,7,1,1,2,2,4,1,1,0
