Sserial,age,sex,married,children,highest_qual,income,party,voted,cc_threat
292106,18,1,4,2,2,1,2,1,1
292109,60,1,4,2,3,5,1,1,1
292111,35,1,1,1,2,2,2,1,1
292113,55,2,1,2,3,3,2,1,1
292114,65,1,1,2,4,5,1,1,0
292117,65,1,1,2,4,1,1,1,1
292119,35,2,4,1,3,2,1,1,0
292120,65,2,1,2,4,2,2,1,1
292124,55,2,4,2,4,2,4,1,0
292132,35,1,1,2,2,1,2,1,1
292138,60,1,1,2,4,2,2,1,0
292143,25,1,1,2,2,2,5,2,1
292144,45,1,1,1,2,3,2,1,1
292147,35,1,1,1,1,4,2,1,0
292152,25,2,4,2,2,2,2,2,0
292157,45,1,1,2,2,4,1,1,1
292161,65,1,1,2,4,2,1,1,1
292162,60,1,1,2,1,5,6,1,1
292163,65,2,3,2,4,3,5,1,1
292168,65,2,1,2,4,3,1,1,1
292170,25,1,4,2,4,3,1,2,0
292179,60,2,1,2,2,1,3,1,1
292182,65,1,2,2,1,4,4,1,0
292183,65,1,3,2,4,3,2,1,1
292184,45,2,4,2,2,4,4,1,1
292194,55,2,1,1,2,4,1,2,1
292197,18,2,4,2,1,4,2,1,1
292198,25,1,1,1,4,4,5,2,1
292199,65,1,2,2,4,4,1,1,0
292202,18,1,4,2,1,4,2,1,1
292203,55,2,1,2,3,1,1,1,1
292205,25,2,1,2,1,4,4,1,1
292206,45,1,2,2,2,2,2,1,1
292208,65,1,2,2,2,5,3,1,1
292211,55,1,1,2,2,4,1,1,1
292216,65,1,2,2,1,2,1,1,1
292227,35,2,2,1,4,2,5,2,1
292231,45,2,2,2,4,4,2,1,1
292233,25,2,1,2,2,1,2,1,1
292241,55,2,2,2,3,1,4,2,1
292250,25,2,4,2,2,5,1,1,1
292251,35,1,1,1,3,2,1,1,1
292258,65,2,2,2,1,5,1,1,1
292264,45,1,1,2,3,3,1,1,1
292266,45,2,1,1,1,2,4,1,1
292274,35,2,4,2,1,5,1,1,1
292275,60,2,1,1,1,3,2,1,1
292278,45,2,1,1,2,1,1,1,1
292280,25,1,1,2,2,3,5,2,1
292283,25,2,1,1,2,1,2,1,1
292286,35,2,1,1,2,1,3,1,1
292288,45,2,2,2,3,4,1,1,1
292296,60,1,1,1,1,3,1,1,1
292298,55,1,2,2,4,2,5,2,0
292300,45,2,1,1,3,3,2,1,1
292302,25,1,1,2,1,4,2,1,1
292303,18,1,4,2,3,3,2,2,1
292309,60,1,3,2,3,2,3,1,1
292312,25,1,4,2,1,4,2,1,1
292313,35,2,2,1,2,2,3,2,1
292334,25,2,4,1,4,2,2,2,0
292335,45,2,1,1,1,5,2,1,1
292340,45,2,4,1,3,3,2,1,1
292342,35,2,1,1,3,2,1,1,1
292343,65,2,2,2,1,2,2,1,1
292347,25,2,4,1,1,1,2,2,0
292349,35,1,4,2,3,2,5,2,1
292354,18,1,4,2,2,1,2,1,0
292355,45,2,4,2,3,4,5,1,1
292356,35,1,2,1,4,1,2,1,1
292362,65,2,1,2,2,4,3,1,1
292363,65,1,3,2,3,4,1,1,1
292364,25,1,1,1,2,3,2,1,0
292365,25,2,1,1,1,2,1,1,1
292368,45,2,2,1,3,1,4,1,1
292369,25,2,1,1,3,2,2,1,1
292371,35,1,1,2,2,5,2,2,1
292376,45,1,1,1,3,4,5,2,1
292382,65,2,3,2,4,1,2,1,1
292386,45,1,1,2,2,4,2,1,1
292387,25,2,2,1,3,1,2,1,1
292392,55,2,1,2,2,1,1,1,1
292393,55,1,1,2,3,2,1,1,1
292394,35,2,1,1,2,2,1,1,1
292396,45,2,1,1,1,5,2,1,1
292398,25,1,1,1,1,3,2,1,1
292399,45,1,4,2,3,2,2,1,1
292402,60,2,2,2,3,5,3,1,1
292404,35,1,1,1,2,5,1,1,1
292405,25,2,1,1,4,1,5,2,1
292414,35,1,4,2,3,4,1,1,0
292415,65,2,1,2,4,4,2,1,1
292419,45,2,2,2,3,2,2,1,1
292420,65,2,2,2,2,4,5,2,1
292426,65,2,3,2,4,4,2,1,1
292429,25,1,1,2,1,4,2,1,1
292433,35,2,1,1,2,1,2,1,1
292438,45,2,4,2,4,2,2,2,1
292441,60,1,1,1,3,2,1,1,1
292459,35,1,1,1,2,5,2,1,1
292463,65,1,3,2,4,3,1,1,0
292468,45,2,1,1,1,1,2,2,1
292478,65,2,3,2,2,2,4,1,1
292482,65,2,3,2,4,4,1,1,0
292487,35,1,1,1,1,4,2,1,1
292488,25,2,4,2,1,3,2,2,1
292490,25,2,1,1,1,1,2,1,1
292496,45,2,2,1,3,1,2,1,1
292497,18,1,4,2,2,2,2,1,1
292498,60,1,1,2,1,5,1,1,1
292500,18,1,4,2,1,5,2,1,1
292508,35,1,1,2,1,5,1,1,1
292509,60,1,1,1,4,2,1,1,1
292515,35,2,2,1,3,4,1,2,1
292516,25,1,1,1,2,4,5,2,1
292522,35,1,4,2,3,2,1,1,0
292524,60,1,1,2,3,2,2,1,1
292526,65,2,3,2,4,1,1,1,1
292527,25,2,1,1,1,4,1,1,1
292532,60,2,1,2,2,5,2,1,1
292536,35,1,4,2,1,1,2,2,1
292537,65,1,1,2,2,3,1,1,1
292540,65,2,3,2,4,2,3,2,0
292541,25,1,1,2,1,5,1,1,1
292545,65,2,3,2,4,4,2,1,1
292546,55,1,1,1,4,1,1,1,1
292548,65,1,1,2,4,3,1,1,1
292549,60,1,1,2,2,4,1,1,0
292553,45,1,1,1,1,2,2,2,0
292562,55,2,1,2,2,5,2,1,1
292572,65,2,1,2,3,2,1,1,0
292579,65,1,1,2,4,2,4,2,1
292584,25,1,1,1,1,3,2,1,1
292591,35,1,1,1,3,2,5,2,1
292592,35,1,1,2,3,2,5,2,1
292593,60,1,1,1,1,5,1,1,0
292595,45,1,1,2,2,4,1,1,1
292596,45,2,4,2,4,2,5,1,1
292598,60,1,1,1,3,5,1,1,1
292602,45,2,1,2,1,1,6,1,1
292609,35,1,1,2,3,4,5,2,1
292610,55,2,1,2,3,3,1,1,1
292611,35,1,1,1,1,3,2,1,1
292612,65,1,1,1,1,4,2,1,1
292614,65,2,1,2,4,4,1,1,0
292615,65,1,1,2,4,2,2,1,1
292619,45,1,1,1,2,2,1,1,1
292621,55,2,2,2,3,5,2,1,0
292625,60,1,2,2,2,3,2,1,1
292627,60,1,1,1,1,4,2,1,1
292631,65,2,2,2,3,2,3,1,1
292635,65,1,1,2,1,5,2,1,1
292641,55,2,2,1,3,1,5,2,0
292646,65,1,2,2,4,3,2,1,1
292647,25,1,1,1,1,2,3,1,1
292658,45,2,4,2,2,5,1,1,1
292661,25,2,1,1,3,1,2,1,1
292664,25,2,1,1,1,2,1,1,1
292675,60,1,1,1,2,2,4,1,0
292676,25,2,4,1,3,3,3,1,0
292680,55,1,4,2,4,1,5,2,1
292682,65,1,4,2,1,5,1,1,1
292683,60,1,1,2,2,5,1,1,1
292686,35,2,2,1,1,5,2,1,1
292696,60,1,1,2,2,5,1,1,1
292702,35,2,1,2,1,3,6,1,1
292704,45,1,4,2,2,5,1,1,1
292712,60,2,1,2,2,3,2,1,1
292716,55,1,1,2,2,3,4,1,1
292717,35,1,1,2,3,1,5,2,1
292722,45,2,1,1,1,1,6,2,1
292723,35,1,1,1,1,1,1,1,1
292726,65,2,1,2,2,3,4,1,1
292728,45,2,2,2,2,4,1,1,1
292731,65,1,3,1,2,2,5,1,1
292732,18,2,4,1,3,1,5,2,1
292733,35,1,4,2,2,4,2,1,1
292739,65,1,1,2,1,4,1,1,1
292740,35,2,4,1,3,2,2,1,1
292743,60,1,2,2,3,5,1,1,0
292752,60,1,2,2,1,5,1,1,1
292753,65,1,3,2,3,4,1,1,1
292759,35,2,4,2,1,5,6,1,1
292761,65,2,2,2,1,1,1,1,1
292765,65,2,3,2,4,3,3,1,1
292766,65,1,3,2,4,3,2,1,1
292776,18,2,4,2,1,3,2,1,1
292777,65,1,1,2,2,5,1,1,1
292783,35,1,1,2,2,3,1,1,1
292787,65,1,1,2,3,5,1,1,1
292789,55,1,1,2,3,1,4,1,0
292790,45,2,1,1,1,4,2,1,1
292794,45,1,1,1,2,4,1,1,1
292799,18,2,4,2,1,1,2,1,0
292800,55,2,4,2,3,1,2,1,1
292805,65,1,2,2,4,5,1,1,1
292807,25,1,4,2,1,5,2,1,1
292813,65,1,1,2,1,4,2,1,1
292816,25,1,1,2,1,5,1,1,1
292817,65,1,1,2,3,3,3,1,1
292819,35,2,1,2,1,5,2,1,1
292820,45,1,1,1,4,2,2,1,1
292821,35,1,4,2,1,5,3,1,1
292825,55,1,2,2,3,2,1,2,1
292829,45,2,2,1,3,1,5,2,0
292833,60,2,1,2,1,5,5,1,1
292834,60,1,2,2,2,4,1,1,1
292835,65,2,4,2,1,5,1,1,1
292836,25,2,1,2,1,4,2,1,1
292839,60,2,1,2,1,4,5,1,1
292843,35,2,4,1,3,4,2,1,1
292851,35,2,4,1,4,1,2,1,1
292853,25,2,1,1,2,1,3,1,1
292860,55,2,1,1,1,5,2,2,0
292862,55,2,1,2,1,2,2,1,1
292874,65,2,2,2,2,3,6,1,1
292875,65,1,1,2,2,3,1,1,1
292877,60,1,1,1,4,2,2,1,1
292879,55,2,1,2,3,3,1,1,1
292881,25,2,1,2,1,3,2,1,1
292886,60,2,4,2,1,1,2,1,1
292892,45,2,1,1,1,2,1,1,1
292897,25,2,4,1,2,3,1,1,1
292900,45,2,2,2,3,2,5,2,1
292905,25,2,4,2,1,5,1,1,1
292906,35,1,1,1,1,5,3,2,1
292908,25,2,2,1,3,2,2,1,1
292911,60,2,1,1,2,1,1,1,1
292914,65,1,1,2,3,5,1,1,1
292918,55,1,1,2,2,5,1,1,1
292920,35,2,1,1,1,1,3,1,1
292921,65,1,1,2,2,4,1,1,0
292923,35,1,1,2,1,2,2,2,1
292925,25,2,1,1,2,1,4,2,1
292928,65,2,2,2,1,5,3,1,1
292929,65,1,1,2,2,4,1,1,1
292933,45,1,2,2,1,3,2,1,1
292934,55,1,1,2,4,3,5,2,0
292935,18,2,4,1,2,1,4,1,1
292936,60,1,1,2,4,1,1,1,1
292938,45,1,1,1,2,1,2,1,1
292940,55,2,1,1,1,3,4,1,1
292942,35,2,2,1,2,1,2,2,1
292946,65,2,3,2,1,5,4,1,1
292950,65,1,3,2,2,4,1,1,1
292951,45,2,1,1,4,2,2,1,1
292959,65,2,1,1,3,3,1,2,1
292961,55,1,1,2,3,3,1,2,1
292962,60,1,4,2,1,2,2,1,0
292965,35,2,1,1,4,1,2,1,1
292968,25,1,4,2,2,5,2,1,1
292970,35,1,1,1,3,3,1,1,1
292972,25,1,1,2,1,5,4,1,1
292978,65,2,4,2,4,1,1,1,1
292981,45,2,1,2,2,3,2,2,1
292982,65,1,1,2,4,1,2,2,0
292985,60,2,1,2,3,1,5,2,1
292992,35,1,4,2,3,1,5,2,1
292994,65,2,4,2,1,4,4,1,1
292996,55,1,2,2,3,1,5,2,1
292998,65,2,1,2,2,5,1,1,1
293001,45,2,2,1,1,1,1,1,1
293003,35,1,1,1,3,2,5,2,1
293013,25,1,1,1,3,3,1,1,1
293014,35,2,1,2,1,4,2,1,1
293015,35,2,1,1,1,1,3,1,1
293016,25,2,4,1,2,2,5,1,1
293019,55,2,1,1,1,1,1,1,1
293021,55,2,4,2,3,2,2,1,1
293024,25,2,1,2,1,1,2,2,1
293026,35,1,1,1,2,4,1,1,1
293028,65,1,3,2,2,2,1,1,1
293030,45,2,1,1,2,1,1,1,1
293034,18,2,4,2,3,2,2,1,1
293039,45,2,1,1,3,1,1,1,1
293041,25,1,4,2,2,5,1,1,1
293043,65,2,2,2,1,3,2,1,1
293045,45,1,1,2,2,5,1,1,1
293051,55,1,4,2,4,2,5,1,1
293054,65,1,1,2,4,4,2,1,1
293056,65,1,1,2,4,2,5,2,1
293060,25,1,1,2,1,5,2,1,1
293061,25,2,4,2,1,4,2,1,1
293062,60,1,1,1,3,4,2,1,1
293064,65,2,3,2,4,1,2,1,1
293065,35,1,1,1,3,4,1,1,1
293074,45,1,2,2,2,2,2,1,1
293075,25,2,1,2,2,4,2,1,1
293078,65,1,1,2,4,3,2,1,0
293080,25,1,4,2,1,4,2,1,1
293081,35,1,1,1,1,3,2,1,1
293087,65,2,2,2,1,5,5,1,1
293088,25,1,4,2,4,1,5,2,1
293092,65,1,1,2,1,4,2,1,0
293094,25,1,1,1,1,3,2,2,0
293104,55,1,1,2,3,4,4,1,0
293106,55,2,1,2,1,5,2,1,1
293109,25,1,1,2,2,4,3,1,1
293111,45,2,4,1,1,2,2,1,1
293112,65,2,1,2,4,2,1,2,0
293113,45,1,1,1,1,2,5,2,1
293117,35,1,1,1,3,3,1,1,0
293118,45,2,1,1,1,4,1,1,1
293126,55,1,2,2,2,5,1,1,0
293129,60,2,1,2,1,5,3,1,1
293132,35,1,1,2,1,5,2,2,0
293143,25,1,1,2,1,4,6,1,1
293146,25,1,1,2,4,4,3,2,1
293147,65,2,3,2,3,3,4,1,1
293149,25,1,4,2,1,5,5,2,1
293151,65,2,3,2,3,3,2,1,1
293155,65,2,3,2,2,4,1,1,1
293157,35,1,1,1,1,5,1,1,1
293159,45,2,1,2,2,1,5,2,1
293162,65,1,3,2,1,2,3,1,0
293163,65,2,2,2,3,1,1,1,1
293164,60,2,2,2,1,5,1,1,1
293166,60,2,2,2,2,3,2,1,1
293168,35,1,1,1,2,2,1,1,1
293171,60,1,2,1,1,5,1,1,1
293182,18,1,4,2,3,1,5,2,1
293189,35,1,1,1,1,5,2,1,1
293191,45,2,4,2,2,5,2,1,1
293192,45,2,4,1,1,4,2,1,1
293194,45,1,1,1,1,2,4,1,1
293196,45,2,1,2,2,5,6,1,1
293200,45,2,1,1,3,2,1,1,1
293210,35,2,4,1,1,4,2,1,1
293213,60,2,2,2,4,3,1,2,1
293214,35,2,1,2,1,4,6,1,1
293215,45,2,1,1,1,2,2,1,1
293220,65,1,3,2,4,1,2,1,0
293221,65,2,1,2,4,2,1,1,1
293222,55,1,4,2,2,1,2,1,0
293227,35,1,1,1,2,5,4,1,1
293233,18,1,4,2,2,4,2,1,1
293235,25,2,1,2,1,1,5,2,1
293237,35,2,1,1,1,2,2,1,1
293247,65,1,3,2,2,5,1,1,1
293251,35,1,1,1,2,1,2,1,1
293252,65,1,1,2,1,5,2,1,1
293255,35,2,1,2,1,5,2,2,1
293265,18,2,4,1,3,2,5,2,1
293270,18,1,4,2,1,4,2,1,1
293274,35,2,4,1,4,2,5,2,1
293281,65,1,1,2,4,2,5,2,0
293282,65,1,1,2,3,3,1,1,1
293283,25,2,4,1,2,1,2,1,1
293284,25,2,4,1,2,1,2,2,0
293285,25,2,4,2,2,3,2,1,1
293286,25,1,1,2,1,5,1,1,1
293288,45,2,4,1,2,2,2,1,1
293297,18,2,4,2,2,2,5,2,1
293302,45,1,2,2,3,4,4,1,1
293303,45,1,1,2,1,3,2,1,1
293306,60,2,1,2,3,1,3,1,1
293308,25,2,4,1,4,3,2,1,1
293310,45,2,2,1,2,4,2,1,0
293312,45,1,1,1,2,1,2,2,1
293316,65,1,1,2,1,3,1,1,0
293317,65,2,1,2,4,2,4,1,1
293318,55,2,4,2,4,2,5,2,0
293323,25,2,1,1,1,4,2,1,1
293324,65,2,3,2,4,3,1,1,1
293325,25,2,1,1,2,1,1,2,1
293328,35,2,1,1,3,3,1,1,1
293330,65,1,3,2,4,4,1,1,0
293333,55,1,4,2,2,1,1,1,1
293334,60,1,1,2,1,5,1,1,1
293338,60,1,2,2,2,5,5,1,1
293341,35,2,3,1,1,4,3,1,1
293343,25,2,4,1,2,3,2,1,1
293347,18,1,4,2,2,1,5,2,1
293351,65,1,1,2,3,3,1,1,1
293352,45,1,4,2,1,5,3,1,1
293355,45,2,2,2,1,2,2,1,1
293361,35,2,1,2,1,5,1,1,1
293364,65,2,1,2,2,3,1,1,1
293366,65,2,3,2,1,5,2,1,1
293368,18,1,4,2,1,3,2,1,1
293377,65,1,1,2,3,5,1,1,0
293384,45,1,1,2,4,3,2,1,1
293387,25,2,2,1,3,3,4,1,1
293389,18,1,1,2,2,3,1,2,1
293390,45,1,4,2,4,1,5,2,0
293403,60,2,3,2,1,5,6,1,1
293404,25,1,1,2,1,5,2,1,1
293408,65,2,2,2,1,4,3,1,1
293411,65,2,1,2,3,2,1,1,1
293418,65,2,1,2,4,4,2,1,0
293419,18,1,1,2,1,1,6,1,1
293422,35,2,2,1,1,4,2,2,1
293426,65,2,2,2,1,2,2,1,1
293427,65,2,3,2,4,4,1,1,0
293428,35,2,4,2,3,1,4,2,1
293429,45,2,1,2,3,2,2,1,1
293431,25,2,4,1,3,2,2,2,1
293432,25,1,1,1,1,5,1,1,1
293436,65,2,3,2,4,4,4,1,1
293445,18,2,1,1,4,2,5,2,0
293449,25,2,1,1,2,1,1,1,1
293450,65,2,3,2,3,3,2,1,1
293452,65,1,3,2,3,5,1,1,1
293453,18,2,4,2,3,1,2,1,1
293454,25,2,1,1,2,2,2,1,0
293455,55,2,2,1,3,2,5,1,1
293457,45,2,2,1,1,4,2,1,1
293458,25,2,1,2,3,2,1,2,1
293473,35,2,2,1,1,1,2,1,1
293475,35,2,1,1,2,3,2,1,1
293477,65,1,1,2,1,4,3,1,1
293478,65,1,2,2,4,5,2,1,1
293480,60,1,2,2,2,3,1,1,1
293483,45,2,2,2,3,1,2,1,1
293485,65,1,1,2,4,3,1,1,1
293497,45,1,1,1,2,3,1,1,1
293502,35,2,4,1,2,2,2,1,1
293507,35,2,1,1,1,3,2,1,1
293513,18,1,4,2,1,4,1,1,1
293514,45,2,1,1,2,3,1,1,1
293519,45,2,1,1,3,3,1,1,1
293521,55,2,1,2,1,3,2,2,1
293524,35,2,1,1,2,1,5,1,1
293525,25,1,4,2,4,1,4,2,1
293527,65,1,3,2,4,2,1,1,0
293528,35,1,4,2,2,2,2,1,1
293533,35,2,4,1,1,2,5,2,0
293539,45,1,1,1,1,5,2,1,1
293541,45,1,2,2,2,4,5,1,1
293544,55,1,2,1,4,3,5,2,1
293545,65,1,1,2,1,5,2,1,1
293547,60,1,1,2,4,2,4,1,0
293552,35,2,1,1,1,4,2,2,1
293556,35,2,2,2,2,1,2,1,1
293557,25,2,1,1,1,1,2,2,1
293562,35,1,1,2,1,3,5,1,1
293570,45,1,1,2,2,3,5,2,0
293572,65,1,1,2,1,5,2,1,1
293576,25,1,4,2,3,3,2,1,1
293581,55,1,3,2,2,1,5,2,1
293585,65,2,3,2,3,5,1,2,1
293586,18,2,4,2,3,1,2,1,0
293588,35,1,1,1,1,2,1,1,1
293589,18,1,4,2,3,4,2,1,1
293590,65,2,2,2,4,1,5,2,0
293591,55,2,1,2,4,3,2,1,0
293596,60,1,1,1,1,2,3,1,1
293597,25,2,4,1,2,3,2,1,0
293598,25,2,1,2,1,5,6,1,1
293601,35,2,1,1,2,2,2,1,0
293605,18,2,1,2,1,4,1,1,0
293606,25,1,1,1,2,4,5,2,1
293608,18,2,4,2,3,3,1,1,1
293612,65,2,1,2,1,5,3,1,1
293614,55,2,4,2,3,4,3,1,1
293620,45,1,1,1,1,4,1,1,1
293629,65,2,3,2,4,4,5,2,1
293630,60,1,1,2,3,4,1,1,1
293646,45,2,1,2,2,1,5,2,1
293651,65,1,1,2,2,5,1,1,1
293653,55,1,4,2,3,2,2,1,1
293654,35,1,1,1,2,1,2,1,1
293655,65,1,1,1,4,2,2,1,0
293656,35,1,4,2,3,4,2,1,1
293657,45,1,4,2,2,5,5,1,1
293658,18,2,4,2,2,4,5,2,1
293662,65,1,1,2,2,4,2,1,1
293666,35,2,4,2,4,1,5,2,1
293671,45,1,1,1,2,5,5,2,1
293680,60,2,4,2,3,3,5,2,1
293682,65,1,1,2,4,3,3,1,0
293684,45,2,1,2,1,5,1,1,1
293685,65,2,2,2,3,3,4,1,0
293691,45,2,4,2,2,2,2,1,1
293695,25,2,4,2,2,5,5,2,1
293696,65,2,3,2,3,3,4,1,1
293703,65,2,2,2,2,5,1,2,1
293713,65,1,1,2,1,2,1,2,1
293715,65,1,1,2,4,3,2,1,1
293721,65,2,3,2,4,4,1,1,0
293723,45,2,1,1,1,1,1,1,1
293725,60,2,1,2,4,1,5,2,0
293726,35,1,1,1,1,4,2,2,1
293728,65,2,4,2,1,5,2,1,1
293732,45,2,4,2,2,4,5,2,1
293737,25,2,4,2,1,4,2,1,1
293739,65,1,1,2,1,5,2,1,1
293746,65,1,1,2,1,4,1,1,0
293755,35,1,1,1,2,5,1,1,1
293757,25,1,4,2,3,3,4,1,1
293760,55,2,2,2,2,4,2,2,0
293762,65,2,1,2,4,3,1,1,1
293763,65,2,3,2,4,2,1,1,1
293765,65,1,1,2,3,4,3,1,1
293767,45,2,2,2,3,2,5,2,1
293770,55,1,1,1,2,3,2,1,0
293771,65,1,1,2,4,3,2,1,1
293779,65,2,3,2,1,5,2,1,1
293784,35,2,4,2,1,5,2,1,0
293785,65,2,1,2,3,5,1,1,1
293788,35,2,1,1,3,5,5,1,1
293792,45,1,2,2,1,5,1,2,1
293794,65,2,1,2,4,3,2,1,0
293796,45,1,1,1,2,2,5,2,1
293799,35,2,1,1,1,1,6,2,1
293803,65,2,2,2,2,3,1,1,0
293812,65,1,1,2,2,5,1,2,1
293813,35,2,1,1,1,2,4,1,1
293816,25,1,1,2,1,4,3,1,1
293817,65,2,1,2,3,3,1,1,1
293823,45,2,1,2,1,4,1,1,0
293827,45,1,4,2,1,4,2,1,1
293831,35,2,1,1,1,2,6,1,1
293832,45,1,2,2,2,5,1,1,1
293833,45,2,1,1,1,3,2,1,1
293834,45,1,1,2,2,5,2,2,1
293838,60,2,3,2,1,5,2,1,1
293841,60,2,2,2,3,5,6,1,1
293843,35,2,4,2,1,4,4,2,1
293850,45,2,4,2,1,4,2,2,1
293851,25,2,1,2,1,4,2,2,1
293853,35,2,4,2,1,5,5,1,1
293856,45,2,4,2,1,4,2,1,1
293865,65,2,1,2,4,3,2,1,1
293871,35,1,1,2,2,4,3,1,1
293872,65,1,1,1,2,2,4,1,1
293885,25,1,1,2,1,4,1,1,1
293886,55,2,2,1,1,5,3,1,1
293891,55,2,2,2,3,3,1,1,0
293896,45,2,2,1,4,1,2,1,0
293897,65,2,2,2,4,1,1,1,1
293900,35,2,4,1,3,2,1,1,0
293902,35,2,1,2,2,1,5,1,0
293904,35,1,1,1,2,4,2,1,1
293905,35,1,1,2,1,5,6,1,1
293908,45,1,1,1,2,3,1,1,1
293909,35,2,1,1,2,2,6,1,1
293910,35,1,4,2,3,2,2,1,1
293913,18,2,4,2,3,3,2,2,1
293916,45,1,2,2,3,1,1,1,1
293917,45,2,2,2,3,2,5,2,0
293918,35,2,4,1,2,1,4,2,0
293923,25,1,1,2,1,4,6,1,1
293931,18,1,4,2,2,1,1,1,1
293932,45,1,1,1,1,5,1,1,1
293937,35,2,1,1,1,3,5,2,0
293938,25,2,2,1,3,2,5,2,1
293945,25,1,4,2,1,5,1,1,0
293955,45,1,1,1,1,5,1,1,1
293958,45,2,1,1,2,1,2,1,1
293959,65,2,2,2,2,4,1,1,1
293961,45,1,1,2,2,5,1,1,1
293967,45,2,1,1,3,2,5,2,1
293971,60,1,1,2,3,2,2,1,1
293972,18,2,1,2,2,1,1,2,1
293979,45,1,4,2,4,4,4,1,0
293980,65,2,3,2,2,5,1,1,1
293981,25,2,1,1,3,3,2,1,1
293987,35,1,4,2,1,4,2,1,0
293989,45,1,1,1,3,3,2,1,1
293996,65,1,1,2,4,1,4,1,1
294001,65,2,3,2,2,4,3,1,1
294002,65,1,1,2,2,4,1,1,0
