"month","year","country","value","date","max","min","normalised_value"
"06","2021","Vanuatu",1.36668033347e-05,2021-06-01,4873.253,0,0
"07","2021","Vanuatu",1.36668033347e-05,2021-07-01,4873.253,0,0
"08","2021","Vanuatu",1.36668033347e-05,2021-08-01,4873.253,0,0
"09","2021","Vanuatu",1.36668033347e-05,2021-09-01,4873.253,0,0
"10","2021","Vanuatu",1.476896489395e-05,2021-10-01,4873.253,0,0
"11","2021","Vanuatu",2.050020500205e-05,2021-11-01,4873.253,0,0
"12","2021","Vanuatu",2.24840958087e-05,2021-12-01,4873.253,0,0
"01","2021","Venezuela",0.00421055481698615,2021-01-01,4873.253,0,9e-07
"02","2021","Venezuela",0.00468820645155223,2021-02-01,4873.253,0,1e-06
"03","2021","Venezuela",0.00520945303897322,2021-03-01,4873.253,0,1.1e-06
"04","2021","Venezuela",0.00633237542594127,2021-04-01,4873.253,0,1.3e-06
"05","2021","Venezuela",0.00758484179801099,2021-05-01,4873.253,0,1.6e-06
"06","2021","Venezuela",0.00895200134562093,2021-06-01,4873.253,0,1.8e-06
"07","2021","Venezuela",0.0102056582448851,2021-07-01,4873.253,0,2.1e-06
"08","2021","Venezuela",0.0112552283656661,2021-08-01,4873.253,0,2.3e-06
"09","2021","Venezuela",0.012346690946736,2021-09-01,4873.253,0,2.5e-06
"10","2021","Venezuela",0.0137135426150289,2021-10-01,4873.253,0,2.8e-06
"11","2021","Venezuela",0.014782112202152,2021-11-01,4873.253,0,3e-06
"12","2021","Venezuela",0.0154536347684814,2021-12-01,4873.253,0,3.2e-06
"01","2021","Vietnam",1.5926781290628e-05,2021-01-01,4873.253,0,0
"02","2021","Vietnam",2.26793051689629e-05,2021-02-01,4873.253,0,0
"03","2021","Vietnam",2.6179652960231e-05,2021-03-01,4873.253,0,0
"04","2021","Vietnam",2.82748448611927e-05,2021-04-01,4873.253,0,0
"05","2021","Vietnam",4.63135648296169e-05,2021-05-01,4873.253,0,0
"06","2021","Vietnam",0.000121165040314315,2021-06-01,4873.253,0,0
"07","2021","Vietnam",0.000624524756423767,2021-07-01,4873.253,0,1e-07
"08","2021","Vietnam",0.00301526291331813,2021-08-01,4873.253,0,6e-07
"09","2021","Vietnam",0.00661606371100211,2021-09-01,4873.253,0,1.4e-06
"10","2021","Vietnam",0.00883531323820218,2021-10-01,4873.253,0,1.8e-06
"11","2021","Vietnam",0.0108614936381394,2021-11-01,4873.253,0,2.2e-06
"12","2021","Vietnam",0.0152754180568572,2021-12-01,4873.253,0,3.1e-06
"01","2021","West Bank and Gaza",0.0295224673104044,2021-01-01,4873.253,0,6.1e-06
"02","2021","West Bank and Gaza",0.033164594468897,2021-02-01,4873.253,0,6.8e-06
"03","2021","West Bank and Gaza",0.0419293830980362,2021-03-01,4873.253,0,8.6e-06
"04","2021","West Bank and Gaza",0.053823970965447,2021-04-01,4873.253,0,1.1e-05
"05","2021","West Bank and Gaza",0.0594894285391831,2021-05-01,4873.253,0,1.22e-05
"06","2021","West Bank and Gaza",0.0611119540143364,2021-06-01,4873.253,0,1.25e-05
"07","2021","West Bank and Gaza",0.0618426461429785,2021-07-01,4873.253,0,1.27e-05
"08","2021","West Bank and Gaza",0.0635343839005965,2021-08-01,4873.253,0,1.3e-05
"09","2021","West Bank and Gaza",0.0738221962947804,2021-09-01,4873.253,0,1.51e-05
"10","2021","West Bank and Gaza",0.0864925384157729,2021-10-01,4873.253,0,1.77e-05
"11","2021","West Bank and Gaza",0.0896100481382685,2021-11-01,4873.253,0,1.84e-05
"12","2021","West Bank and Gaza",0.0911946294784593,2021-12-01,4873.253,0,1.87e-05
"01","2021","Yemen",7.07750871277998e-05,2021-01-01,4873.253,0,0
"02","2021","Yemen",7.25027360625575e-05,2021-02-01,4873.253,0,0
"03","2021","Yemen",0.000104585200343193,2021-03-01,4873.253,0,0
"04","2021","Yemen",0.000187049531245166,2021-04-01,4873.253,0,0
"05","2021","Yemen",0.000219751135070642,2021-05-01,4873.253,0,0
"06","2021","Yemen",0.000229827690197124,2021-06-01,4873.253,0,0
"07","2021","Yemen",0.000233891227203909,2021-07-01,4873.253,0,0
"08","2021","Yemen",0.000247419166044578,2021-08-01,4873.253,0,1e-07
"09","2021","Yemen",0.000285818049560034,2021-09-01,4873.253,0,1e-07
"10","2021","Yemen",0.0003182829396918,2021-10-01,4873.253,0,1e-07
"11","2021","Yemen",0.000332600549069634,2021-11-01,4873.253,0,1e-07
"12","2021","Yemen",0.000337881578941221,2021-12-01,4873.253,0,1e-07
"01","2021","Zambia",0.00195192464419484,2021-01-01,4873.253,0,4e-07
"02","2021","Zambia",0.00373702016506753,2021-02-01,4873.253,0,8e-07
"03","2021","Zambia",0.00460968564461948,2021-03-01,4873.253,0,9e-07
"04","2021","Zambia",0.00491575190164003,2021-04-01,4873.253,0,1e-06
"05","2021","Zambia",0.00504672345470604,2021-05-01,4873.253,0,1e-06
"06","2021","Zambia",0.00656021478728517,2021-06-01,4873.253,0,1.3e-06
"07","2021","Zambia",0.00983014930290654,2021-07-01,4873.253,0,2e-06
"08","2021","Zambia",0.0110024390201276,2021-08-01,4873.253,0,2.3e-06
"09","2021","Zambia",0.011317205067288,2021-09-01,4873.253,0,2.3e-06
"10","2021","Zambia",0.0113937093633657,2021-10-01,4873.253,0,2.3e-06
"11","2021","Zambia",0.0114224145590137,2021-11-01,4873.253,0,2.3e-06
"12","2021","Zambia",0.0119623731657911,2021-12-01,4873.253,0,2.5e-06
"01","2021","Zimbabwe",0.00170898478671343,2021-01-01,4873.253,0,4e-07
"02","2021","Zimbabwe",0.00236458183121381,2021-02-01,4873.253,0,5e-07
"03","2021","Zimbabwe",0.00245743285702004,2021-03-01,4873.253,0,5e-07
"04","2021","Zimbabwe",0.00252656604359738,2021-04-01,4873.253,0,5e-07
"05","2021","Zimbabwe",0.00259556611409175,2021-05-01,4873.253,0,5e-07
"06","2021","Zimbabwe",0.00281299683882365,2021-06-01,4873.253,0,6e-07
"07","2021","Zimbabwe",0.00536389158287988,2021-07-01,4873.253,0,1.1e-06
"08","2021","Zimbabwe",0.00804506146671666,2021-08-01,4873.253,0,1.7e-06
"09","2021","Zimbabwe",0.00857510771599699,2021-09-01,4873.253,0,1.8e-06
"10","2021","Zimbabwe",0.00889102647273682,2021-10-01,4873.253,0,1.8e-06
"11","2021","Zimbabwe",0.00898262502399426,2021-11-01,4873.253,0,1.8e-06
"12","2021","Zimbabwe",0.0118967623051246,2021-12-01,4873.253,0,2.4e-06
