country,date,month,year,value1,value2,,initial_value,growth_rate
Denmark,01/01/2021,1,2021,0.793145519,0.793145519,2.608388474,0.793145519,0
Denmark,01/02/2021,2,2021,0.873468589,0.873468589,0.101271542,0.793145519,0.101271542
Denmark,01/03/2021,3,2021,0.943351907,0.943351907,0.080006675,0.793145519,0.189380617
Denmark,01/04/2021,4,2021,1.027050537,1.027050537,0.088724716,0.793145519,0.294908074
Denmark,01/05/2021,5,2021,1.135198479,1.135198479,0.105299533,0.793145519,0.431261289
Denmark,01/06/2021,6,2021,1.23441962,1.23441962,0.087404223,0.793145519,0.556359571
Denmark,01/07/2021,7,2021,1.297829593,1.297829593,0.051368248,0.793145519,0.636307035
Denmark,01/08/2021,8,2021,1.415152893,1.415152893,0.090399619,0.793145519,0.784228567
Denmark,01/09/2021,9,2021,1.507470773,1.507470773,0.065235269,0.793145519,0.900623198
Denmark,01/10/2021,10,2021,1.581222959,1.581222959,0.048924455,0.793145519,0.993610151
Denmark,01/11/2021,11,2021,1.855064296,1.855064296,0.173183254,0.793145519,1.338870044
Denmark,01/12/2021,12,2021,2.614057384,2.614057384,0.409146513,0.793145519,2.295810567
Djibouti,01/01/2021,1,2021,0.005964595,0.005964595,-0.997718261,0.005964595,0
Djibouti,01/02/2021,2,2021,0.006063355,0.006063355,0.01655767,0.005964595,0.01655767
Djibouti,01/03/2021,3,2021,0.006658861,0.006658861,0.098213851,0.005964595,0.116397714
Djibouti,01/04/2021,4,2021,0.010151059,0.010151059,0.524443812,0.005964595,0.701885587
Djibouti,01/05/2021,5,2021,0.011542062,0.011542062,0.137030356,0.005964595,0.935095575
Djibouti,01/06/2021,6,2021,0.011718465,0.011718465,0.015283447,0.005964595,0.964670506
Djibouti,01/07/2021,7,2021,0.011764995,0.011764995,0.003970683,0.005964595,0.97247159
Djibouti,01/08/2021,8,2021,0.011828466,0.011828466,0.00539492,0.005964595,0.983112916
Djibouti,01/09/2021,9,2021,0.012181588,0.012181588,0.029853549,0.005964595,1.042315875
Djibouti,01/10/2021,10,2021,0.013460205,0.013460205,0.104963096,0.005964595,1.256683672
Djibouti,01/11/2021,11,2021,0.0136606,0.0136606,0.014887935,0.005964595,1.290281032
Djibouti,01/12/2021,12,2021,0.013705242,0.013705242,0.003267943,0.005964595,1.29776554
Dominica,01/01/2021,1,2021,0.001489882,0.001489882,-0.891291115,0.001489882,0
Dominica,01/02/2021,2,2021,0.001791891,0.001791891,0.202706767,0.001489882,0.202706767
Dominica,01/03/2021,3,2021,0.002133331,0.002133331,0.190547637,0.001489882,0.431879699
Dominica,01/04/2021,4,2021,0.002328532,0.002328532,0.091500385,0.001489882,0.562897243
Dominica,01/05/2021,5,2021,0.002498072,0.002498072,0.07280996,0.001489882,0.676691729
Dominica,01/06/2021,6,2021,0.002638756,0.002638756,0.056316891,0.001489882,0.771117794
Dominica,01/07/2021,7,2021,0.002808147,0.002808147,0.064193492,0.001489882,0.88481203
Dominica,01/08/2021,8,2021,0.011539077,0.011539077,3.109143131,0.001489882,6.744962406
Dominica,01/09/2021,9,2021,0.036110995,0.036110995,2.129452729,0.001489882,23.23749373
Dominica,01/10/2021,10,2021,0.058591553,0.058591553,0.622540524,0.001489882,38.32631579
Dominica,01/11/2021,11,2021,0.074814444,0.074814444,0.276881054,0.001489882,49.21502757
Dominica,01/12/2021,12,2021,0.08802534,0.08802534,0.176582153,0.001489882,58.08210526
Dominican Republic,01/01/2021,1,2021,0.017668839,0.017668839,-0.799275537,0.017668839,0
Dominican Republic,01/02/2021,2,2021,0.021115485,0.021115485,0.195069151,0.017668839,0.195069151
Dominican Republic,01/03/2021,3,2021,0.02275732,0.02275732,0.077755055,0.017668839,0.287991819
Dominican Republic,01/04/2021,4,2021,0.023951779,0.023951779,0.052486794,0.017668839,0.355594381
Dominican Republic,01/05/2021,5,2021,0.025618598,0.025618598,0.06959063,0.017668839,0.449931047
Dominican Republic,01/06/2021,6,2021,0.028668721,0.028668721,0.119058915,0.017668839,0.622558265
Dominican Republic,01/07/2021,7,2021,0.030936819,0.030936819,0.079114036,0.017668839,0.750925398
Dominican Republic,01/08/2021,8,2021,0.031927696,0.031927696,0.032029043,0.017668839,0.807005863
Dominican Republic,01/09/2021,9,2021,0.032668335,0.032668335,0.023197398,0.017668839,0.848923698
Dominican Republic,01/10/2021,10,2021,0.034121704,0.034121704,0.044488597,0.017668839,0.93117972
Dominican Republic,01/11/2021,11,2021,0.03654804,0.03654804,0.071108305,0.017668839,1.068502636
Dominican Republic,01/12/2021,12,2021,0.037933631,0.037933631,0.037911488,0.017668839,1.146922649
Ecuador,01/01/2021,1,2021,0.013028029,0.013028029,-0.656557301,0.013028029,0
Ecuador,01/02/2021,2,2021,0.015126233,0.015126233,0.161053097,0.013028029,0.161053097
Ecuador,01/03/2021,3,2021,0.017334159,0.017334159,0.145966703,0.013028029,0.33052819
Ecuador,01/04/2021,4,2021,0.020129433,0.020129433,0.161258124,0.013028029,0.54508667
Ecuador,01/05/2021,5,2021,0.023154304,0.023154304,0.150271028,0.013028029,0.777268432
Ecuador,01/06/2021,6,2021,0.025039489,0.025039489,0.081418325,0.013028029,0.921970651
Ecuador,01/07/2021,7,2021,0.026839743,0.026839743,0.071896606,0.013028029,1.060153817
Ecuador,01/08/2021,8,2021,0.028080404,0.028080404,0.046224789,0.013028029,1.155383993
Ecuador,01/09/2021,9,2021,0.028691332,0.028691332,0.021756387,0.013028029,1.202277361
Ecuador,01/10/2021,10,2021,0.029110916,0.029110916,0.014624067,0.013028029,1.234483613
Ecuador,01/11/2021,11,2021,0.029608303,0.029608303,0.017085913,0.013028029,1.272661806
Ecuador,01/12/2021,12,2021,0.030391115,0.030391115,0.02643892,0.013028029,1.332748531
Egypt,01/01/2021,1,2021,0.001510636,0.001510636,-0.950293498,0.001510636,0
Egypt,01/02/2021,2,2021,0.001702721,0.001702721,0.127155236,0.001510636,0.127155236
Egypt,01/03/2021,3,2021,0.001879106,0.001879106,0.103589921,0.001510636,0.243917158
Egypt,01/04/2021,4,2021,0.00209614,0.00209614,0.115498686,0.001510636,0.387587955
Egypt,01/05/2021,5,2021,0.002400532,0.002400532,0.145215283,0.001510636,0.589086931
Egypt,01/06/2021,6,2021,0.002676968,0.002676968,0.115156092,0.001510636,0.772079972
Egypt,01/07/2021,7,2021,0.002768492,0.002768492,0.034189597,0.001510636,0.832666672
Egypt,01/08/2021,8,2021,0.002792702,0.002792702,0.008744719,0.001510636,0.848692828
Egypt,01/09/2021,9,2021,0.002887628,0.002887628,0.033990927,0.001510636,0.911531611
Egypt,01/10/2021,10,2021,0.003104995,0.003104995,0.0752751,0.001510636,1.055422344
Egypt,01/11/2021,11,2021,0.003373975,0.003373975,0.086628115,0.001510636,1.233479707
Egypt,01/12/2021,12,2021,0.003641353,0.003641353,0.079247117,0.001510636,1.410476534
El Salvador,01/01/2021,1,2021,0.00782396,0.00782396,1.148641009,0.00782396,0
El Salvador,01/02/2021,2,2021,0.008915972,0.008915972,0.139572851,0.00782396,0.139572851
El Salvador,01/03/2021,3,2021,0.009644718,0.009644718,0.081734925,0.00782396,0.232715752
El Salvador,01/04/2021,4,2021,0.010334581,0.010334581,0.071527479,0.00782396,0.320888802
El Salvador,01/05/2021,5,2021,0.010999764,0.010999764,0.064364781,0.00782396,0.405907521
El Salvador,01/06/2021,6,2021,0.011739717,0.011739717,0.067269976,0.00782396,0.500482886
El Salvador,01/07/2021,7,2021,0.012748891,0.012748891,0.085962361,0.00782396,0.629467938
El Salvador,01/08/2021,8,2021,0.01400812,0.01400812,0.098771654,0.00782396,0.790413182
El Salvador,01/09/2021,9,2021,0.015368477,0.015368477,0.097112036,0.00782396,0.964283851
El Salvador,01/10/2021,10,2021,0.016877577,0.016877577,0.098194459,0.00782396,1.157165641
El Salvador,01/11/2021,11,2021,0.018063023,0.018063023,0.070237965,0.00782396,1.308680565
El Salvador,01/12/2021,12,2021,0.018646543,0.018646543,0.032304651,0.00782396,1.383261684
Equatorial Guinea,01/01/2021,1,2021,0.003820955,0.003820955,-0.795085096,0.003820955,0
Equatorial Guinea,01/02/2021,2,2021,0.004072007,0.004072007,0.06570403,0.003820955,0.06570403
Equatorial Guinea,01/03/2021,3,2021,0.004687195,0.004687195,0.151077477,0.003820955,0.226707906
Equatorial Guinea,01/04/2021,4,2021,0.005203524,0.005203524,0.110157397,0.003820955,0.361838856
Equatorial Guinea,01/05/2021,5,2021,0.00569976,0.00569976,0.09536524,0.003820955,0.491710945
Equatorial Guinea,01/06/2021,6,2021,0.006176616,0.006176616,0.08366257,0.003820955,0.616511316
Equatorial Guinea,01/07/2021,7,2021,0.006287631,0.006287631,0.017973345,0.003820955,0.645565431
Equatorial Guinea,01/08/2021,8,2021,0.00644168,0.00644168,0.024500393,0.003820955,0.685882431
Equatorial Guinea,01/09/2021,9,2021,0.007726811,0.007726811,0.199502436,0.003820955,1.022220083
Equatorial Guinea,01/10/2021,10,2021,0.00918914,0.00918914,0.189253898,0.003820955,1.404933116
Equatorial Guinea,01/11/2021,11,2021,0.009617518,0.009617518,0.046617825,0.003820955,1.517045867
Equatorial Guinea,01/12/2021,12,2021,0.009707781,0.009707781,0.00938527,0.003820955,1.540669022
Eritrea,01/01/2021,1,2021,0.000494091,0.000494091,-0.949103599,0.000494091,0
Eritrea,01/02/2021,2,2021,0.000714804,0.000714804,0.446704713,0.000494091,0.446704713
Eritrea,01/03/2021,3,2021,0.000864641,0.000864641,0.209620157,0.000494091,0.749963181
Eritrea,01/04/2021,4,2021,0.000985367,0.000985367,0.139625632,0.000494091,0.994302896
Eritrea,01/05/2021,5,2021,0.001087237,0.001087237,0.103382364,0.000494091,1.200478645
Eritrea,01/06/2021,6,2021,0.001432117,0.001432117,0.317208232,0.000494091,1.898488586
Eritrea,01/07/2021,7,2021,0.001791098,0.001791098,0.250664514,0.000494091,2.625036819
Eritrea,01/08/2021,8,2021,0.001862301,0.001862301,0.039753799,0.000494091,2.769145803
Eritrea,01/09/2021,9,2021,0.001880409,0.001880409,0.009723226,0.000494091,2.80579406
Eritrea,01/10/2021,10,2021,0.001908536,0.001908536,0.014957944,0.000494091,2.862720913
Eritrea,01/11/2021,11,2021,0.001999505,0.001999505,0.04766446,0.000494091,3.04683542
Eritrea,01/12/2021,12,2021,0.002171763,0.002171763,0.086150245,0.000494091,3.395471281
Estonia,01/01/2021,1,2021,0.027421467,0.027421467,11.62636072,0.027421467,0
Estonia,01/02/2021,2,2021,0.040265307,0.040265307,0.468386327,0.027421467,0.468386327
Estonia,01/03/2021,3,2021,0.06597452,0.06597452,0.638495403,0.027421467,1.405944247
Estonia,01/04/2021,4,2021,0.087249828,0.087249828,0.322477646,0.027421467,2.181807484
Estonia,01/05/2021,5,2021,0.095502998,0.095502998,0.09459239,0.027421467,2.482782259
Estonia,01/06/2021,6,2021,0.098407033,0.098407033,0.030407784,0.027421467,2.588685949
Estonia,01/07/2021,7,2021,0.099435716,0.099435716,0.010453349,0.027421467,2.626199735
Estonia,01/08/2021,8,2021,0.103595242,0.103595242,0.041831313,0.027421467,2.777888431
Estonia,01/09/2021,9,2021,0.111949014,0.111949014,0.080638568,0.027421467,3.082531943
Estonia,01/10/2021,10,2021,0.130077325,0.130077325,0.161933639,0.027421467,3.743631196
Estonia,01/11/2021,11,2021,0.159782813,0.159782813,0.228367917,0.027421467,4.826924372
Estonia,01/12/2021,12,2021,0.174135221,0.174135221,0.089824475,0.027421467,5.350324792
Eswatini,01/01/2021,1,2021,0.010980372,0.010980372,-0.936943417,0.010980372,0
Eswatini,01/02/2021,2,2021,0.014231239,0.014231239,0.29606167,0.010980372,0.29606167
Eswatini,01/03/2021,3,2021,0.014857104,0.014857104,0.043978247,0.010980372,0.353060191
Eswatini,01/04/2021,4,2021,0.015545877,0.015545877,0.046359819,0.010980372,0.415787817
Eswatini,01/05/2021,5,2021,0.015963344,0.015963344,0.026853869,0.010980372,0.453807197
Eswatini,01/06/2021,6,2021,0.016204519,0.016204519,0.015108087,0.010980372,0.475771442
Eswatini,01/07/2021,7,2021,0.018352856,0.018352856,0.132576374,0.010980372,0.671423869
Eswatini,01/08/2021,8,2021,0.031180603,0.031180603,0.698951008,0.010980372,1.839667266
Eswatini,01/09/2021,9,2021,0.038828677,0.038828677,0.245283079,0.010980372,2.536189596
Eswatini,01/10/2021,10,2021,0.039908207,0.039908207,0.027802375,0.010980372,2.634504064
Eswatini,01/11/2021,11,2021,0.040069507,0.040069507,0.004041797,0.010980372,2.649193994
Eswatini,01/12/2021,12,2021,0.04886937,0.04886937,0.219614945,0.010980372,3.450611532
Ethiopia,01/01/2021,1,2021,0.001137081,0.001137081,-0.976732242,0.001137081,0
Ethiopia,01/02/2021,2,2021,0.001286214,0.001286214,0.131154122,0.001137081,0.131154122
Ethiopia,01/03/2021,3,2021,0.001568268,0.001568268,0.21929057,0.001137081,0.379205554
Ethiopia,01/04/2021,4,2021,0.002052755,0.002052755,0.308931227,0.001137081,0.805285218
Ethiopia,01/05/2021,5,2021,0.002311165,0.002311165,0.125884348,0.001137081,1.032542372
Ethiopia,01/06/2021,6,2021,0.002386482,0.002386482,0.032588633,0.001137081,1.098780149
Ethiopia,01/07/2021,7,2021,0.002415518,0.002415518,0.012166494,0.001137081,1.124314945
Ethiopia,01/08/2021,8,2021,0.002537465,0.002537465,0.050485021,0.001137081,1.23156103
Ethiopia,01/09/2021,9,2021,0.002854232,0.002854232,0.124836007,0.001137081,1.510140199
Ethiopia,01/10/2021,10,2021,0.003110616,0.003110616,0.089825891,0.001137081,1.735615778
Ethiopia,01/11/2021,11,2021,0.00320907,0.00320907,0.031651135,0.001137081,1.822201124
Ethiopia,01/12/2021,12,2021,0.003326092,0.003326092,0.036465789,0.001137081,1.925114913
Fiji,01/01/2021,1,2021,5.97E-05,5.97E-05,-0.982051535,5.97E-05,0
Fiji,01/02/2021,2,2021,6.28E-05,6.28E-05,0.052419702,5.97E-05,0.052419702
Fiji,01/03/2021,3,2021,7.31E-05,7.31E-05,0.163254035,5.97E-05,0.224231465
Fiji,01/04/2021,4,2021,8.76E-05,8.76E-05,0.199195798,5.97E-05,0.468093229
Fiji,01/05/2021,5,2021,0.000226162,0.000226162,1.580508301,5.97E-05,2.788426763
Fiji,01/06/2021,6,2021,0.001967589,0.001967589,7.699893927,5.97E-05,31.95891099
Fiji,01/07/2021,7,2021,0.017613248,0.017613248,7.95169063,5.97E-05,294.0379747
Fiji,01/08/2021,8,2021,0.044937373,0.044937373,1.551339413,5.97E-05,751.7420133
Fiji,01/09/2021,9,2021,0.05503943,0.05503943,0.224803004,5.97E-05,920.9606791
Fiji,01/10/2021,10,2021,0.057671091,0.057671091,0.0478141,5.97E-05,965.0433996
Fiji,01/11/2021,11,2021,0.058434622,0.058434622,0.013239419,5.97E-05,977.833253
Fiji,01/12/2021,12,2021,0.058803882,0.058803882,0.00631919,5.97E-05,984.018686
Finland,01/01/2021,1,2021,0.007339208,0.007339208,-0.875191771,0.007339208,0
Finland,01/02/2021,2,2021,0.009284569,0.009284569,0.265064097,0.007339208,0.265064097
Finland,01/03/2021,3,2021,0.012397747,0.012397747,0.335306668,0.007339208,0.689248524
Finland,01/04/2021,4,2021,0.015055095,0.015055095,0.214341176,0.007339208,1.05132404
Finland,01/05/2021,5,2021,0.016292176,0.016292176,0.082170312,0.007339208,1.219881977
Finland,01/06/2021,6,2021,0.017005287,0.017005287,0.04377013,0.007339208,1.317046499
Finland,01/07/2021,7,2021,0.018129914,0.018129914,0.066133971,0.007339208,1.470281985
Finland,01/08/2021,8,2021,0.021373141,0.021373141,0.178888163,0.007339208,1.912186191
Finland,01/09/2021,9,2021,0.024433308,0.024433308,0.143178124,0.007339208,2.329147545
Finland,01/10/2021,10,2021,0.027261623,0.027261623,0.115756573,0.007339208,2.714518257
Finland,01/11/2021,11,2021,0.031199206,0.031199206,0.144436818,0.007339208,3.251031454
Finland,01/12/2021,12,2021,0.039332343,0.039332343,0.26068411,0.007339208,4.359207805
France,01/01/2021,1,2021,7.905455288,7.905455288,199.9912133,7.905455288,0
France,01/02/2021,2,2021,9.455162381,9.455162381,0.196030088,7.905455288,0.196030088
France,01/03/2021,3,2021,11.27597675,11.27597675,0.192573569,7.905455288,0.426353871
France,01/04/2021,4,2021,14.01944284,14.01944284,0.243301858,7.905455288,0.773388417
France,01/05/2021,5,2021,15.47429512,15.47429512,0.103773901,7.905455288,0.957419852
France,01/06/2021,6,2021,15.52610355,15.52610355,0.003348032,7.905455288,0.963973356
France,01/07/2021,7,2021,15.92251577,15.92251577,0.025531984,7.905455288,1.014117491
France,01/08/2021,8,2021,17.5291921,17.5291921,0.100905934,7.905455288,1.217353899
France,01/09/2021,9,2021,18.75109327,18.75109327,0.069706645,7.905455288,1.3719182
France,01/10/2021,10,2021,19.22984337,19.22984337,0.02553185,7.905455288,1.432477659
France,01/11/2021,11,2021,19.94537001,19.94537001,0.037209177,7.905455288,1.52298815
France,01/12/2021,12,2021,23.15262724,23.15262724,0.160802092,7.905455288,1.928689923
Gabon,01/01/2021,1,2021,0.004498014,0.004498014,-0.999805723,0.004498014,0
Gabon,01/02/2021,2,2021,0.005725398,0.005725398,0.272872531,0.004498014,0.272872531
Gabon,01/03/2021,3,2021,0.007678256,0.007678256,0.341086887,0.004498014,0.70703266
Gabon,01/04/2021,4,2021,0.009600978,0.009600978,0.250411333,0.004498014,1.134492984
Gabon,01/05/2021,5,2021,0.010691203,0.010691203,0.113553469,0.004498014,1.376872068
Gabon,01/06/2021,6,2021,0.011130515,0.011130515,0.041091034,0.004498014,1.4745402
Gabon,01/07/2021,7,2021,0.011337689,0.011337689,0.018613151,0.004498014,1.520599191
Gabon,01/08/2021,8,2021,0.011503536,0.011503536,0.014627886,0.004498014,1.557470227
Gabon,01/09/2021,9,2021,0.012372371,0.012372371,0.075527687,0.004498014,1.750630037
Gabon,01/10/2021,10,2021,0.014945092,0.014945092,0.207940787,0.004498014,2.322598211
Gabon,01/11/2021,11,2021,0.016493734,0.016493734,0.103622146,0.004498014,2.666892969
Gabon,01/12/2021,12,2021,0.017133213,0.017133213,0.038770971,0.004498014,2.809061968
Gambia,01/01/2021,1,2021,0.001619294,0.001619294,-0.905487991,0.001619294,0
Gambia,01/02/2021,2,2021,0.00182681,0.00182681,0.128151849,0.001619294,0.128151849
Gambia,01/03/2021,3,2021,0.002091006,0.002091006,0.144621368,0.001619294,0.291306713
Gambia,01/04/2021,4,2021,0.00235432,0.00235432,0.125927061,0.001619294,0.453917172
Gambia,01/05/2021,5,2021,0.002461698,0.002461698,0.045608966,0.001619294,0.520228831
Gambia,01/06/2021,6,2021,0.002493534,0.002493534,0.012932477,0.001619294,0.539889156
Gambia,01/07/2021,7,2021,0.002787861,0.002787861,0.118036063,0.001619294,0.721651609
Gambia,01/08/2021,8,2021,0.003732511,0.003732511,0.338844281,0.001619294,1.305023411
Gambia,01/09/2021,9,2021,0.004074956,0.004074956,0.091746505,0.001619294,1.516501253
Gambia,01/10/2021,10,2021,0.004116151,0.004116151,0.010109348,0.001619294,1.54194144
Gambia,01/11/2021,11,2021,0.004130391,0.004130391,0.003459395,0.001619294,1.550735019
Gambia,01/12/2021,12,2021,0.004158892,0.004158892,0.006900431,0.001619294,1.568336191
Georgia,01/01/2021,1,2021,0.061382455,0.061382455,13.75932806,0.061382455,0
Georgia,01/02/2021,2,2021,0.06651754,0.06651754,0.08365721,0.061382455,0.08365721
Georgia,01/03/2021,3,2021,0.069162405,0.069162405,0.039761915,0.061382455,0.126745495
Georgia,01/04/2021,4,2021,0.073698229,0.073698229,0.065582227,0.061382455,0.200639974
Georgia,01/05/2021,5,2021,0.082523976,0.082523976,0.119755204,0.061382455,0.34442286
Georgia,01/06/2021,6,2021,0.089154783,0.089154783,0.080350077,0.061382455,0.45244734
Georgia,01/07/2021,7,2021,0.097120946,0.097120946,0.089352054,0.061382455,0.582226493
Georgia,01/08/2021,8,2021,0.121782146,0.121782146,0.253922557,0.061382455,0.983989489
Georgia,01/09/2021,9,2021,0.146969027,0.146969027,0.20681916,0.061382455,1.39431653
Georgia,01/10/2021,10,2021,0.165637272,0.165637272,0.127021631,0.061382455,1.69844652
Georgia,01/11/2021,11,2021,0.197466719,0.197466719,0.192163557,0.061382455,2.2169896
Georgia,01/12/2021,12,2021,0.225002914,0.225002914,0.13944727,0.061382455,2.665590016
Germany,01/01/2021,1,2021,0.773805783,0.773805783,2.43909227,0.773805783,0
Germany,01/02/2021,2,2021,0.906028829,0.906028829,0.170873686,0.773805783,0.170873686
Germany,01/03/2021,3,2021,1.010685128,1.010685128,0.115511004,0.773805783,0.30612248
Germany,01/04/2021,4,2021,1.199659155,1.199659155,0.186976163,0.773805783,0.55033625
Germany,01/05/2021,5,2021,1.386433579,1.386433579,0.155689575,0.773805783,0.791707442
Germany,01/06/2021,6,2021,1.44107335,1.44107335,0.039410305,0.773805783,0.862319179
Germany,01/07/2021,7,2021,1.452795131,1.452795131,0.008134063,0.773805783,0.8774674
Germany,01/08/2021,8,2021,1.488431278,1.488431278,0.024529369,0.773805783,0.92352049
Germany,01/09/2021,9,2021,1.590429179,1.590429179,0.068527115,0.773805783,1.055333799
Germany,01/10/2021,10,2021,1.697519389,1.697519389,0.067334158,0.773805783,1.193727971
Germany,01/11/2021,11,2021,1.985361619,1.985361619,0.169566387,0.773805783,1.565710497
Germany,01/12/2021,12,2021,2.559337514,2.559337514,0.289103954,0.773805783,2.307467547
Ghana,01/01/2021,1,2021,0.001882605,0.001882605,-0.999264417,0.001882605,0
Ghana,01/02/2021,2,2021,0.002441925,0.002441925,0.297098366,0.001882605,0.297098366
Ghana,01/03/2021,3,2021,0.002830583,0.002830583,0.159160716,0.001882605,0.50354547
Ghana,01/04/2021,4,2021,0.002946207,0.002946207,0.0408482,0.001882605,0.564962595
Ghana,01/05/2021,5,2021,0.003001754,0.003001754,0.018853517,0.001882605,0.594467645
Ghana,01/06/2021,6,2021,0.003049329,0.003049329,0.015849234,0.001882605,0.619738736
Ghana,01/07/2021,7,2021,0.003180495,0.003180495,0.043014789,0.001882605,0.689411456
Ghana,01/08/2021,8,2021,0.003587161,0.003587161,0.127862274,0.001882605,0.905423446
Ghana,01/09/2021,9,2021,0.003990735,0.003990735,0.112505336,0.001882605,1.119793751
Ghana,01/10/2021,10,2021,0.00415017,0.00415017,0.039951163,0.001882605,1.204481977
Ghana,01/11/2021,11,2021,0.004204808,0.004204808,0.013165268,0.001882605,1.233504573
Ghana,01/12/2021,12,2021,0.004297399,0.004297399,0.022020245,0.001882605,1.282686892
Greece,01/01/2021,1,2021,0.014192918,0.014192918,2.302676474,0.014192918,0
Greece,01/02/2021,2,2021,0.016599814,0.016599814,0.169584248,0.014192918,0.169584248
Greece,01/03/2021,3,2021,0.021708097,0.021708097,0.307731373,0.014192918,0.529502015
Greece,01/04/2021,4,2021,0.029520552,0.029520552,0.359886688,0.014192918,1.079949429
Greece,01/05/2021,5,2021,0.036065164,0.036065164,0.221696809,0.014192918,1.54106758
Greece,01/06/2021,6,2021,0.039838898,0.039838898,0.10463654,0.014192918,1.806956101
Greece,01/07/2021,7,2021,0.043566732,0.043566732,0.093572706,0.014192918,2.069610577
Greece,01/08/2021,8,2021,0.051896126,0.051896126,0.191187033,0.014192918,2.656480317
Greece,01/09/2021,9,2021,0.059830706,0.059830706,0.152893499,0.014192918,3.215532385
Greece,01/10/2021,10,2021,0.066716084,0.066716084,0.115081014,0.014192918,3.700660126
Greece,01/11/2021,11,2021,0.080951102,0.080951102,0.213367098,0.014192918,4.703626337
Greece,01/12/2021,12,2021,0.09891097,0.09891097,0.221860704,0.014192918,5.969036889
Grenada,01/01/2021,1,2021,0.001215565,0.001215565,-0.987710511,0.001215565,0
Grenada,01/02/2021,2,2021,0.001315333,0.001315333,0.082075472,0.001215565,0.082075472
Grenada,01/03/2021,3,2021,0.001346296,0.001346296,0.023539669,0.001215565,0.10754717
Grenada,01/04/2021,4,2021,0.00139058,0.00139058,0.032893242,0.001215565,0.143977987
Grenada,01/05/2021,5,2021,0.001427716,0.001427716,0.026705334,0.001215565,0.174528302
Grenada,01/06/2021,6,2021,0.001430869,0.001430869,0.002208835,0.001215565,0.177122642
Grenada,01/07/2021,7,2021,0.00144033,0.00144033,0.006611901,0.001215565,0.18490566
Grenada,01/08/2021,8,2021,0.001948345,0.001948345,0.352707006,0.001215565,0.602830189
Grenada,01/09/2021,9,2021,0.027108607,0.027108607,12.91366,0.001215565,21.30123428
Grenada,01/10/2021,10,2021,0.050443667,0.050443667,0.860798945,0.001215565,40.49811321
Grenada,01/11/2021,11,2021,0.052154451,0.052154451,0.033914742,0.001215565,41.90551101
Grenada,01/12/2021,12,2021,0.052805705,0.052805705,0.012487034,0.001215565,42.44127358
Guatemala,01/01/2021,1,2021,0.008272037,0.008272037,-0.843349567,0.008272037,0
Guatemala,01/02/2021,2,2021,0.009344212,0.009344212,0.129614449,0.008272037,0.129614449
Guatemala,01/03/2021,3,2021,0.010305808,0.010305808,0.10290815,0.008272037,0.245860982
Guatemala,01/04/2021,4,2021,0.011697883,0.011697883,0.13507675,0.008272037,0.414147834
Guatemala,01/05/2021,5,2021,0.013471512,0.013471512,0.151619685,0.008272037,0.628560483
Guatemala,01/06/2021,6,2021,0.015345453,0.015345453,0.139104028,0.008272037,0.855099806
Guatemala,01/07/2021,7,2021,0.018434484,0.018434484,0.201299369,0.008272037,1.228530227
Guatemala,01/08/2021,8,2021,0.023344508,0.023344508,0.266349983,0.008272037,1.822099215
Guatemala,01/09/2021,9,2021,0.028987723,0.028987723,0.241736317,0.008272037,2.504303086
Guatemala,01/10/2021,10,2021,0.032663133,0.032663133,0.12679194,0.008272037,2.948620472
Guatemala,01/11/2021,11,2021,0.034077206,0.034077206,0.04329263,0.008272037,3.119566637
Guatemala,01/12/2021,12,2021,0.034773174,0.034773174,0.020423272,0.008272037,3.203701668
Guinea,01/01/2021,1,2021,0.001075031,0.001075031,-0.969084467,0.001075031,0
Guinea,01/02/2021,2,2021,0.001149252,0.001149252,0.069040971,0.001075031,0.069040971
Guinea,01/03/2021,3,2021,0.001371634,0.001371634,0.19350129,0.001075031,0.275901778
Guinea,01/04/2021,4,2021,0.001618224,0.001618224,0.179778122,0.001075031,0.505281004
Guinea,01/05/2021,5,2021,0.001735223,0.001735223,0.072300821,0.001075031,0.614114056
Guinea,01/06/2021,6,2021,0.001785371,0.001785371,0.028899776,0.001075031,0.660761591
Guinea,01/07/2021,7,2021,0.001866466,0.001866466,0.04542192,0.001075031,0.736196571
Guinea,01/08/2021,8,2021,0.002123028,0.002123028,0.13745922,0.001075031,0.974852798
Guinea,01/09/2021,9,2021,0.002291361,0.002291361,0.079288882,0.001075031,1.131436669
Guinea,01/10/2021,10,2021,0.002326813,0.002326813,0.015471961,0.001075031,1.164414173
Guinea,01/11/2021,11,2021,0.002339068,0.002339068,0.005267164,0.001075031,1.175814497
Guinea,01/12/2021,12,2021,0.002355952,0.002355952,0.007217989,0.001075031,1.191519502
Guinea-Bissau,01/01/2021,1,2021,0.001268048,0.001268048,-0.461768247,0.001268048,0
Guinea-Bissau,01/02/2021,2,2021,0.001495592,0.001495592,0.179443961,0.001268048,0.179443961
Guinea-Bissau,01/03/2021,3,2021,0.001760558,0.001760558,0.177164736,0.001268048,0.38839984
Guinea-Bissau,01/04/2021,4,2021,0.001878728,0.001878728,0.067121009,0.001268048,0.481590638
Guinea-Bissau,01/05/2021,5,2021,0.001903719,0.001903719,0.013302235,0.001268048,0.501299104
Guinea-Bissau,01/06/2021,6,2021,0.001938044,0.001938044,0.018030227,0.001268048,0.528367868
Guinea-Bissau,01/07/2021,7,2021,0.002065666,0.002065666,0.065850747,0.001268048,0.629012034
