"month","country","value","date"
"05","Ethiopia",0.002,2021-05-01
"06","Ethiopia",0.002,2021-06-01
"07","Ethiopia",0.002,2021-07-01
"08","Ethiopia",0.003,2021-08-01
"09","Ethiopia",0.003,2021-09-01
"10","Ethiopia",0.003,2021-10-01
"11","Ethiopia",0.003,2021-11-01
"12","Ethiopia",0.003,2021-12-01
"01","Fiji",0,2021-01-01
"02","Fiji",0,2021-02-01
"03","Fiji",0,2021-03-01
"04","Fiji",0,2021-04-01
"05","Fiji",0,2021-05-01
"06","Fiji",0.002,2021-06-01
"07","Fiji",0.018,2021-07-01
"08","Fiji",0.045,2021-08-01
"09","Fiji",0.055,2021-09-01
"10","Fiji",0.058,2021-10-01
"11","Fiji",0.058,2021-11-01
"12","Fiji",0.059,2021-12-01
"01","Finland",0.007,2021-01-01
"02","Finland",0.009,2021-02-01
"03","Finland",0.012,2021-03-01
"04","Finland",0.015,2021-04-01
"05","Finland",0.016,2021-05-01
"06","Finland",0.017,2021-06-01
"07","Finland",0.018,2021-07-01
"08","Finland",0.021,2021-08-01
"09","Finland",0.024,2021-09-01
"10","Finland",0.027,2021-10-01
"11","Finland",0.031,2021-11-01
"12","Finland",0.039,2021-12-01
"01","France",7.905,2021-01-01
"02","France",9.455,2021-02-01
"03","France",11.276,2021-03-01
"04","France",14.019,2021-04-01
"05","France",15.474,2021-05-01
"06","France",15.526,2021-06-01
"07","France",15.923,2021-07-01
"08","France",17.529,2021-08-01
"09","France",18.751,2021-09-01
"10","France",19.23,2021-10-01
"11","France",19.945,2021-11-01
"12","France",23.153,2021-12-01
"01","Gabon",0.004,2021-01-01
"02","Gabon",0.006,2021-02-01
"03","Gabon",0.008,2021-03-01
"04","Gabon",0.01,2021-04-01
"05","Gabon",0.011,2021-05-01
"06","Gabon",0.011,2021-06-01
"07","Gabon",0.011,2021-07-01
"08","Gabon",0.012,2021-08-01
"09","Gabon",0.012,2021-09-01
"10","Gabon",0.015,2021-10-01
"11","Gabon",0.016,2021-11-01
"12","Gabon",0.017,2021-12-01
"01","Gambia",0.002,2021-01-01
"02","Gambia",0.002,2021-02-01
"03","Gambia",0.002,2021-03-01
"04","Gambia",0.002,2021-04-01
"05","Gambia",0.002,2021-05-01
"06","Gambia",0.002,2021-06-01
"07","Gambia",0.003,2021-07-01
"08","Gambia",0.004,2021-08-01
"09","Gambia",0.004,2021-09-01
"10","Gambia",0.004,2021-10-01
"11","Gambia",0.004,2021-11-01
"12","Gambia",0.004,2021-12-01
"01","Georgia",0.061,2021-01-01
"02","Georgia",0.067,2021-02-01
"03","Georgia",0.069,2021-03-01
"04","Georgia",0.074,2021-04-01
"05","Georgia",0.083,2021-05-01
"06","Georgia",0.089,2021-06-01
"07","Georgia",0.097,2021-07-01
"08","Georgia",0.122,2021-08-01
"09","Georgia",0.147,2021-09-01
"10","Georgia",0.166,2021-10-01
"11","Georgia",0.197,2021-11-01
"12","Georgia",0.225,2021-12-01
"01","Germany",0.774,2021-01-01
"02","Germany",0.906,2021-02-01
"03","Germany",1.011,2021-03-01
"04","Germany",1.2,2021-04-01
"05","Germany",1.386,2021-05-01
"06","Germany",1.441,2021-06-01
"07","Germany",1.453,2021-07-01
"08","Germany",1.488,2021-08-01
"09","Germany",1.59,2021-09-01
"10","Germany",1.698,2021-10-01
"11","Germany",1.985,2021-11-01
"12","Germany",2.559,2021-12-01
"01","Ghana",0.002,2021-01-01
"02","Ghana",0.002,2021-02-01
"03","Ghana",0.003,2021-03-01
"04","Ghana",0.003,2021-04-01
"05","Ghana",0.003,2021-05-01
"06","Ghana",0.003,2021-06-01
"07","Ghana",0.003,2021-07-01
"08","Ghana",0.004,2021-08-01
"09","Ghana",0.004,2021-09-01
"10","Ghana",0.004,2021-10-01
"11","Ghana",0.004,2021-11-01
"12","Ghana",0.004,2021-12-01
"01","Greece",0.014,2021-01-01
"02","Greece",0.017,2021-02-01
"03","Greece",0.022,2021-03-01
"04","Greece",0.03,2021-04-01
"05","Greece",0.036,2021-05-01
"06","Greece",0.04,2021-06-01
"07","Greece",0.044,2021-07-01
"08","Greece",0.052,2021-08-01
"09","Greece",0.06,2021-09-01
"10","Greece",0.067,2021-10-01
"11","Greece",0.081,2021-11-01
"12","Greece",0.099,2021-12-01
"01","Grenada",0.001,2021-01-01
"02","Grenada",0.001,2021-02-01
"03","Grenada",0.001,2021-03-01
"04","Grenada",0.001,2021-04-01
"05","Grenada",0.001,2021-05-01
"06","Grenada",0.001,2021-06-01
"07","Grenada",0.001,2021-07-01
"08","Grenada",0.002,2021-08-01
"09","Grenada",0.027,2021-09-01
"10","Grenada",0.05,2021-10-01
"11","Grenada",0.052,2021-11-01
"12","Grenada",0.053,2021-12-01
"01","Guatemala",0.008,2021-01-01
"02","Guatemala",0.009,2021-02-01
"03","Guatemala",0.01,2021-03-01
"04","Guatemala",0.012,2021-04-01
"05","Guatemala",0.013,2021-05-01
"06","Guatemala",0.015,2021-06-01
"07","Guatemala",0.018,2021-07-01
"08","Guatemala",0.023,2021-08-01
"09","Guatemala",0.029,2021-09-01
"10","Guatemala",0.033,2021-10-01
"11","Guatemala",0.034,2021-11-01
"12","Guatemala",0.035,2021-12-01
"01","Guinea",0.001,2021-01-01
"02","Guinea",0.001,2021-02-01
"03","Guinea",0.001,2021-03-01
"04","Guinea",0.002,2021-04-01
"05","Guinea",0.002,2021-05-01
"06","Guinea",0.002,2021-06-01
"07","Guinea",0.002,2021-07-01
"08","Guinea",0.002,2021-08-01
"09","Guinea",0.002,2021-09-01
"10","Guinea",0.002,2021-10-01
"11","Guinea",0.002,2021-11-01
"12","Guinea",0.002,2021-12-01
"01","Guinea-Bissau",0.001,2021-01-01
"02","Guinea-Bissau",0.001,2021-02-01
"03","Guinea-Bissau",0.002,2021-03-01
"04","Guinea-Bissau",0.002,2021-04-01
"05","Guinea-Bissau",0.002,2021-05-01
"06","Guinea-Bissau",0.002,2021-06-01
"07","Guinea-Bissau",0.002,2021-07-01
"08","Guinea-Bissau",0.003,2021-08-01
"09","Guinea-Bissau",0.003,2021-09-01
"10","Guinea-Bissau",0.003,2021-10-01
"11","Guinea-Bissau",0.003,2021-11-01
"12","Guinea-Bissau",0.003,2021-12-01
"01","Guyana",0.009,2021-01-01
"02","Guyana",0.01,2021-02-01
"03","Guyana",0.012,2021-03-01
"04","Guyana",0.015,2021-04-01
"05","Guyana",0.019,2021-05-01
"06","Guyana",0.024,2021-06-01
"07","Guyana",0.027,2021-07-01
"08","Guyana",0.03,2021-08-01
"09","Guyana",0.037,2021-09-01
"10","Guyana",0.043,2021-10-01
"11","Guyana",0.047,2021-11-01
"12","Guyana",0.049,2021-12-01
"01","Haiti",0.001,2021-01-01
"02","Haiti",0.001,2021-02-01
"03","Haiti",0.001,2021-03-01
"04","Haiti",0.001,2021-04-01
"05","Haiti",0.001,2021-05-01
"06","Haiti",0.002,2021-06-01
"07","Haiti",0.002,2021-07-01
"08","Haiti",0.002,2021-08-01
"09","Haiti",0.002,2021-09-01
"10","Haiti",0.002,2021-10-01
"11","Haiti",0.002,2021-11-01
"12","Haiti",0.002,2021-12-01
"01","Holy See",0.033,2021-01-01
"02","Holy See",0.033,2021-02-01
"03","Holy See",0.033,2021-03-01
"04","Holy See",0.033,2021-04-01
"05","Holy See",0.033,2021-05-01
"06","Holy See",0.033,2021-06-01
"07","Holy See",0.033,2021-07-01
"08","Holy See",0.033,2021-08-01
"09","Holy See",0.033,2021-09-01
"10","Holy See",0.033,2021-10-01
"11","Holy See",0.033,2021-11-01
"12","Holy See",0.033,2021-12-01
"01","Honduras",0.014,2021-01-01
"02","Honduras",0.016,2021-02-01
"03","Honduras",0.018,2021-03-01
"04","Honduras",0.02,2021-04-01
"05","Honduras",0.023,2021-05-01
"06","Honduras",0.025,2021-06-01
"07","Honduras",0.028,2021-07-01
"08","Honduras",0.032,2021-08-01
"09","Honduras",0.036,2021-09-01
"10","Honduras",0.038,2021-10-01
"11","Honduras",0.038,2021-11-01
"12","Honduras",0.038,2021-12-01
"01","Hungary",0.036,2021-01-01
"02","Hungary",0.04,2021-02-01
"03","Hungary",0.055,2021-03-01
"04","Hungary",0.076,2021-04-01
"05","Hungary",0.082,2021-05-01
"06","Hungary",0.084,2021-06-01
"07","Hungary",0.084,2021-07-01
"08","Hungary",0.084,2021-08-01
"09","Hungary",0.085,2021-09-01
"10","Hungary",0.087,2021-10-01
"11","Hungary",0.101,2021-11-01
"12","Hungary",0.124,2021-12-01
"01","Iceland",0.017,2021-01-01
"02","Iceland",0.018,2021-02-01
"03","Iceland",0.018,2021-03-01
"04","Iceland",0.019,2021-04-01
"05","Iceland",0.019,2021-05-01
"06","Iceland",0.019,2021-06-01
"07","Iceland",0.02,2021-07-01
"08","Iceland",0.028,2021-08-01
"09","Iceland",0.033,2021-09-01
"10","Iceland",0.037,2021-10-01
"11","Iceland",0.046,2021-11-01
"12","Iceland",0.061,2021-12-01
"01","India",8.632,2021-01-01
"02","India",8.945,2021-02-01
"03","India",9.439,2021-03-01
"04","India",12.212,2021-04-01
"05","India",20.092,2021-05-01
"06","India",24.199,2021-06-01
"07","India",25.424,2021-07-01
"08","India",26.398,2021-08-01
"09","India",27.302,2021-09-01
"10","India",27.878,2021-10-01
"11","India",28.204,2021-11-01
"12","India",28.422,2021-12-01
"01","Indonesia",0.003,2021-01-01
"02","Indonesia",0.004,2021-02-01
"03","Indonesia",0.005,2021-03-01
"04","Indonesia",0.006,2021-04-01
"05","Indonesia",0.006,2021-05-01
"06","Indonesia",0.007,2021-06-01
"07","Indonesia",0.01,2021-07-01
"08","Indonesia",0.014,2021-08-01
"09","Indonesia",0.015,2021-09-01
"10","Indonesia",0.015,2021-10-01
"11","Indonesia",0.016,2021-11-01
"12","Indonesia",0.016,2021-12-01
"01","Iran",0.016,2021-01-01
"02","Iran",0.018,2021-02-01
"03","Iran",0.021,2021-03-01
"04","Iran",0.026,2021-04-01
"05","Iran",0.033,2021-05-01
"06","Iran",0.036,2021-06-01
"07","Iran",0.042,2021-07-01
"08","Iran",0.053,2021-08-01
"09","Iran",0.064,2021-09-01
"10","Iran",0.069,2021-10-01
"11","Iran",0.072,2021-11-01
"12","Iran",0.073,2021-12-01
"01","Iraq",0.015,2021-01-01
"02","Iraq",0.016,2021-02-01
"03","Iraq",0.019,2021-03-01
"04","Iraq",0.024,2021-04-01
"05","Iraq",0.028,2021-05-01
"06","Iraq",0.032,2021-06-01
"07","Iraq",0.037,2021-07-01
"08","Iraq",0.044,2021-08-01
"09","Iraq",0.049,2021-09-01
"10","Iraq",0.051,2021-10-01
"11","Iraq",0.051,2021-11-01
"12","Iraq",0.052,2021-12-01
"01","Ireland",0.032,2021-01-01
"02","Ireland",0.042,2021-02-01
"03","Ireland",0.046,2021-03-01
"04","Ireland",0.049,2021-04-01
"05","Ireland",0.052,2021-05-01
"06","Ireland",0.054,2021-06-01
"07","Ireland",0.058,2021-07-01
"08","Ireland",0.066,2021-08-01
"09","Ireland",0.075,2021-09-01
"10","Ireland",0.084,2021-10-01
"11","Ireland",0.103,2021-11-01
"12","Ireland",0.132,2021-12-01
"01","Israel",0.062,2021-01-01
"02","Israel",0.084,2021-02-01
"03","Israel",0.094,2021-03-01
"04","Israel",0.097,2021-04-01
"05","Israel",0.097,2021-05-01
"06","Israel",0.097,2021-06-01
"07","Israel",0.099,2021-07-01
"08","Israel",0.111,2021-08-01
"09","Israel",0.138,2021-09-01
"10","Israel",0.152,2021-10-01
"11","Israel",0.155,2021-11-01
"12","Israel",0.157,2021-12-01
"01","Italy",2.535,2021-01-01
"02","Italy",2.941,2021-02-01
"03","Italy",3.517,2021-03-01
"04","Italy",4.124,2021-04-01
"05","Italy",4.468,2021-05-01
"06","Italy",4.574,2021-06-01
"07","Italy",4.623,2021-07-01
"08","Italy",4.791,2021-08-01
"09","Italy",4.975,2021-09-01
"10","Italy",5.084,2021-10-01
"11","Italy",5.261,2021-11-01
"12","Italy",5.799,2021-12-01
"01","Jamaica",0.005,2021-01-01
"02","Jamaica",0.007,2021-02-01
"03","Jamaica",0.011,2021-03-01
"04","Jamaica",0.015,2021-04-01
"05","Jamaica",0.016,2021-05-01
"06","Jamaica",0.017,2021-06-01
"07","Jamaica",0.017,2021-07-01
"08","Jamaica",0.02,2021-08-01
"09","Jamaica",0.026,2021-09-01
"10","Jamaica",0.029,2021-10-01
"11","Jamaica",0.03,2021-11-01
"12","Jamaica",0.031,2021-12-01
"01","Japan",0.213,2021-01-01
"02","Japan",0.277,2021-02-01
"03","Japan",0.301,2021-03-01
"04","Japan",0.352,2021-04-01
"05","Japan",0.453,2021-05-01
"06","Japan",0.518,2021-06-01
"07","Japan",0.562,2021-07-01
"08","Japan",0.793,2021-08-01
"09","Japan",1.097,2021-09-01
"10","Japan",1.144,2021-10-01
"11","Japan",1.15,2021-11-01
"12","Japan",1.153,2021-12-01
"01","Jordan",0.031,2021-01-01
"02","Jordan",0.035,2021-02-01
"03","Jordan",0.049,2021-03-01
"04","Jordan",0.066,2021-04-01
"05","Jordan",0.071,2021-05-01
"06","Jordan",0.073,2021-06-01
"07","Jordan",0.075,2021-07-01
"08","Jordan",0.077,2021-08-01
"09","Jordan",0.079,2021-09-01
"10","Jordan",0.082,2021-10-01
"11","Jordan",0.088,2021-11-01
"12","Jordan",0.1,2021-12-01
"01","Kazakhstan",0.012,2021-01-01
"02","Kazakhstan",0.013,2021-02-01
"03","Kazakhstan",0.015,2021-03-01
"04","Kazakhstan",0.018,2021-04-01
"05","Kazakhstan",0.022,2021-05-01
"06","Kazakhstan",0.025,2021-06-01
"07","Kazakhstan",0.029,2021-07-01
"08","Kazakhstan",0.041,2021-08-01
"09","Kazakhstan",0.049,2021-09-01
"10","Kazakhstan",0.053,2021-10-01
"11","Kazakhstan",0.055,2021-11-01
"12","Kazakhstan",0.057,2021-12-01
"01","Kenya",0.002,2021-01-01
"02","Kenya",0.002,2021-02-01
"03","Kenya",0.002,2021-03-01
"04","Kenya",0.003,2021-04-01
"05","Kenya",0.003,2021-05-01
"06","Kenya",0.003,2021-06-01
"07","Kenya",0.004,2021-07-01
"08","Kenya",0.004,2021-08-01
"09","Kenya",0.005,2021-09-01
"10","Kenya",0.005,2021-10-01
"11","Kenya",0.005,2021-11-01
"12","Kenya",0.005,2021-12-01
"01","Kiribati",0,2021-01-01
"02","Kiribati",0,2021-02-01
"03","Kiribati",0,2021-03-01
"04","Kiribati",0,2021-04-01
"05","Kiribati",0,2021-05-01
"06","Kiribati",0,2021-06-01
"07","Kiribati",0,2021-07-01
"08","Kiribati",0,2021-08-01
"09","Kiribati",0,2021-09-01
"10","Kiribati",0,2021-10-01
"11","Kiribati",0,2021-11-01
"12","Kiribati",0,2021-12-01
"01","Korea, North",0,2021-01-01
"02","Korea, North",0,2021-02-01
"03","Korea, North",0,2021-03-01
"04","Korea, North",0,2021-04-01
"05","Korea, North",0,2021-05-01
"06","Korea, North",0,2021-06-01
"07","Korea, North",0,2021-07-01
"08","Korea, North",0,2021-08-01
"09","Korea, North",0,2021-09-01
"10","Korea, North",0,2021-10-01
"11","Korea, North",0,2021-11-01
"12","Korea, North",0,2021-12-01
"01","Korea, South",0.001,2021-01-01
"02","Korea, South",0.002,2021-02-01
"03","Korea, South",0.002,2021-03-01
"04","Korea, South",0.002,2021-04-01
"05","Korea, South",0.003,2021-05-01
"06","Korea, South",0.003,2021-06-01
"07","Korea, South",0.003,2021-07-01
"08","Korea, South",0.004,2021-08-01
"09","Korea, South",0.006,2021-09-01
"10","Korea, South",0.007,2021-10-01
"11","Korea, South",0.008,2021-11-01
"12","Korea, South",0.011,2021-12-01
"01","Kosovo",0.031,2021-01-01
"02","Kosovo",0.036,2021-02-01
"03","Kosovo",0.043,2021-03-01
"04","Kosovo",0.054,2021-04-01
"05","Kosovo",0.059,2021-05-01
"06","Kosovo",0.059,2021-06-01
"07","Kosovo",0.06,2021-07-01
"08","Kosovo",0.067,2021-08-01
"09","Kosovo",0.087,2021-09-01
"10","Kosovo",0.089,2021-10-01
"11","Kosovo",0.089,2021-11-01
"12","Kosovo",0.089,2021-12-01
"01","Kuwait",0.037,2021-01-01
"02","Kuwait",0.042,2021-02-01
"03","Kuwait",0.05,2021-03-01
"04","Kuwait",0.059,2021-04-01
"05","Kuwait",0.068,2021-05-01
"06","Kuwait",0.078,2021-06-01
"07","Kuwait",0.089,2021-07-01
"08","Kuwait",0.095,2021-08-01
"09","Kuwait",0.096,2021-09-01
"10","Kuwait",0.097,2021-10-01
"11","Kuwait",0.097,2021-11-01
"12","Kuwait",0.097,2021-12-01
"01","Kyrgyzstan",0.013,2021-01-01
"02","Kyrgyzstan",0.013,2021-02-01
"03","Kyrgyzstan",0.013,2021-03-01
"04","Kyrgyzstan",0.014,2021-04-01
"05","Kyrgyzstan",0.015,2021-05-01
"06","Kyrgyzstan",0.017,2021-06-01
"07","Kyrgyzstan",0.022,2021-07-01
"08","Kyrgyzstan",0.026,2021-08-01
"09","Kyrgyzstan",0.027,2021-09-01
"10","Kyrgyzstan",0.028,2021-10-01
"11","Kyrgyzstan",0.028,2021-11-01
"12","Kyrgyzstan",0.028,2021-12-01
"01","Laos",0,2021-01-01
"02","Laos",0,2021-02-01
"03","Laos",0,2021-03-01
"04","Laos",0,2021-04-01
"05","Laos",0,2021-05-01
"06","Laos",0,2021-06-01
"07","Laos",0,2021-07-01
"08","Laos",0.001,2021-08-01
"09","Laos",0.003,2021-09-01
"10","Laos",0.004,2021-10-01
"11","Laos",0.008,2021-11-01
"12","Laos",0.013,2021-12-01
"01","Latvia",0.029,2021-01-01
"02","Latvia",0.041,2021-02-01
"03","Latvia",0.05,2021-03-01
"04","Latvia",0.058,2021-04-01
"05","Latvia",0.067,2021-05-01
"06","Latvia",0.072,2021-06-01
"07","Latvia",0.073,2021-07-01
"08","Latvia",0.074,2021-08-01
"09","Latvia",0.079,2021-09-01
"10","Latvia",0.098,2021-10-01
"11","Latvia",0.127,2021-11-01
"12","Latvia",0.14,2021-12-01
"01","Lebanon",0.036,2021-01-01
"02","Lebanon",0.05,2021-02-01
"03","Lebanon",0.062,2021-03-01
"04","Lebanon",0.074,2021-04-01
"05","Lebanon",0.078,2021-05-01
"06","Lebanon",0.08,2021-06-01
"07","Lebanon",0.081,2021-07-01
"08","Lebanon",0.085,2021-08-01
"09","Lebanon",0.09,2021-09-01
"10","Lebanon",0.093,2021-10-01
"11","Lebanon",0.096,2021-11-01
"12","Lebanon",0.102,2021-12-01
"01","Lesotho",0.003,2021-01-01
"02","Lesotho",0.005,2021-02-01
"03","Lesotho",0.005,2021-03-01
"04","Lesotho",0.005,2021-04-01
"05","Lesotho",0.005,2021-05-01
"06","Lesotho",0.005,2021-06-01
"07","Lesotho",0.006,2021-07-01
"08","Lesotho",0.007,2021-08-01
"09","Lesotho",0.007,2021-09-01
"10","Lesotho",0.01,2021-10-01
"11","Lesotho",0.01,2021-11-01
"12","Lesotho",0.011,2021-12-01
"01","Liberia",0,2021-01-01
"02","Liberia",0,2021-02-01
"03","Liberia",0,2021-03-01
"04","Liberia",0,2021-04-01
"05","Liberia",0,2021-05-01
"06","Liberia",0.001,2021-06-01
"07","Liberia",0.001,2021-07-01
"08","Liberia",0.001,2021-08-01
"09","Liberia",0.001,2021-09-01
"10","Liberia",0.001,2021-10-01
"11","Liberia",0.001,2021-11-01
"12","Liberia",0.001,2021-12-01
"01","Libya",0.016,2021-01-01
"02","Libya",0.019,2021-02-01
"03","Libya",0.021,2021-03-01
"04","Libya",0.025,2021-04-01
"05","Libya",0.026,2021-05-01
"06","Libya",0.028,2021-06-01
"07","Libya",0.032,2021-07-01
"08","Libya",0.041,2021-08-01
"09","Libya",0.048,2021-09-01
"10","Libya",0.051,2021-10-01
"11","Libya",0.053,2021-11-01
"12","Libya",0.055,2021-12-01
"01","Liechtenstein",0.064,2021-01-01
"02","Liechtenstein",0.068,2021-02-01
"03","Liechtenstein",0.071,2021-03-01
"04","Liechtenstein",0.076,2021-04-01
"05","Liechtenstein",0.081,2021-05-01
"06","Liechtenstein",0.082,2021-06-01
"07","Liechtenstein",0.083,2021-07-01
"08","Liechtenstein",0.086,2021-08-01
"09","Liechtenstein",0.092,2021-09-01
"10","Liechtenstein",0.094,2021-10-01
"11","Liechtenstein",0.106,2021-11-01
"12","Liechtenstein",0.145,2021-12-01
"01","Lithuania",0.062,2021-01-01
"02","Lithuania",0.071,2021-02-01
"03","Lithuania",0.076,2021-03-01
"04","Lithuania",0.085,2021-04-01
"05","Lithuania",0.097,2021-05-01
"06","Lithuania",0.102,2021-06-01
"07","Lithuania",0.103,2021-07-01
"08","Lithuania",0.107,2021-08-01
"09","Lithuania",0.115,2021-09-01
"10","Lithuania",0.136,2021-10-01
"11","Lithuania",0.164,2021-11-01
"12","Lithuania",0.184,2021-12-01
"01","Luxembourg",0.078,2021-01-01
"02","Luxembourg",0.085,2021-02-01
"03","Luxembourg",0.093,2021-03-01
"04","Luxembourg",0.103,2021-04-01
"05","Luxembourg",0.11,2021-05-01
"06","Luxembourg",0.113,2021-06-01
"07","Luxembourg",0.116,2021-07-01
"08","Luxembourg",0.119,2021-08-01
"09","Luxembourg",0.123,2021-09-01
"10","Luxembourg",0.128,2021-10-01
"11","Luxembourg",0.136,2021-11-01
"12","Luxembourg",0.153,2021-12-01
"01","Madagascar",0.001,2021-01-01
"02","Madagascar",0.001,2021-02-01
"03","Madagascar",0.001,2021-03-01
"04","Madagascar",0.001,2021-04-01
"05","Madagascar",0.001,2021-05-01
"06","Madagascar",0.002,2021-06-01
"07","Madagascar",0.002,2021-07-01
"08","Madagascar",0.002,2021-08-01
"09","Madagascar",0.002,2021-09-01
"10","Madagascar",0.002,2021-10-01
"11","Madagascar",0.002,2021-11-01
"12","Madagascar",0.002,2021-12-01
"01","Malawi",0.001,2021-01-01
"02","Malawi",0.002,2021-02-01
"03","Malawi",0.002,2021-03-01
"04","Malawi",0.002,2021-04-01
"05","Malawi",0.002,2021-05-01
"06","Malawi",0.002,2021-06-01
"07","Malawi",0.002,2021-07-01
"08","Malawi",0.003,2021-08-01
"09","Malawi",0.003,2021-09-01
"10","Malawi",0.003,2021-10-01
"11","Malawi",0.003,2021-11-01
"12","Malawi",0.003,2021-12-01
"01","Malaysia",0.282,2021-01-01
"02","Malaysia",0.471,2021-02-01
"03","Malaysia",0.582,2021-03-01
"04","Malaysia",0.666,2021-04-01
"05","Malaysia",0.856,2021-05-01
"06","Malaysia",1.197,2021-06-01
"07","Malaysia",1.621,2021-07-01
"08","Malaysia",2.557,2021-08-01
"09","Malaysia",3.624,2021-09-01
"10","Malaysia",4.248,2021-10-01
"11","Malaysia",4.568,2021-11-01
"12","Malaysia",4.834,2021-12-01
"01","Maldives",0.027,2021-01-01
"02","Maldives",0.033,2021-02-01
"03","Maldives",0.041,2021-03-01
"04","Maldives",0.049,2021-04-01
"05","Maldives",0.085,2021-05-01
"06","Maldives",0.13,2021-06-01
"07","Maldives",0.14,2021-07-01
"08","Maldives",0.147,2021-08-01
"09","Maldives",0.154,2021-09-01
"10","Maldives",0.159,2021-10-01
"11","Maldives",0.166,2021-11-01
"12","Maldives",0.173,2021-12-01
"01","Mali",0,2021-01-01
"02","Mali",0,2021-02-01
"03","Mali",0,2021-03-01
"04","Mali",0.001,2021-04-01
"05","Mali",0.001,2021-05-01
"06","Mali",0.001,2021-06-01
"07","Mali",0.001,2021-07-01
"08","Mali",0.001,2021-08-01
"09","Mali",0.001,2021-09-01
"10","Mali",0.001,2021-10-01
"11","Mali",0.001,2021-11-01
"12","Mali",0.001,2021-12-01
"01","Malta",0.035,2021-01-01
"02","Malta",0.045,2021-02-01
"03","Malta",0.06,2021-03-01
"04","Malta",0.067,2021-04-01
"05","Malta",0.069,2021-05-01
"06","Malta",0.069,2021-06-01
"07","Malta",0.073,2021-07-01
"08","Malta",0.08,2021-08-01
"09","Malta",0.083,2021-09-01
"10","Malta",0.085,2021-10-01
"11","Malta",0.087,2021-11-01
"12","Malta",0.097,2021-12-01
"01","Marshall Islands",0,2021-01-01
"02","Marshall Islands",0,2021-02-01
"03","Marshall Islands",0,2021-03-01
"04","Marshall Islands",0,2021-04-01
"05","Marshall Islands",0,2021-05-01
"06","Marshall Islands",0,2021-06-01
"07","Marshall Islands",0,2021-07-01
"08","Marshall Islands",0,2021-08-01
"09","Marshall Islands",0,2021-09-01
"10","Marshall Islands",0,2021-10-01
"11","Marshall Islands",0,2021-11-01
"12","Marshall Islands",0,2021-12-01
"01","Mauritania",0.003,2021-01-01
"02","Mauritania",0.004,2021-02-01
"03","Mauritania",0.004,2021-03-01
"04","Mauritania",0.004,2021-04-01
"05","Mauritania",0.004,2021-05-01
"06","Mauritania",0.004,2021-06-01
"07","Mauritania",0.005,2021-07-01
"08","Mauritania",0.006,2021-08-01
"09","Mauritania",0.008,2021-09-01
"10","Mauritania",0.008,2021-10-01
"11","Mauritania",0.008,2021-11-01
"12","Mauritania",0.009,2021-12-01
"01","Mauritius",0,2021-01-01
"02","Mauritius",0,2021-02-01
"03","Mauritius",0.001,2021-03-01
"04","Mauritius",0.001,2021-04-01
"05","Mauritius",0.001,2021-05-01
"06","Mauritius",0.001,2021-06-01
"07","Mauritius",0.002,2021-07-01
"08","Mauritius",0.005,2021-08-01
"09","Mauritius",0.011,2021-09-01
"10","Mauritius",0.014,2021-10-01
"11","Mauritius",0.033,2021-11-01
"12","Mauritius",0.05,2021-12-01
"01","Mexico",0.665,2021-01-01
"02","Mexico",0.809,2021-02-01
"03","Mexico",0.883,2021-03-01
"04","Mexico",0.934,2021-04-01
"05","Mexico",0.969,2021-05-01
"06","Mexico",1.003,2021-06-01
"07","Mexico",1.079,2021-07-01
"08","Mexico",1.266,2021-08-01
"09","Mexico",1.437,2021-09-01
"10","Mexico",1.524,2021-10-01
"11","Mexico",1.565,2021-11-01
"12","Mexico",1.597,2021-12-01
"01","Micronesia",0,2021-01-01
"02","Micronesia",0,2021-02-01
"03","Micronesia",0,2021-03-01
"04","Micronesia",0,2021-04-01
"05","Micronesia",0,2021-05-01
"06","Micronesia",0,2021-06-01
"07","Micronesia",0,2021-07-01
"08","Micronesia",0,2021-08-01
"09","Micronesia",0,2021-09-01
"10","Micronesia",0,2021-10-01
"11","Micronesia",0,2021-11-01
"12","Micronesia",0,2021-12-01
"01","Moldova",3.406,2021-01-01
"02","Moldova",3.831,2021-02-01
"03","Moldova",4.65,2021-03-01
"04","Moldova",5.438,2021-04-01
"05","Moldova",5.668,2021-05-01
"06","Moldova",5.721,2021-06-01
"07","Moldova",5.765,2021-07-01
"08","Moldova",5.878,2021-08-01
"09","Moldova",6.245,2021-09-01
"10","Moldova",7.062,2021-10-01
"11","Moldova",7.898,2021-11-01
"12","Moldova",8.29,2021-12-01
"01","Monaco",0.03,2021-01-01
"02","Monaco",0.045,2021-02-01
"03","Monaco",0.054,2021-03-01
"04","Monaco",0.061,2021-04-01
"05","Monaco",0.063,2021-05-01
"06","Monaco",0.065,2021-06-01
"07","Monaco",0.069,2021-07-01
"08","Monaco",0.078,2021-08-01
"09","Monaco",0.084,2021-09-01
"10","Monaco",0.086,2021-10-01
"11","Monaco",0.09,2021-11-01
"12","Monaco",0.11,2021-12-01
"01","Mongolia",0,2021-01-01
"02","Mongolia",0.001,2021-02-01
"03","Mongolia",0.001,2021-03-01
"04","Mongolia",0.006,2021-04-01
"05","Mongolia",0.015,2021-05-01
"06","Mongolia",0.026,2021-06-01
"07","Mongolia",0.044,2021-07-01
"08","Mongolia",0.057,2021-08-01
"09","Mongolia",0.088,2021-09-01
"10","Mongolia",0.148,2021-10-01
"11","Mongolia",0.195,2021-11-01
"12","Mongolia",0.209,2021-12-01
"01","Montenegro",0.088,2021-01-01
