"month","year","country","value","date","log_value"
"06","2021","Central African Republic",1.47242529172578,Jun 2021,0.386910899586408
"07","2021","Central African Republic",1.47920137472288,Jul 2021,0.391502330459522
"08","2021","Central African Republic",2.08287743492496,Aug 2021,0.733750319897132
"09","2021","Central African Republic",2.34465562568551,Sep 2021,0.852138536395699
"10","2021","Central African Republic",2.37183164576451,Oct 2021,0.86366250296925
"11","2021","Central African Republic",2.41115300871844,Nov 2021,0.88010505994705
"12","2021","Central African Republic",2.46889108667061,Dec 2021,0.903769097065484
"01","2021","Chad",0.170620035467326,Jan 2021,-1.76831620962841
"02","2021","Chad",0.223643446244468,Feb 2021,-1.49770225315675
"03","2021","Chad",0.262732859403323,Mar 2021,-1.33661750673521
"04","2021","Chad",0.285024160177356,Apr 2021,-1.25518132975435
"05","2021","Chad",0.297933061011476,May 2021,-1.21088644518753
"06","2021","Chad",0.300998971601221,Jun 2021,-1.20064843084634
"07","2021","Chad",0.302006103755022,Jul 2021,-1.19730805070217
"08","2021","Chad",0.303343491463968,Aug 2021,-1.19288948035732
"09","2021","Chad",0.305506092558082,Sep 2021,-1.18578555766237
"10","2021","Chad",0.308164764335426,Oct 2021,-1.17712068990185
"11","2021","Chad",0.310908143880532,Nov 2021,-1.16825776772678
"12","2021","Chad",0.344855534623594,Dec 2021,-1.06462968986841
"01","2021","Chile",1565.95743615521,Jan 2021,7.35625269620385
"02","2021","Chile",1825.38270160645,Feb 2021,7.50954494354311
"03","2021","Chile",2126.81817132649,Mar 2021,7.6623823255689
"04","2021","Chile",2594.18624191308,Apr 2021,7.86102815948995
"05","2021","Chile",3026.63307377985,May 2021,8.01520608389422
"06","2021","Chile",3486.45777520751,Jun 2021,8.15664153564768
"07","2021","Chile",3743.1046594714,Jul 2021,8.22767066890048
"08","2021","Chile",3827.1890235825,Aug 2021,8.24988587631008
"09","2021","Chile",3867.28266831783,Sep 2021,8.26030738650959
"10","2021","Chile",3926.41402250399,Oct 2021,8.27548182584884
"11","2021","Chile",4063.13568082296,Nov 2021,8.30971028967651
"12","2021","Chile",4198.38672835009,Dec 2021,8.34245561818384
"01","2021","China",0.278073499577428,Jan 2021,-1.27986981326641
"02","2021","China",0.286955685320394,Feb 2021,-1.24842748169359
"03","2021","China",0.289859650725437,Mar 2021,-1.23835843616525
"04","2021","China",0.292923448834771,Apr 2021,-1.2278439708767
"05","2021","China",0.295622364376329,May 2021,-1.21867243520459
"06","2021","China",0.298773960558356,Jun 2021,-1.20806797624669
"07","2021","China",0.302467986332239,Jul 2021,-1.19577983741831
"08","2021","China",0.309490978993745,Aug 2021,-1.17282633431379
"09","2021","China",0.314296158155987,Sep 2021,-1.15741955874684
"10","2021","China",0.318586197277295,Oct 2021,-1.14386220549144
"11","2021","China",0.32457279274313,Nov 2021,-1.12524544521144
"12","2021","China",0.331702671374973,Dec 2021,-1.10351627947406
"01","2021","Comoros",1.90986200658111,Jan 2021,0.647030991585244
"02","2021","Comoros",3.79178977405738,Feb 2021,1.3328381435251
"03","2021","Comoros",4.18748883657186,Mar 2021,1.43210123125435
"04","2021","Comoros",4.35973067922424,Apr 2021,1.47241028463292
"05","2021","Comoros",4.44188980075819,May 2021,1.49107991669043
"06","2021","Comoros",4.48630301078855,Jun 2021,1.5010289796904
"07","2021","Comoros",4.59602161851763,Jul 2021,1.52519106374343
"08","2021","Comoros",4.64802951466654,Aug 2021,1.53644336950074
"09","2021","Comoros",4.71798174245865,Sep 2021,1.5513811112151
"10","2021","Comoros",4.81662857885827,Oct 2021,1.57207421835559
"11","2021","Comoros",5.05308026533425,Nov 2021,1.61999801087276
"12","2021","Comoros",5.67609430344753,Dec 2021,1.73626337357971
"01","2021","Congo (Brazzaville)",1.35867439734253,Jan 2021,0.306509516575002
"02","2021","Congo (Brazzaville)",1.51757294783362,Feb 2021,0.417112313856189
"03","2021","Congo (Brazzaville)",1.70113732392728,Mar 2021,0.531297041446885
"04","2021","Congo (Brazzaville)",1.83680035297225,Apr 2021,0.608025119310038
"05","2021","Congo (Brazzaville)",2.05429819793017,May 2021,0.71993428009751
"06","2021","Congo (Brazzaville)",2.20895797557078,Jun 2021,0.792520900069957
"07","2021","Congo (Brazzaville)",2.34365136916306,Jul 2021,0.851710127360664
"08","2021","Congo (Brazzaville)",2.42354691417064,Aug 2021,0.885232134139712
"09","2021","Congo (Brazzaville)",2.50372169704069,Sep 2021,0.917778303706616
"10","2021","Congo (Brazzaville)",2.84487066625858,Oct 2021,1.0455176065304
"11","2021","Congo (Brazzaville)",3.33224479282573,Nov 2021,1.20364618884062
"12","2021","Congo (Brazzaville)",3.4998890336405,Dec 2021,1.25273126331862
"01","2021","Congo (Kinshasa)",0.228133985036679,Jan 2021,-1.47782216895885
"02","2021","Congo (Kinshasa)",0.271996150739856,Feb 2021,-1.30196736447798
"03","2021","Congo (Kinshasa)",0.302921744886821,Mar 2021,-1.19428077452987
"04","2021","Congo (Kinshasa)",0.322865639757054,Apr 2021,-1.13051901828584
"05","2021","Congo (Kinshasa)",0.342244198937993,May 2021,-1.07223076473665
"06","2021","Congo (Kinshasa)",0.404284268105787,Jun 2021,-0.905637014530061
"07","2021","Congo (Kinshasa)",0.508625993229362,Jul 2021,-0.676042319888807
"08","2021","Congo (Kinshasa)",0.591164067403049,Aug 2021,-0.52566169028348
"09","2021","Congo (Kinshasa)",0.627183483337681,Sep 2021,-0.46651614425684
"10","2021","Congo (Kinshasa)",0.639489175349426,Oct 2021,-0.447085584847037
"11","2021","Congo (Kinshasa)",0.645624834852596,Nov 2021,-0.43753669490289
"12","2021","Congo (Kinshasa)",0.719320510414393,Dec 2021,-0.329448248106355
"01","2021","Costa Rica",35.9745802514875,Jan 2021,3.58281258492183
"02","2021","Costa Rica",39.220390995793,Feb 2021,3.66919679001461
"03","2021","Costa Rica",41.3045836949303,Mar 2021,3.72097347915797
"04","2021","Costa Rica",44.9727600651785,Apr 2021,3.80605697459808
"05","2021","Costa Rica",56.0339043794845,May 2021,4.02595694288105
"06","2021","Costa Rica",67.7841066506691,Jun 2021,4.21632775228495
"07","2021","Costa Rica",76.2398366732348,Jul 2021,4.33388411707234
"08","2021","Costa Rica",85.0617449484742,Aug 2021,4.44337740393995
"09","2021","Costa Rica",98.1196141272064,Sep 2021,4.58618728672057
"10","2021","Costa Rica",107.889760993862,Oct 2021,4.68110997428469
"11","2021","Costa Rica",110.796486559455,Nov 2021,4.70769506405821
"12","2021","Costa Rica",111.59485937768,Dec 2021,4.71487498596227
"01","2021","Cote d'Ivoire",0.951217768067387,Jan 2021,-0.0500122541465257
"02","2021","Cote d'Ivoire",1.1713386435293,Feb 2021,0.158147234549212
"03","2021","Cote d'Ivoire",1.45494240877169,Mar 2021,0.374966318239868
"04","2021","Cote d'Ivoire",1.71892716007144,Apr 2021,0.54170035207154
"05","2021","Cote d'Ivoire",1.7694815513047,May 2021,0.570686594812155
"06","2021","Cote d'Ivoire",1.81285925633879,Jun 2021,0.594905298499421
"07","2021","Cote d'Ivoire",1.86235612205438,Jul 2021,0.621842418383959
"08","2021","Cote d'Ivoire",1.99591055212499,Aug 2021,0.691100363320481
"09","2021","Cote d'Ivoire",2.21412886172428,Sep 2021,0.794859035720206
"10","2021","Cote d'Ivoire",2.30982723716832,Oct 2021,0.837172732632234
"11","2021","Cote d'Ivoire",2.33249394309016,Nov 2021,0.846938056990079
"12","2021","Cote d'Ivoire",2.38762219435159,Dec 2021,0.870297972943299
"01","2021","Croatia",54.3846699317293,Jan 2021,3.99608231142248
"02","2021","Croatia",57.9185521070558,Feb 2021,4.05903774961334
"03","2021","Croatia",61.9289732748421,Mar 2021,4.12598813601135
"04","2021","Croatia",73.5935388383901,Apr 2021,4.29855723435941
"05","2021","Croatia",84.846183630556,May 2021,4.440840012832
"06","2021","Croatia",87.3444478330444,Jun 2021,4.46985947225932
"07","2021","Croatia",88.0578398920764,Jul 2021,4.47799387007076
"08","2021","Croatia",89.6110605580047,Aug 2021,4.49547875609007
"09","2021","Croatia",94.5819777580091,Sep 2021,4.54946694795089
"10","2021","Croatia",104.823842862862,Oct 2021,4.65228125424428
"11","2021","Croatia",132.038793407235,Nov 2021,4.88309576885808
"12","2021","Croatia",161.876532393767,Dec 2021,5.0868338989342
"01","2021","Cuba",1.57894723651425,Jan 2021,0.456758318954735
"02","2021","Cuba",3.43090746861829,Feb 2021,1.23282479429617
"03","2021","Cuba",5.55181905881202,Mar 2021,1.71412563240182
"04","2021","Cuba",8.05935623961591,Apr 2021,2.08683368231328
"05","2021","Cuba",10.999077092456,May 2021,2.39781136859269
"06","2021","Cuba",14.3858530503138,Jun 2021,2.66624529662265
"07","2021","Cuba",24.2821720723716,Jul 2021,3.18974242151343
"08","2021","Cuba",46.6125725174597,Aug 2021,3.84187030125508
"09","2021","Cuba",68.1505903145888,Sep 2021,4.22171982009459
"10","2021","Cuba",81.8814386312051,Oct 2021,4.40527233063391
"11","2021","Cuba",84.637612269484,Nov 2021,4.43837875728537
"12","2021","Cuba",85.1069272473762,Dec 2021,4.44390843352819
"01","2021","Cyprus",23.465520949169,Jan 2021,3.15553215011518
"02","2021","Cyprus",27.3281680340133,Feb 2021,3.30791796637287
"03","2021","Cyprus",33.6647314854196,Mar 2021,3.51645074588997
"04","2021","Cyprus",45.9843686630041,Apr 2021,3.8283015270662
"05","2021","Cyprus",59.0586384471534,May 2021,4.07853082232761
"06","2021","Cyprus",61.7710306472822,Jun 2021,4.12343449480873
"07","2021","Cyprus",74.4424169471616,Jul 2021,4.31002589963978
"08","2021","Cyprus",91.3032906132172,Aug 2021,4.51418682871723
"09","2021","Cyprus",97.8985572666336,Sep 2021,4.58393181262127
"10","2021","Cyprus",101.125940070147,Oct 2021,4.61636667145556
"11","2021","Cyprus",106.386546084118,Nov 2021,4.66707912233466
"12","2021","Cyprus",120.037781147371,Dec 2021,4.78780653612418
"01","2021","Czechia",81.2074417771983,Jan 2021,4.3970068904707
"02","2021","Czechia",102.643193082485,Feb 2021,4.63125882935666
"03","2021","Czechia",131.367738029206,Mar 2021,4.87800055101245
"04","2021","Czechia",148.530423651224,Apr 2021,5.00078981033135
"05","2021","Czechia",154.135457386115,May 2021,5.03783180921437
"06","2021","Czechia",155.490904737724,Jun 2021,5.04658723947601
"07","2021","Czechia",155.988969307832,Jul 2021,5.04978529518432
"08","2021","Czechia",156.541978108325,Aug 2021,5.0533242047369
"09","2021","Czechia",157.331141901879,Sep 2021,5.05835276823069
"10","2021","Czechia",160.128467016542,Oct 2021,5.07597641192031
"11","2021","Czechia",180.22082460001,Nov 2021,5.19418290231529
"12","2021","Czechia",219.806022826024,Dec 2021,5.39274544298639
"01","2021","Denmark",793.145519357025,Jan 2021,6.67600670966373
"02","2021","Denmark",873.468589201165,Feb 2021,6.77247216922653
"03","2021","Denmark",943.351906894151,Mar 2021,6.84943939106243
"04","2021","Denmark",1027.05053688102,Apr 2021,6.93444641697593
"05","2021","Denmark",1135.19847875418,May 2021,7.03456278577638
"06","2021","Denmark",1234.41961997482,Jun 2021,7.11835619526387
"07","2021","Denmark",1297.82959305129,Jul 2021,7.16844860440151
"08","2021","Denmark",1415.15289317697,Aug 2021,7.25499285595535
"09","2021","Denmark",1507.47077320185,Sep 2021,7.31818854081927
"10","2021","Denmark",1581.22295884672,Oct 2021,7.365953851205
"11","2021","Denmark",1855.06429583211,Nov 2021,7.5256746352668
"12","2021","Denmark",2614.0573840098,Dec 2021,7.86865884651008
"01","2021","Djibouti",5.96459547456839,Jan 2021,1.78584123674871
"02","2021","Djibouti",6.06335527950059,Feb 2021,1.8022633233442
"03","2021","Djibouti",6.65886075325301,Mar 2021,1.89594841185008
"04","2021","Djibouti",10.1510590734297,Apr 2021,2.31757804225435
"05","2021","Djibouti",11.5420623087416,May 2021,2.44599795470962
"06","2021","Djibouti",11.7184648074262,Jun 2021,2.46116578644158
"07","2021","Djibouti",11.7649951211409,Jul 2021,2.46512860748658
"08","2021","Djibouti",11.828466326077,Aug 2021,2.47050902681985
"09","2021","Djibouti",12.181588026475,Sep 2021,2.49992563362499
"10","2021","Djibouti",13.4602052196447,Oct 2021,2.59973757073071
"11","2021","Djibouti",13.6605998773282,Nov 2021,2.61451576806335
"12","2021","Djibouti",13.7052419444626,Dec 2021,2.6177783833357
"01","2021","Dominica",1.48988157569875,Jan 2021,0.398696637401904
"02","2021","Dominica",1.79189065299829,Feb 2021,0.583271293158768
"03","2021","Dominica",2.13333118252685,Mar 2021,0.757684693506468
"04","2021","Dominica",2.32853180721664,Apr 2021,0.845237943306905
"05","2021","Dominica",2.49807211564528,May 2021,0.915519280640269
"06","2021","Dominica",2.63875577039723,Jun 2021,0.97030750696994
"07","2021","Dominica",2.80814671726439,Jul 2021,1.03252473453662
"08","2021","Dominica",11.5390767932013,Aug 2021,2.44573925729059
"09","2021","Dominica",36.110995355901,Sep 2021,3.58659739945948
"10","2021","Dominica",58.5915533348479,Oct 2021,4.0705905451501
"11","2021","Dominica",74.8144443981424,Nov 2021,4.31501097326473
"12","2021","Dominica",88.0253400850734,Dec 2021,4.47762472853917
"01","2021","Dominican Republic",17.6688391571074,Jan 2021,2.8718025884807
"02","2021","Dominican Republic",21.1154846134332,Feb 2021,3.05000663926784
"03","2021","Dominican Republic",22.7573202903023,Mar 2021,3.12488686464207
"04","2021","Dominican Republic",23.9517790717912,Apr 2021,3.17604260384512
"05","2021","Dominican Republic",25.6185984660441,May 2021,3.24331859029011
"06","2021","Dominican Republic",28.6687210112971,Jun 2021,3.3558066682025
"07","2021","Dominican Republic",30.9368192381948,Jul 2021,3.43194703566482
"08","2021","Dominican Republic",31.9276959535373,Aug 2021,3.46347384482265
"09","2021","Dominican Republic",32.6683354375801,Sep 2021,3.48640627352156
"10","2021","Dominican Republic",34.121703855596,Oct 2021,3.52993365852777
"11","2021","Dominican Republic",36.5480403710554,Nov 2021,3.59862756973945
"12","2021","Dominican Republic",37.9336309665696,Dec 2021,3.63583807921222
"01","2021","Ecuador",13.0280286028943,Jan 2021,2.56710308290546
"02","2021","Ecuador",15.1262329615319,Feb 2021,2.7164305187123
"03","2021","Ecuador",17.334159318351,Mar 2021,2.85267908175974
"04","2021","Ecuador",20.1294333295925,Apr 2021,3.00218308871361
"05","2021","Ecuador",23.1543039695806,May 2021,3.14218067986444
"06","2021","Ecuador",25.0394886147868,Jun 2021,3.22045412329119
"07","2021","Ecuador",26.8397428534725,Jul 2021,3.28988373133749
"08","2021","Ecuador",28.0804043099392,Aug 2021,3.33507197755606
"09","2021","Ecuador",28.6913324559345,Sep 2021,3.35659507213317
"10","2021","Ecuador",29.1109164261353,Oct 2021,3.37111323875067
"11","2021","Ecuador",29.6083030192419,Nov 2021,3.38805482940199
"12","2021","Ecuador",30.3911145835539,Dec 2021,3.41415028225332
"01","2021","Egypt",1.51063599069479,Jan 2021,0.412530748043541
"02","2021","Egypt",1.70272126652964,Feb 2021,0.532227716252901
"03","2021","Egypt",1.87910602799322,Mar 2021,0.630796146722899
"04","2021","Egypt",2.09614030451389,Apr 2021,0.740097703394941
"05","2021","Egypt",2.40053191105243,May 2021,0.875690342402868
"06","2021","Egypt",2.67696778374717,Jun 2021,0.984684730004528
"07","2021","Egypt",2.76849223422938,Jul 2021,1.01830285223067
"08","2021","Egypt",2.7927019212783,Aug 2021,1.02700955777262
"09","2021","Egypt",2.88762844820948,Sep 2021,1.06043555908691
"10","2021","Egypt",3.10499496881428,Oct 2021,1.13301209503446
"11","2021","Egypt",3.37397483034127,Nov 2021,1.21609152420895
"12","2021","Egypt",3.6413526071119,Dec 2021,1.29235520798461
"01","2021","El Salvador",7.82395954019131,Jan 2021,2.0571907614757
"02","2021","El Salvador",8.91597187849802,Feb 2021,2.18784426146953
"03","2021","El Salvador",9.6447181709542,Mar 2021,2.2664104257083
"04","2021","El Salvador",10.3345805451707,Apr 2021,2.33549560645337
"05","2021","El Salvador",10.9997635625777,May 2021,2.39787377825624
"06","2021","El Salvador",11.739717388756,Jun 2021,2.4629777416022
"07","2021","El Salvador",12.7488912181016,Jul 2021,2.54544430453676
"08","2021","El Salvador",14.0081202958354,Aug 2021,2.63963718259912
"09","2021","El Salvador",15.3684773773328,Sep 2021,2.73231848805856
"10","2021","El Salvador",16.877576695312,Oct 2021,2.82598591815772
"11","2021","El Salvador",18.0630233321477,Nov 2021,2.89386693885903
"12","2021","El Salvador",18.6465429928014,Dec 2021,2.92566076659183
"01","2021","Equatorial Guinea",3.82095456151268,Jan 2021,1.34050027661512
"02","2021","Equatorial Guinea",4.07200667556267,Feb 2021,1.40413591862867
"03","2021","Equatorial Guinea",4.68719517038959,Mar 2021,1.54483435886508
"04","2021","Equatorial Guinea",5.20352439025839,Apr 2021,1.6493361633642
"05","2021","Equatorial Guinea",5.69975974037844,May 2021,1.74042402314133
"06","2021","Equatorial Guinea",6.17661628599023,Jun 2021,1.82077059498341
"07","2021","Equatorial Guinea",6.2876307393901,Jul 2021,1.83858432875084
"08","2021","Equatorial Guinea",6.44168016419369,Aug 2021,1.8627894011502
"09","2021","Equatorial Guinea",7.72681104929846,Sep 2021,2.04469623534567
"10","2021","Equatorial Guinea",9.18914015933999,Oct 2021,2.21802236935051
"11","2021","Equatorial Guinea",9.61751788745662,Nov 2021,2.2635862155289
"12","2021","Equatorial Guinea",9.7077808869959,Dec 2021,2.27292771725487
"01","2021","Eritrea",0.494091113257408,Jan 2021,-0.705035339008818
"02","2021","Eritrea",0.714803942108494,Feb 2021,-0.335746980730966
"03","2021","Eritrea",0.86464125633326,Mar 2021,-0.145440590638298
"04","2021","Eritrea",0.985367338262802,Apr 2021,-0.014740775085495
"05","2021","Eritrea",1.08723694343995,May 2021,0.0836395636306305
"06","2021","Eritrea",1.43211745229776,Jun 2021,0.359154084936025
"07","2021","Eritrea",1.79109847742531,Jul 2021,0.582829106170722
"08","2021","Eritrea",1.8623014456613,Aug 2021,0.621813059232366
"09","2021","Eritrea",1.88040902388047,Sep 2021,0.631489319071696
"10","2021","Eritrea",1.90853607615996,Oct 2021,0.646336495911554
"11","2021","Eritrea",1.99950541770633,Nov 2021,0.692899858831612
"12","2021","Eritrea",2.17176329866652,Dec 2021,0.775539417618604
"01","2021","Estonia",27.4214668104672,Jan 2021,3.31132616688529
"02","2021","Estonia",40.2653069378284,Feb 2021,3.69549022816216
"03","2021","Estonia",65.9745203070158,Mar 2021,4.18926861153333
"04","2021","Estonia",87.2498283126241,Apr 2021,4.46877559331698
"05","2021","Estonia",95.5029981123082,May 2021,4.55915764084007
"06","2021","Estonia",98.4070326365577,Jun 2021,4.58911227138807
"07","2021","Estonia",99.4357156771943,Jul 2021,4.59951136177303
"08","2021","Estonia",103.595242229786,Aug 2021,4.64049140434791
"09","2021","Estonia",111.949014189054,Sep 2021,4.71804353719138
"10","2021","Estonia",130.077325401884,Oct 2021,4.86812908440949
"11","2021","Estonia",159.782813270724,Nov 2021,5.07381547605075
"12","2021","Estonia",174.135220517695,Dec 2021,5.15983212681786
"01","2021","Eswatini",10.980371962985,Jan 2021,2.39610931191788
"02","2021","Eswatini",14.2312392287396,Feb 2021,2.65543949395582
"03","2021","Eswatini",14.8571041847143,Mar 2021,2.69847814713075
"04","2021","Eswatini",15.5458768472963,Apr 2021,2.74379544895086
"05","2021","Eswatini",15.9633437808737,May 2021,2.7702950801573
"06","2021","Eswatini",16.2045193610559,Jun 2021,2.78529017623732
"07","2021","Eswatini",18.3528557864622,Jul 2021,2.90978519108173
"08","2021","Eswatini",31.1806028313461,Aug 2021,3.43979619735377
"09","2021","Eswatini",38.8286770950774,Sep 2021,3.65915907401764
"10","2021","Eswatini",39.9082065260851,Oct 2021,3.68658198009262
"11","2021","Eswatini",40.069507414469,Nov 2021,3.69061563144719
"12","2021","Eswatini",48.869370081271,Dec 2021,3.88915082151761
"01","2021","Ethiopia",1.13708069596041,Jan 2021,0.128464184950401
"02","2021","Ethiopia",1.28621351585497,Feb 2021,0.251702643025229
"03","2021","Ethiopia",1.56826801124857,Mar 2021,0.449971832863287
"04","2021","Ethiopia",2.05275497256089,Apr 2021,0.719182779993739
"05","2021","Ethiopia",2.31116469459332,May 2021,0.837751594262851
"06","2021","Ethiopia",2.38648239300846,Jun 2021,0.8698204796903
"07","2021","Ethiopia",2.41551751555183,Jul 2021,0.881913556301219
"08","2021","Ethiopia",2.53746496850337,Aug 2021,0.931165538756694
"09","2021","Ethiopia",2.85423196433721,Sep 2021,1.04880279267449
"10","2021","Ethiopia",3.11061589292234,Oct 2021,1.13482074289398
"11","2021","Ethiopia",3.20907041783252,Nov 2021,1.16598130574252
"12","2021","Ethiopia",3.3260917011854,Dec 2021,1.20179795140251
"01","2021","Fiji",0.0596982399706597,Jan 2021,-2.81845274024664
"02","2021","Fiji",0.062827603923311,Feb 2021,-2.76736074916411
"03","2021","Fiji",0.073084463761549,Mar 2021,-2.6161394688567
"04","2021","Fiji",0.0876425818753505,Apr 2021,-2.43448830467796
"05","2021","Fiji",0.226162410015429,May 2021,-1.48650190941274
"06","2021","Fiji",1.96758897748586,Jun 2021,0.67680892391373
"07","2021","Fiji",17.6132478131156,Jul 2021,2.8686513355493
"08","2021","Fiji",44.9373733436527,Aug 2021,3.80526981697721
"09","2021","Fiji",55.0394298658552,Sep 2021,4.00804983502956
"10","2021","Fiji",57.6710906936813,Oct 2021,4.05475602011852
"11","2021","Fiji",58.4346224266844,Nov 2021,4.06790856394017
"12","2021","Fiji",58.8038818897491,Dec 2021,4.0742078712586
"01","2021","Finland",7.33920836089614,Jan 2021,1.99323098407095
"02","2021","Finland",9.28456899835519,Feb 2021,2.22835377459482
"03","2021","Finland",12.3977468903559,Mar 2021,2.51751475371045
"04","2021","Finland",15.0550945443051,Apr 2021,2.71171644184126
"05","2021","Finland",16.2921763639134,May 2021,2.79068501491254
"06","2021","Finland",17.0052870404161,Jun 2021,2.83352429808242
"07","2021","Finland",18.1299141980306,Jul 2021,2.89756329215935
"08","2021","Finland",21.3731412403766,Aug 2021,3.06213505152708
"09","2021","Finland",24.4333075003396,Sep 2021,3.19594726293906
"10","2021","Finland",27.2616234469857,Oct 2021,3.30547997867653
"11","2021","Finland",31.1992055903224,Nov 2021,3.44039263264264
"12","2021","Finland",39.3323427315447,Dec 2021,3.67204715068918
"01","2021","Gabon",4.49801361114641,Jan 2021,1.50363587957666
"02","2021","Gabon",5.72539796930648,Feb 2021,1.74491206131364
"03","2021","Gabon",7.67825613795547,Mar 2021,2.03839245600596
"04","2021","Gabon",9.6009784963242,Apr 2021,2.26186501998005
"05","2021","Gabon",10.691202913123,May 2021,2.36942124565884
"06","2021","Gabon",11.1305154987492,Jun 2021,2.40969048036486
"07","2021","Gabon",11.3376894675476,Jul 2021,2.42813252688244
"08","2021","Gabon",11.5035358927434,Aug 2021,2.44265445704452
"09","2021","Gabon",12.372371346963,Sep 2021,2.51546586948417
"10","2021","Gabon",14.9450919777346,Oct 2021,2.70438295013213
"11","2021","Gabon",16.4937344844773,Nov 2021,2.80298058057802
"12","2021","Gabon",17.1332125793187,Dec 2021,2.84101883586849
"01","2021","Gambia",1.61929433408229,Jan 2021,0.481990458099189
"02","2021","Gambia",1.82680989756363,Feb 2021,0.602571220292807
"03","2021","Gambia",2.09100564435773,Mar 2021,0.737645119800926
"04","2021","Gambia",2.35431983924948,Apr 2021,0.856251870147805
"05","2021","Gambia",2.46169793326402,May 2021,0.900851328628213
"06","2021","Gambia",2.49353378596832,Jun 2021,0.913700895528574
"07","2021","Gambia",2.78786069583739,Jul 2021,1.02527452602491
"08","2021","Gambia",3.73251134888905,Aug 2021,1.31708129098628
"09","2021","Gambia",4.07495622064135,Sep 2021,1.40486000323422
"10","2021","Gambia",4.11615137177104,Oct 2021,1.41491859372196
"11","2021","Gambia",4.13039076456912,Nov 2021,1.41837201861555
"12","2021","Gambia",4.15889224207019,Dec 2021,1.42524875084834
"01","2021","Georgia",61.3824549784629,Jan 2021,4.11712404478248
"02","2021","Georgia",66.5175398780091,Feb 2021,4.19746567044794
"03","2021","Georgia",69.1624046284936,Mar 2021,4.23645742927506
"04","2021","Georgia",73.6982291660139,Apr 2021,4.29997877130844
"05","2021","Georgia",82.5239756704485,May 2021,4.41308886530777
"06","2021","Georgia",89.1547834660884,Jun 2021,4.49037399924758
"07","2021","Georgia",97.1209464645956,Jul 2021,4.57595707257461
"08","2021","Georgia",121.782145511937,Aug 2021,4.80223375595869
"09","2021","Georgia",146.969026594889,Sep 2021,4.99022186114152
"10","2021","Georgia",165.637271996372,Oct 2021,5.10980028906802
"11","2021","Georgia",197.46671930913,Nov 2021,5.28557006031461
"12","2021","Georgia",225.002914136382,Dec 2021,5.4161133538378
"01","2021","Germany",773.805782742288,Jan 2021,6.65132091541281
"02","2021","Germany",906.028828828981,Feb 2021,6.80907112543627
"03","2021","Germany",1010.68512826066,Mar 2021,6.918383724676
"04","2021","Germany",1199.65915548823,Apr 2021,7.08979275833678
"05","2021","Germany",1386.43357947871,May 2021,7.23448995873612
"06","2021","Germany",1441.07335017004,Jun 2021,7.27314349697333
"07","2021","Germany",1452.79513119885,Jul 2021,7.28124465651904
"08","2021","Germany",1488.43127846365,Aug 2021,7.30547801107539
"09","2021","Germany",1590.42917941519,Sep 2021,7.3717591829518
"10","2021","Germany",1697.51938948199,Oct 2021,7.43692328174287
"11","2021","Germany",1985.36161941542,Nov 2021,7.59355635255717
"12","2021","Germany",2559.3375144395,Dec 2021,7.84750372056133
"01","2021","Ghana",1.88260548764186,Jan 2021,0.632656715053886
"02","2021","Ghana",2.44192450101803,Feb 2021,0.892786458346544
"03","2021","Ghana",2.83058295205352,Mar 2021,1.04048268056701
"04","2021","Ghana",2.94620716939876,Apr 2021,1.080518637835
"05","2021","Ghana",3.00175353770443,May 2021,1.09919663047532
"06","2021","Ghana",3.04932903312941,Jun 2021,1.11492157728026
"07","2021","Ghana",3.18049527776365,Jul 2021,1.15703693238909
"08","2021","Ghana",3.58716063640863,Aug 2021,1.27736098048821
"09","2021","Ghana",3.9907353487093,Sep 2021,1.38397551184313
"10","2021","Ghana",4.15016986642238,Oct 2021,1.42314926507297
"11","2021","Ghana",4.20480796611543,Nov 2021,1.43622862439528
"12","2021","Ghana",4.29739886932756,Dec 2021,1.45800992555529
"01","2021","Greece",14.1929181465744,Jan 2021,2.65274311813177
"02","2021","Greece",16.5998135013652,Feb 2021,2.80939146044187
"03","2021","Greece",21.708096903386,Mar 2021,3.07768532013933
"04","2021","Greece",29.5205520018953,Apr 2021,3.38508669880864
"05","2021","Greece",36.0651641712806,May 2021,3.58532741803957
"06","2021","Greece",39.8388981759924,Jun 2021,3.68484377610887
"07","2021","Greece",43.5667316640118,Jul 2021,3.77429382386635
"08","2021","Greece",51.8961258393365,Aug 2021,3.94924414074473
"09","2021","Greece",59.830706080827,Sep 2021,4.09151900878353
"10","2021","Greece",66.7160844066239,Oct 2021,4.20044606937726
"11","2021","Greece",80.9511017370209,Nov 2021,4.39384529012394
"12","2021","Greece",98.910970126723,Dec 2021,4.59422015388
"01","2021","Grenada",1.21556531384377,Jan 2021,0.195209247467616
"02","2021","Grenada",1.31533341035736,Feb 2021,0.274090177490874
"03","2021","Grenada",1.34629592306848,Mar 2021,0.297357060749545
"04","2021","Grenada",1.39057996131024,Apr 2021,0.329720898475573
"05","2021","Grenada",1.42771586390141,May 2021,0.356075869260311
"06","2021","Grenada",1.43086945315902,Jun 2021,0.358282268711222
"07","2021","Grenada",1.44033022093186,Jul 2021,0.364872407389647
"08","2021","Grenada",1.94834478134016,Aug 2021,0.666980182033436
"09","2021","Grenada",27.1086068426962,Sep 2021,3.29985127313427
"10","2021","Grenada",50.4436670050563,Oct 2021,3.92085720879233
"11","2021","Grenada",52.1544509519874,Nov 2021,3.95420952683616
