"month","year","country","value","date","max","min","normalised_value","log_value"
"01","2021","Afghanistan",0.00138489283797533,2021-01-01,4873.253,0,3e-07,-6.5821
"02","2021","Afghanistan",0.00142487265438382,2021-02-01,4873.253,0,3e-07,-6.5537
"03","2021","Afghanistan",0.00143942562599581,2021-03-01,4873.253,0,3e-07,-6.5435
"04","2021","Afghanistan",0.00148414578811189,2021-04-01,4873.253,0,3e-07,-6.5129
"05","2021","Afghanistan",0.00165063421564518,2021-05-01,4873.253,0,3e-07,-6.4066
"06","2021","Afghanistan",0.00243928281796888,2021-06-01,4873.253,0,5e-07,-6.0161
"07","2021","Afghanistan",0.00351460334308505,2021-07-01,4873.253,0,7e-07,-5.6508
"08","2021","Afghanistan",0.00389136757384466,2021-08-01,4873.253,0,8e-07,-5.549
"09","2021","Afghanistan",0.00396284461921115,2021-09-01,4873.253,0,8e-07,-5.5308
"10","2021","Afghanistan",0.00400010251756451,2021-10-01,4873.253,0,8e-07,-5.5214
"11","2021","Afghanistan",0.00402552902695408,2021-11-01,4873.253,0,8e-07,-5.5151
"12","2021","Afghanistan",0.00405144333640972,2021-12-01,4873.253,0,8e-07,-5.5087
"01","2021","Albania",0.0234068026875369,2021-01-01,4873.253,0,4.8e-06,-3.7547
"02","2021","Albania",0.0324004323739364,2021-02-01,4873.253,0,6.6e-06,-3.4296
"03","2021","Albania",0.0409384745067357,2021-03-01,4873.253,0,8.4e-06,-3.1957
"04","2021","Albania",0.044775638798156,2021-04-01,4873.253,0,9.2e-06,-3.1061
"05","2021","Albania",0.0458364924819362,2021-05-01,4873.253,0,9.4e-06,-3.0827
"06","2021","Albania",0.0460252739361086,2021-06-01,4873.253,0,9.4e-06,-3.0786
"07","2021","Albania",0.0461145498689635,2021-07-01,4873.253,0,9.5e-06,-3.0766
"08","2021","Albania",0.0477837348870889,2021-08-01,4873.253,0,9.8e-06,-3.0411
"09","2021","Albania",0.055423170477448,2021-09-01,4873.253,0,1.14e-05,-2.8928
"10","2021","Albania",0.061780963953199,2021-10-01,4873.253,0,1.27e-05,-2.7842
"11","2021","Albania",0.0671982417124192,2021-11-01,4873.253,0,1.38e-05,-2.7001
"12","2021","Albania",0.0711993592775844,2021-12-01,4873.253,0,1.46e-05,-2.6423
"01","2021","Algeria",0.00236303497700378,2021-01-01,4873.253,0,5e-07,-6.0478
"02","2021","Algeria",0.00252210485783493,2021-02-01,4873.253,0,5e-07,-5.9827
"03","2021","Algeria",0.00263200272148895,2021-03-01,4873.253,0,5e-07,-5.94
"04","2021","Algeria",0.00272235105863579,2021-04-01,4873.253,0,6e-07,-5.9063
"05","2021","Algeria",0.00286189021701814,2021-05-01,4873.253,0,6e-07,-5.8563
"06","2021","Algeria",0.00306384882719133,2021-06-01,4873.253,0,6e-07,-5.7881
"07","2021","Algeria",0.00348283987886725,2021-07-01,4873.253,0,7e-07,-5.6599
"08","2021","Algeria",0.00425847744190155,2021-08-01,4873.253,0,9e-07,-5.4588
"09","2021","Algeria",0.00457323823897796,2021-09-01,4873.253,0,9e-07,-5.3875
"10","2021","Algeria",0.00467729265391299,2021-10-01,4873.253,0,1e-06,-5.365
"11","2021","Algeria",0.00475055823263618,2021-11-01,4873.253,0,1e-06,-5.3495
"12","2021","Algeria",0.00488191794088882,2021-12-01,4873.253,0,1e-06,-5.3222
"01","2021","Andorra",0.116576591245462,2021-01-01,4873.253,0,2.39e-05,-2.1492
"02","2021","Andorra",0.135624150650359,2021-02-01,4873.253,0,2.78e-05,-1.9979
"03","2021","Andorra",0.14711622964953,2021-03-01,4873.253,0,3.02e-05,-1.9165
"04","2021","Andorra",0.164211048555836,2021-04-01,4873.253,0,3.37e-05,-1.8066
"05","2021","Andorra",0.174829399448484,2021-05-01,4873.253,0,3.59e-05,-1.7439
"06","2021","Andorra",0.178935697491318,2021-06-01,4873.253,0,3.67e-05,-1.7207
"07","2021","Andorra",0.184642714745858,2021-07-01,4873.253,0,3.79e-05,-1.6893
"08","2021","Andorra",0.193132975536643,2021-08-01,4873.253,0,3.96e-05,-1.6444
"09","2021","Andorra",0.195642270109364,2021-09-01,4873.253,0,4.01e-05,-1.6315
"10","2021","Andorra",0.19872704538006,2021-10-01,4873.253,0,4.08e-05,-1.6158
"11","2021","Andorra",0.207571345369831,2021-11-01,4873.253,0,4.26e-05,-1.5723
"12","2021","Andorra",0.262894562701052,2021-12-01,4873.253,0,5.39e-05,-1.336
"01","2021","Angola",0.000569550519091489,2021-01-01,4873.253,0,1e-07,-7.4707
"02","2021","Angola",0.000618858564305854,2021-02-01,4873.253,0,1e-07,-7.3876
"03","2021","Angola",0.000653964943533418,2021-03-01,4873.253,0,1e-07,-7.3325
"04","2021","Angola",0.000736389256810864,2021-04-01,4873.253,0,2e-07,-7.2138
"05","2021","Angola",0.000930660048796692,2021-05-01,4873.253,0,2e-07,-6.9796
"06","2021","Angola",0.00112551060964188,2021-06-01,4873.253,0,2e-07,-6.7895
"07","2021","Angola",0.00123763328093029,2021-07-01,4873.253,0,3e-07,-6.6946
"08","2021","Angola",0.00136879138562763,2021-08-01,4873.253,0,3e-07,-6.5938
"09","2021","Angola",0.00157452214126248,2021-09-01,4873.253,0,3e-07,-6.4538
"10","2021","Angola",0.00189365838162604,2021-10-01,4873.253,0,4e-07,-6.2692
"11","2021","Angola",0.00197436370526361,2021-11-01,4873.253,0,4e-07,-6.2275
"12","2021","Angola",0.00207384606749879,2021-12-01,4873.253,0,4e-07,-6.1784
"01","2021","Antigua and Barbuda",0.00189704878633677,2021-01-01,4873.253,0,4e-07,-6.2675
"02","2021","Antigua and Barbuda",0.00472541050567764,2021-02-01,4873.253,0,1e-06,-5.3548
"03","2021","Antigua and Barbuda",0.0099101775893283,2021-03-01,4873.253,0,2e-06,-4.6142
"04","2021","Antigua and Barbuda",0.0122787490128802,2021-04-01,4873.253,0,2.5e-06,-4.3999
"05","2021","Antigua and Barbuda",0.0127186926010156,2021-05-01,4873.253,0,2.6e-06,-4.3647
"06","2021","Antigua and Barbuda",0.0128955286877434,2021-06-01,4873.253,0,2.6e-06,-4.3509
"07","2021","Antigua and Barbuda",0.0130049463595374,2021-07-01,4873.253,0,2.7e-06,-4.3424
"08","2021","Antigua and Barbuda",0.0147491507914966,2021-08-01,4873.253,0,3e-06,-4.2166
"09","2021","Antigua and Barbuda",0.0244764861258612,2021-09-01,4873.253,0,5e-06,-3.71
"10","2021","Antigua and Barbuda",0.0390546971968872,2021-10-01,4873.253,0,8e-06,-3.2428
"11","2021","Antigua and Barbuda",0.0420094355036353,2021-11-01,4873.253,0,8.6e-06,-3.1699
"12","2021","Antigua and Barbuda",0.0427987250672647,2021-12-01,4873.253,0,8.8e-06,-3.1512
"01","2021","Argentina",0.0394787541265622,2021-01-01,4873.253,0,8.1e-06,-3.232
"02","2021","Argentina",0.0448318181838727,2021-02-01,4873.253,0,9.2e-06,-3.1048
"03","2021","Argentina",0.0490438063601356,2021-03-01,4873.253,0,1.01e-05,-3.015
"04","2021","Argentina",0.0585723986262404,2021-04-01,4873.253,0,1.2e-05,-2.8375
"05","2021","Argentina",0.0741041715668087,2021-05-01,4873.253,0,1.52e-05,-2.6023
"06","2021","Argentina",0.0922356359385819,2021-06-01,4873.253,0,1.89e-05,-2.3834
"07","2021","Argentina",0.104481782060759,2021-07-01,4873.253,0,2.14e-05,-2.2587
"08","2021","Argentina",0.11245269805885,2021-08-01,4873.253,0,2.31e-05,-2.1852
"09","2021","Argentina",0.115718169125993,2021-09-01,4873.253,0,2.37e-05,-2.1566
"10","2021","Argentina",0.11666305003559,2021-10-01,4873.253,0,2.39e-05,-2.1485
"11","2021","Argentina",0.117462827703276,2021-11-01,4873.253,0,2.41e-05,-2.1416
"12","2021","Argentina",0.119617412556616,2021-12-01,4873.253,0,2.45e-05,-2.1235
"01","2021","Armenia",0.0552586323133833,2021-01-01,4873.253,0,1.13e-05,-2.8957
"02","2021","Armenia",0.0571425389576774,2021-02-01,4873.253,0,1.17e-05,-2.8622
"03","2021","Armenia",0.060996293347937,2021-03-01,4873.253,0,1.25e-05,-2.7969
"04","2021","Armenia",0.069475489729577,2021-04-01,4873.253,0,1.43e-05,-2.6668
"05","2021","Armenia",0.0743737002947978,2021-05-01,4873.253,0,1.53e-05,-2.5987
"06","2021","Armenia",0.0755565372157582,2021-06-01,4873.253,0,1.55e-05,-2.5829
"07","2021","Armenia",0.076704958817118,2021-07-01,4873.253,0,1.57e-05,-2.5678
"08","2021","Armenia",0.0794506294310921,2021-08-01,4873.253,0,1.63e-05,-2.5326
"09","2021","Armenia",0.0848319887438297,2021-09-01,4873.253,0,1.74e-05,-2.4671
"10","2021","Armenia",0.0952562465154951,2021-10-01,4873.253,0,1.95e-05,-2.3512
"11","2021","Armenia",0.110620760965891,2021-11-01,4873.253,0,2.27e-05,-2.2016
"12","2021","Armenia",0.115679388389237,2021-12-01,4873.253,0,2.37e-05,-2.1569
"01","2021","Australia",0.00387676547021971,2021-01-01,4873.253,0,8e-07,-5.5528
"02","2021","Australia",0.00390675408592667,2021-02-01,4873.253,0,8e-07,-5.545
"03","2021","Australia",0.00394059387319695,2021-03-01,4873.253,0,8e-07,-5.5364
"04","2021","Australia",0.00399111179164725,2021-04-01,4873.253,0,8e-07,-5.5237
"05","2021","Australia",0.00405218128890951,2021-05-01,4873.253,0,8e-07,-5.5085
"06","2021","Australia",0.00409865024430971,2021-06-01,4873.253,0,8e-07,-5.4971
"07","2021","Australia",0.00432791196597798,2021-07-01,4873.253,0,9e-07,-5.4427
"08","2021","Australia",0.00567286105900556,2021-08-01,4873.253,0,1.2e-06,-5.1721
"09","2021","Australia",0.0109844998137598,2021-09-01,4873.253,0,2.3e-06,-4.5113
"10","2021","Australia",0.0192386141367006,2021-10-01,4873.253,0,3.9e-06,-3.9508
"11","2021","Australia",0.0260294875774402,2021-11-01,4873.253,0,5.3e-06,-3.6485
"12","2021","Australia",0.035705727238066,2021-12-01,4873.253,0,7.3e-06,-3.3324
"01","2021","Austria",0.0428524053146436,2021-01-01,4873.253,0,8.8e-06,-3.15
"02","2021","Austria",0.0476841428634876,2021-02-01,4873.253,0,9.8e-06,-3.0432
"03","2021","Austria",0.0547626848864463,2021-03-01,4873.253,0,1.12e-05,-2.9047
"04","2021","Austria",0.0642314983419198,2021-04-01,4873.253,0,1.32e-05,-2.7453
"05","2021","Austria",0.0699214429595585,2021-05-01,4873.253,0,1.43e-05,-2.6604
"06","2021","Austria",0.0714825938591816,2021-06-01,4873.253,0,1.47e-05,-2.6383
"07","2021","Austria",0.072066949524066,2021-07-01,4873.253,0,1.48e-05,-2.6302
"08","2021","Austria",0.0739453234689024,2021-08-01,4873.253,0,1.52e-05,-2.6044
"09","2021","Austria",0.0789350980043821,2021-09-01,4873.253,0,1.62e-05,-2.5391
"10","2021","Austria",0.0857356668233056,2021-10-01,4873.253,0,1.76e-05,-2.4565
"11","2021","Austria",0.108123208681234,2021-11-01,4873.253,0,2.22e-05,-2.2245
"12","2021","Austria",0.136304523951427,2021-12-01,4873.253,0,2.8e-05,-1.9929
"01","2021","Azerbaijan",0.0222912900036325,2021-01-01,4873.253,0,4.6e-06,-3.8036
"02","2021","Azerbaijan",0.0229038076851139,2021-02-01,4873.253,0,4.7e-06,-3.7765
"03","2021","Azerbaijan",0.0240552943123753,2021-03-01,4873.253,0,4.9e-06,-3.7274
"04","2021","Azerbaijan",0.0289835448479125,2021-04-01,4873.253,0,5.9e-06,-3.541
"05","2021","Azerbaijan",0.0324508428144843,2021-05-01,4873.253,0,6.7e-06,-3.428
"06","2021","Azerbaijan",0.0330620850973247,2021-06-01,4873.253,0,6.8e-06,-3.4094
"07","2021","Azerbaijan",0.0333965677839953,2021-07-01,4873.253,0,6.9e-06,-3.3993
"08","2021","Azerbaijan",0.0370794181654246,2021-08-01,4873.253,0,7.6e-06,-3.2947
"09","2021","Azerbaijan",0.0455717945493593,2021-09-01,4873.253,0,9.4e-06,-3.0885
"10","2021","Azerbaijan",0.0496302102584061,2021-10-01,4873.253,0,1.02e-05,-3.0032
"11","2021","Azerbaijan",0.0554732313033358,2021-11-01,4873.253,0,1.14e-05,-2.8919
"12","2021","Azerbaijan",0.0598035295389322,2021-12-01,4873.253,0,1.23e-05,-2.8167
"01","2021","Bahamas",0.0204399456371946,2021-01-01,4873.253,0,4.2e-06,-3.8903
"02","2021","Bahamas",0.0212461347546586,2021-02-01,4873.253,0,4.4e-06,-3.8516
"03","2021","Bahamas",0.022295378242803,2021-03-01,4873.253,0,4.6e-06,-3.8034
"04","2021","Bahamas",0.0245510890498278,2021-04-01,4873.253,0,5e-06,-3.707
"05","2021","Bahamas",0.0283249805097136,2021-05-01,4873.253,0,5.8e-06,-3.564
"06","2021","Bahamas",0.0310338514118317,2021-06-01,4873.253,0,6.4e-06,-3.4727
"07","2021","Bahamas",0.0342731271606656,2021-07-01,4873.253,0,7e-06,-3.3734
"08","2021","Bahamas",0.0419720363608682,2021-08-01,4873.253,0,8.6e-06,-3.1708
"09","2021","Bahamas",0.0501938556161337,2021-09-01,4873.253,0,1.03e-05,-2.9919
"10","2021","Bahamas",0.0554301775256655,2021-10-01,4873.253,0,1.14e-05,-2.8926
"11","2021","Bahamas",0.0574743334147069,2021-11-01,4873.253,0,1.18e-05,-2.8564
"12","2021","Bahamas",0.0589261245960851,2021-12-01,4873.253,0,1.21e-05,-2.8315
"01","2021","Bahrain",0.0573040402055975,2021-01-01,4873.253,0,1.18e-05,-2.8594
"02","2021","Bahrain",0.0664298437732058,2021-02-01,4873.253,0,1.36e-05,-2.7116
"03","2021","Bahrain",0.0780965383031471,2021-03-01,4873.253,0,1.6e-05,-2.5498
"04","2021","Bahrain",0.0947738860421933,2021-04-01,4873.253,0,1.94e-05,-2.3563
"05","2021","Bahrain",0.120163362870851,2021-05-01,4873.253,0,2.47e-05,-2.1189
"06","2021","Bahrain",0.151835829734234,2021-06-01,4873.253,0,3.12e-05,-1.885
"07","2021","Bahrain",0.157299977574961,2021-07-01,4873.253,0,3.23e-05,-1.8496
"08","2021","Bahrain",0.159242836362262,2021-08-01,4873.253,0,3.27e-05,-1.8373
"09","2021","Bahrain",0.160997808119459,2021-09-01,4873.253,0,3.3e-05,-1.8264
"10","2021","Bahrain",0.162220898175784,2021-10-01,4873.253,0,3.33e-05,-1.8188
"11","2021","Bahrain",0.162946013604195,2021-11-01,4873.253,0,3.34e-05,-1.8143
"12","2021","Bahrain",0.163818954695185,2021-12-01,4873.253,0,3.36e-05,-1.809
"01","2021","Bangladesh",0.00319494477595418,2021-01-01,4873.253,0,7e-07,-5.7462
"02","2021","Bangladesh",0.00328447076813515,2021-02-01,4873.253,0,7e-07,-5.7185
"03","2021","Bangladesh",0.00344407652987368,2021-03-01,4873.253,0,7e-07,-5.6711
"04","2021","Bangladesh",0.00425706252114625,2021-04-01,4873.253,0,9e-07,-5.4592
"05","2021","Bangladesh",0.00474237006522758,2021-05-01,4873.253,0,1e-06,-5.3512
"06","2021","Bangladesh",0.00511868697692553,2021-06-01,4873.253,0,1.1e-06,-5.2749
"07","2021","Bangladesh",0.00654888740342449,2021-07-01,4873.253,0,1.3e-06,-5.0285
"08","2021","Bangladesh",0.00857040518474396,2021-08-01,4873.253,0,1.8e-06,-4.7594
"09","2021","Bangladesh",0.00931805543287511,2021-09-01,4873.253,0,1.9e-06,-4.6758
"10","2021","Bangladesh",0.00949922898970556,2021-10-01,4873.253,0,1.9e-06,-4.6565
"11","2021","Bangladesh",0.00955094557208544,2021-11-01,4873.253,0,2e-06,-4.6511
"12","2021","Bangladesh",0.0095971437176333,2021-12-01,4873.253,0,2e-06,-4.6463
"01","2021","Barbados",0.00363046487843465,2021-01-01,4873.253,0,7e-07,-5.6184
"02","2021","Barbados",0.00786427400716943,2021-02-01,4873.253,0,1.6e-06,-4.8454
"03","2021","Barbados",0.0119529649264225,2021-03-01,4873.253,0,2.5e-06,-4.4268
"04","2021","Barbados",0.0130717202965273,2021-04-01,4873.253,0,2.7e-06,-4.3373
"05","2021","Barbados",0.0137812186359972,2021-05-01,4873.253,0,2.8e-06,-4.2844
"06","2021","Barbados",0.0140720531995226,2021-06-01,4873.253,0,2.9e-06,-4.2636
"07","2021","Barbados",0.0147232401949554,2021-07-01,4873.253,0,3e-06,-4.2183
"08","2021","Barbados",0.0160113356893601,2021-08-01,4873.253,0,3.3e-06,-4.1345
"09","2021","Barbados",0.0221776031680302,2021-09-01,4873.253,0,4.6e-06,-3.8087
"10","2021","Barbados",0.0447653314513856,2021-10-01,4873.253,0,9.2e-06,-3.1063
"11","2021","Barbados",0.0773255942086478,2021-11-01,4873.253,0,1.59e-05,-2.5597
"12","2021","Barbados",0.0938878493699445,2021-12-01,4873.253,0,1.93e-05,-2.3657
"01","2021","Belarus",0.0235825819756546,2021-01-01,4873.253,0,4.8e-06,-3.7472
"02","2021","Belarus",0.0284250053522364,2021-02-01,4873.253,0,5.8e-06,-3.5605
"03","2021","Belarus",0.0322662371463584,2021-03-01,4873.253,0,6.6e-06,-3.4337
"04","2021","Belarus",0.0360855522493803,2021-04-01,4873.253,0,7.4e-06,-3.3219
"05","2021","Belarus",0.0398864330757119,2021-05-01,4873.253,0,8.2e-06,-3.2217
"06","2021","Belarus",0.0430588892753952,2021-06-01,4873.253,0,8.8e-06,-3.1452
"07","2021","Belarus",0.0457341002118975,2021-07-01,4873.253,0,9.4e-06,-3.0849
"08","2021","Belarus",0.0489849840755412,2021-08-01,4873.253,0,1.01e-05,-3.0162
"09","2021","Belarus",0.0539795610711076,2021-09-01,4873.253,0,1.11e-05,-2.9191
"10","2021","Belarus",0.0603203471001403,2021-10-01,4873.253,0,1.24e-05,-2.8081
"11","2021","Belarus",0.066623619481936,2021-11-01,4873.253,0,1.37e-05,-2.7087
"12","2021","Belarus",0.071883741528846,2021-12-01,4873.253,0,1.48e-05,-2.6327
"01","2021","Belgium",0.820534270797863,2021-01-01,4873.253,0,0.0001684,-0.1978
"02","2021","Belgium",0.89763172576415,2021-02-01,4873.253,0,0.0001842,-0.108
"03","2021","Belgium",0.994079430390382,2021-03-01,4873.253,0,0.000204,-0.0059
"04","2021","Belgium",1.13977614142275,2021-04-01,4873.253,0,0.0002339,0.1308
"05","2021","Belgium",1.24955202893231,2021-05-01,4873.253,0,0.0002564,0.2228
"06","2021","Belgium",1.30485337282848,2021-06-01,4873.253,0,0.0002678,0.2661
"07","2021","Belgium",1.33741767375494,2021-07-01,4873.253,0,0.0002744,0.2907
"08","2021","Belgium",1.40000987047623,2021-08-01,4873.253,0,0.0002873,0.3365
"09","2021","Belgium",1.4733936973794,2021-09-01,4873.253,0,0.0003023,0.3876
"10","2021","Belgium",1.56540332157032,2021-10-01,4873.253,0,0.0003212,0.4481
"11","2021","Belgium",1.86330327580297,2021-11-01,4873.253,0,0.0003824,0.6224
"12","2021","Belgium",2.38127334512173,2021-12-01,4873.253,0,0.0004886,0.8676
"01","2021","Belize",0.0288239303256116,2021-01-01,4873.253,0,5.9e-06,-3.5465
"02","2021","Belize",0.0305565565486445,2021-02-01,4873.253,0,6.3e-06,-3.4882
"03","2021","Belize",0.0311315257169435,2021-03-01,4873.253,0,6.4e-06,-3.4695
"04","2021","Belize",0.0315354738976731,2021-04-01,4873.253,0,6.5e-06,-3.4566
"05","2021","Belize",0.0320175209802234,2021-05-01,4873.253,0,6.6e-06,-3.4415
"06","2021","Belize",0.0326827137735012,2021-06-01,4873.253,0,6.7e-06,-3.4209
"07","2021","Belize",0.0344491605760746,2021-07-01,4873.253,0,7.1e-06,-3.3683
"08","2021","Belize",0.0379740766271918,2021-08-01,4873.253,0,7.8e-06,-3.2709
"09","2021","Belize",0.0460177740444628,2021-09-01,4873.253,0,9.4e-06,-3.0787
"10","2021","Belize",0.0601180358894201,2021-10-01,4873.253,0,1.23e-05,-2.8114
"11","2021","Belize",0.0729562405741481,2021-11-01,4873.253,0,1.5e-05,-2.6179
"12","2021","Belize",0.0785982696604182,2021-12-01,4873.253,0,1.61e-05,-2.5434
"01","2021","Benin",0.000286935893083763,2021-01-01,4873.253,0,1e-07,-8.1563
"02","2021","Benin",0.000394494564411611,2021-02-01,4873.253,0,1e-07,-7.8379
"03","2021","Benin",0.000540946374050807,2021-03-01,4873.253,0,1e-07,-7.5222
"04","2021","Benin",0.00062461516617425,2021-04-01,4873.253,0,1e-07,-7.3784
"05","2021","Benin",0.000657835046175855,2021-05-01,4873.253,0,1e-07,-7.3266
"06","2021","Benin",0.000670488650491947,2021-06-01,4873.253,0,1e-07,-7.3075
"07","2021","Benin",0.000681857239532064,2021-07-01,4873.253,0,1e-07,-7.2907
"08","2021","Benin",0.000842405210348814,2021-08-01,4873.253,0,2e-07,-7.0792
"09","2021","Benin",0.00168063465322159,2021-09-01,4873.253,0,3e-07,-6.3886
"10","2021","Benin",0.00201590585309682,2021-10-01,4873.253,0,4e-07,-6.2067
"11","2021","Benin",0.00204790848091403,2021-11-01,4873.253,0,4e-07,-6.1909
"12","2021","Benin",0.00205413966970463,2021-12-01,4873.253,0,4e-07,-6.1879
"01","2021","Bhutan",0.0010574427093811,2021-01-01,4873.253,0,2e-07,-6.8519
"02","2021","Bhutan",0.00111931718458056,2021-02-01,4873.253,0,2e-07,-6.795
"03","2021","Bhutan",0.00112596285647826,2021-03-01,4873.253,0,2e-07,-6.7891
"04","2021","Bhutan",0.00123853266494905,2021-04-01,4873.253,0,3e-07,-6.6938
"05","2021","Bhutan",0.00170526955466336,2021-05-01,4873.253,0,3e-07,-6.374
"06","2021","Bhutan",0.00240345320359628,2021-06-01,4873.253,0,5e-07,-6.0308
"07","2021","Bhutan",0.00305368250431062,2021-07-01,4873.253,0,6e-07,-5.7914
"08","2021","Bhutan",0.00332717780773322,2021-08-01,4873.253,0,7e-07,-5.7056
"09","2021","Bhutan",0.00336602679412278,2021-09-01,4873.253,0,7e-07,-5.694
"10","2021","Bhutan",0.00338884175951377,2021-10-01,4873.253,0,7e-07,-5.6873
"11","2021","Bhutan",0.00340607282762148,2021-11-01,4873.253,0,7e-07,-5.6822
"12","2021","Bhutan",0.00343658429031606,2021-12-01,4873.253,0,7e-07,-5.6733
"01","2021","Bolivia",0.0159684041872328,2021-01-01,4873.253,0,3.3e-06,-4.1371
"02","2021","Bolivia",0.0202044020818051,2021-02-01,4873.253,0,4.1e-06,-3.9019
"03","2021","Bolivia",0.0223655109624517,2021-03-01,4873.253,0,4.6e-06,-3.8002
"04","2021","Bolivia",0.0246138827091637,2021-04-01,4873.253,0,5.1e-06,-3.7044
"05","2021","Bolivia",0.0286381759237055,2021-05-01,4873.253,0,5.9e-06,-3.553
"06","2021","Bolivia",0.0351296851342812,2021-06-01,4873.253,0,7.2e-06,-3.3487
"07","2021","Bolivia",0.0393195453852112,2021-07-01,4873.253,0,8.1e-06,-3.236
"08","2021","Bolivia",0.0413620536377407,2021-08-01,4873.253,0,8.5e-06,-3.1854
"09","2021","Bolivia",0.0424847426776146,2021-09-01,4873.253,0,8.7e-06,-3.1586
"10","2021","Bolivia",0.0433962383188714,2021-10-01,4873.253,0,8.9e-06,-3.1374
"11","2021","Bolivia",0.0449829260254558,2021-11-01,4873.253,0,9.2e-06,-3.1015
"12","2021","Bolivia",0.0480669225310038,2021-12-01,4873.253,0,9.9e-06,-3.0352
"01","2021","Bosnia and Herzegovina",0.035712035163568,2021-01-01,4873.253,0,7.3e-06,-3.3323
"02","2021","Bosnia and Herzegovina",0.0384845903925005,2021-02-01,4873.253,0,7.9e-06,-3.2575
"03","2021","Bosnia and Herzegovina",0.0450740185377817,2021-03-01,4873.253,0,9.2e-06,-3.0994
"04","2021","Bosnia and Herzegovina",0.0569281819710448,2021-04-01,4873.253,0,1.17e-05,-2.866
"05","2021","Bosnia and Herzegovina",0.0615548270780279,2021-05-01,4873.253,0,1.26e-05,-2.7878
"06","2021","Bosnia and Herzegovina",0.062382223116309,2021-06-01,4873.253,0,1.28e-05,-2.7745
"07","2021","Bosnia and Herzegovina",0.0625690223608384,2021-07-01,4873.253,0,1.28e-05,-2.7715
"08","2021","Bosnia and Herzegovina",0.0635352653572064,2021-08-01,4873.253,0,1.3e-05,-2.7562
"09","2021","Bosnia and Herzegovina",0.0683534731461542,2021-09-01,4873.253,0,1.4e-05,-2.6831
"10","2021","Bosnia and Herzegovina",0.0744281822578212,2021-10-01,4873.253,0,1.53e-05,-2.5979
"11","2021","Bosnia and Herzegovina",0.0808198267808456,2021-11-01,4873.253,0,1.66e-05,-2.5155
"12","2021","Bosnia and Herzegovina",0.08636260866141,2021-12-01,4873.253,0,1.77e-05,-2.4492
"01","2021","Botswana",0.00763067405345994,2021-01-01,4873.253,0,1.6e-06,-4.8756
"02","2021","Botswana",0.0108645845198229,2021-02-01,4873.253,0,2.2e-06,-4.5222
"03","2021","Botswana",0.0149155199818931,2021-03-01,4873.253,0,3.1e-06,-4.2054
"04","2021","Botswana",0.0186460426300962,2021-04-01,4873.253,0,3.8e-06,-3.9821
"05","2021","Botswana",0.0214505480938884,2021-05-01,4873.253,0,4.4e-06,-3.842
"06","2021","Botswana",0.0263762292032105,2021-06-01,4873.253,0,5.4e-06,-3.6353
"07","2021","Botswana",0.0368588227426814,2021-07-01,4873.253,0,7.6e-06,-3.3007
"08","2021","Botswana",0.0586626200482508,2021-08-01,4873.253,0,1.2e-05,-2.836
"09","2021","Botswana",0.0717488970392813,2021-09-01,4873.253,0,1.47e-05,-2.6346
"10","2021","Botswana",0.0777274876843912,2021-10-01,4873.253,0,1.59e-05,-2.5545
"11","2021","Botswana",0.0821697762185723,2021-11-01,4873.253,0,1.69e-05,-2.499
"12","2021","Botswana",0.085934660829934,2021-12-01,4873.253,0,1.76e-05,-2.4542
"01","2021","Brazil",2.81193634606919,2021-01-01,4873.253,0,0.000577,1.0339
"02","2021","Brazil",3.29605845838218,2021-02-01,4873.253,0,0.0006764,1.1927
"03","2021","Brazil",3.88795931983165,2021-03-01,4873.253,0,0.0007978,1.3579
"04","2021","Brazil",4.58973543975108,2021-04-01,4873.253,0,0.0009418,1.5238
"05","2021","Brazil",5.21601654958751,2021-05-01,4873.253,0,0.0010703,1.6517
"06","2021","Brazil",5.87584595992449,2021-06-01,4873.253,0,0.0012057,1.7709
"07","2021","Brazil",6.43451550774585,2021-07-01,4873.253,0,0.0013204,1.8617
"08","2021","Brazil",6.79992985351911,2021-08-01,4873.253,0,0.0013954,1.9169
"09","2021","Brazil",7.04182698114612,2021-09-01,4873.253,0,0.001445,1.9519
"10","2021","Brazil",7.21580380735911,2021-10-01,4873.253,0,0.0014807,1.9763
"11","2021","Brazil",7.32522430316086,2021-11-01,4873.253,0,0.0015031,1.9913
"12","2021","Brazil",7.40387460950755,2021-12-01,4873.253,0,0.0015193,2.002
"01","2021","Brunei",0.000396623706594903,2021-01-01,4873.253,0,1e-07,-7.8325
"02","2021","Brunei",0.000419036690731819,2021-02-01,4873.253,0,1e-07,-7.7776
"03","2021","Brunei",0.000453842519816254,2021-03-01,4873.253,0,1e-07,-7.6978
"04","2021","Brunei",0.000501962361966065,2021-04-01,4873.253,0,1e-07,-7.597
"05","2021","Brunei",0.000533108272667996,2021-05-01,4873.253,0,1e-07,-7.5368
"06","2021","Brunei",0.000573127031983719,2021-06-01,4873.253,0,1e-07,-7.4644
"07","2021","Brunei",0.00066679088654726,2021-07-01,4873.253,0,1e-07,-7.313
"08","2021","Brunei",0.00260183381872239,2021-08-01,4873.253,0,5e-07,-5.9515
"09","2021","Brunei",0.0108502501811499,2021-09-01,4873.253,0,2.2e-06,-4.5236
"10","2021","Brunei",0.0236339506058595,2021-10-01,4873.253,0,4.8e-06,-3.7451
"11","2021","Brunei",0.0325661416176933,2021-11-01,4873.253,0,6.7e-06,-3.4245
