"country","date","month","year","value","min","max","normalised_value"
"Dominican Republic",Oct 2021,"10","2021",34.121703855596,17.6688391571074,37.9336309665696,0.811894089669666
"Dominican Republic",Nov 2021,"11","2021",36.5480403710554,17.6688391571074,37.9336309665696,0.931625717720563
"Dominican Republic",Dec 2021,"12","2021",37.9336309665696,17.6688391571074,37.9336309665696,1
"Ecuador",Jan 2021,"01","2021",13.0280286028943,13.0280286028943,30.3911145835539,0
"Ecuador",Feb 2021,"02","2021",15.1262329615319,13.0280286028943,30.3911145835539,0.120842824885782
"Ecuador",Mar 2021,"03","2021",17.334159318351,13.0280286028943,30.3911145835539,0.248004918034341
"Ecuador",Apr 2021,"04","2021",20.1294333295925,13.0280286028943,30.3911145835539,0.408994388129409
"Ecuador",May 2021,"05","2021",23.1543039695806,13.0280286028943,30.3911145835539,0.583207119861397
"Ecuador",Jun 2021,"06","2021",25.0394886147868,13.0280286028943,30.3911145835539,0.691781404830444
"Ecuador",Jul 2021,"07","2021",26.8397428534725,13.0280286028943,30.3911145835539,0.795464254796805
"Ecuador",Aug 2021,"08","2021",28.0804043099392,13.0280286028943,30.3911145835539,0.866918226622357
"Ecuador",Sep 2021,"09","2021",28.6913324559345,13.0280286028943,30.3911145835539,0.90210368539828
"Ecuador",Oct 2021,"10","2021",29.1109164261353,13.0280286028943,30.3911145835539,0.926268973220279
"Ecuador",Nov 2021,"11","2021",29.6083030192419,13.0280286028943,30.3911145835539,0.954915182405714
"Ecuador",Dec 2021,"12","2021",30.3911145835539,13.0280286028943,30.3911145835539,1
"Egypt",Jan 2021,"01","2021",1.51063599069479,1.51063599069479,3.6413526071119,0
"Egypt",Feb 2021,"02","2021",1.70272126652964,1.51063599069479,3.6413526071119,0.0901505504555783
"Egypt",Mar 2021,"03","2021",1.87910602799322,1.51063599069479,3.6413526071119,0.172932446510896
"Egypt",Apr 2021,"04","2021",2.09614030451389,1.51063599069479,3.6413526071119,0.274792203387256
"Egypt",May 2021,"05","2021",2.40053191105243,1.51063599069479,3.6413526071119,0.417650997556889
"Egypt",Jun 2021,"06","2021",2.67696778374717,1.51063599069479,3.6413526071119,0.547389448256905
"Egypt",Jul 2021,"07","2021",2.76849223422938,1.51063599069479,3.6413526071119,0.590344222147068
"Egypt",Aug 2021,"08","2021",2.7927019212783,1.51063599069479,3.6413526071119,0.601706449701113
"Egypt",Sep 2021,"09","2021",2.88762844820948,1.51063599069479,3.6413526071119,0.646257905394363
"Egypt",Oct 2021,"10","2021",3.10499496881428,1.51063599069479,3.6413526071119,0.748273592947554
"Egypt",Nov 2021,"11","2021",3.37397483034127,1.51063599069479,3.6413526071119,0.874512746223267
"Egypt",Dec 2021,"12","2021",3.6413526071119,1.51063599069479,3.6413526071119,1
"El Salvador",Jan 2021,"01","2021",7.82395954019131,7.82395954019131,18.6465429928014,0
"El Salvador",Feb 2021,"02","2021",8.91597187849802,7.82395954019131,18.6465429928014,0.100901262909028
"El Salvador",Mar 2021,"03","2021",9.6447181709542,7.82395954019131,18.6465429928014,0.168236968440634
"El Salvador",Apr 2021,"04","2021",10.3345805451707,7.82395954019131,18.6465429928014,0.231979824038584
"El Salvador",May 2021,"05","2021",10.9997635625777,7.82395954019131,18.6465429928014,0.293442322370861
"El Salvador",Jun 2021,"06","2021",11.739717388756,7.82395954019131,18.6465429928014,0.361813597068668
"El Salvador",Jul 2021,"07","2021",12.7488912181016,7.82395954019131,18.6465429928014,0.455060633117368
"El Salvador",Aug 2021,"08","2021",14.0081202958354,7.82395954019131,18.6465429928014,0.571412619059326
"El Salvador",Sep 2021,"09","2021",15.3684773773328,7.82395954019131,18.6465429928014,0.697108769840157
"El Salvador",Oct 2021,"10","2021",16.877576695312,7.82395954019131,18.6465429928014,0.836548611037713
"El Salvador",Nov 2021,"11","2021",18.0630233321477,7.82395954019131,18.6465429928014,0.946083145192753
"El Salvador",Dec 2021,"12","2021",18.6465429928014,7.82395954019131,18.6465429928014,1
"Equatorial Guinea",Jan 2021,"01","2021",3.82095456151268,3.82095456151268,9.7077808869959,0
"Equatorial Guinea",Feb 2021,"02","2021",4.07200667556267,3.82095456151268,9.7077808869959,0.0426464278321266
"Equatorial Guinea",Mar 2021,"03","2021",4.68719517038959,3.82095456151268,9.7077808869959,0.147149000324177
"Equatorial Guinea",Apr 2021,"04","2021",5.20352439025839,3.82095456151268,9.7077808869959,0.23485826696819
"Equatorial Guinea",May 2021,"05","2021",5.69975974037844,3.82095456151268,9.7077808869959,0.319154171532576
"Equatorial Guinea",Jun 2021,"06","2021",6.17661628599023,3.82095456151268,9.7077808869959,0.400158182734257
"Equatorial Guinea",Jul 2021,"07","2021",6.2876307393901,3.82095456151268,9.7077808869959,0.419016298680248
"Equatorial Guinea",Aug 2021,"08","2021",6.44168016419369,3.82095456151268,9.7077808869959,0.445184800396824
"Equatorial Guinea",Sep 2021,"09","2021",7.72681104929846,3.82095456151268,9.7077808869959,0.663491034358852
"Equatorial Guinea",Oct 2021,"10","2021",9.18914015933999,3.82095456151268,9.7077808869959,0.911898075638687
"Equatorial Guinea",Nov 2021,"11","2021",9.61751788745662,3.82095456151268,9.7077808869959,0.984666950484247
"Equatorial Guinea",Dec 2021,"12","2021",9.7077808869959,3.82095456151268,9.7077808869959,1
"Eritrea",Jan 2021,"01","2021",0.494091113257408,0.494091113257408,2.17176329866652,0
"Eritrea",Feb 2021,"02","2021",0.714803942108494,0.494091113257408,2.17176329866652,0.13155897246831
"Eritrea",Mar 2021,"03","2021",0.86464125633326,0.494091113257408,2.17176329866652,0.220871601912796
"Eritrea",Apr 2021,"04","2021",0.985367338262802,0.494091113257408,2.17176329866652,0.292832073678085
"Eritrea",May 2021,"05","2021",1.08723694343995,0.494091113257408,2.17176329866652,0.353552878411642
"Eritrea",Jun 2021,"06","2021",1.43211745229776,0.494091113257408,2.17176329866652,0.559123735374806
"Eritrea",Jul 2021,"07","2021",1.79109847742531,0.494091113257408,2.17176329866652,0.773099402522202
"Eritrea",Aug 2021,"08","2021",1.8623014456613,0.494091113257408,2.17176329866652,0.815540928855684
"Eritrea",Sep 2021,"09","2021",1.88040902388047,0.494091113257408,2.17176329866652,0.826334204429215
"Eritrea",Oct 2021,"10","2021",1.90853607615996,0.494091113257408,2.17176329866652,0.843099727827718
"Eritrea",Nov 2021,"11","2021",1.99950541770633,0.494091113257408,2.17176329866652,0.89732327777838
"Eritrea",Dec 2021,"12","2021",2.17176329866652,0.494091113257408,2.17176329866652,1
"Estonia",Jan 2021,"01","2021",27.4214668104672,27.4214668104672,174.135220517695,0
"Estonia",Feb 2021,"02","2021",40.2653069378284,27.4214668104672,174.135220517695,0.0875435315559547
"Estonia",Mar 2021,"03","2021",65.9745203070158,27.4214668104672,174.135220517695,0.26277736423732
"Estonia",Apr 2021,"04","2021",87.2498283126241,27.4214668104672,174.135220517695,0.407789726527933
"Estonia",May 2021,"05","2021",95.5029981123082,27.4214668104672,174.135220517695,0.464043278707871
"Estonia",Jun 2021,"06","2021",98.4070326365577,27.4214668104672,174.135220517695,0.483837159314625
"Estonia",Jul 2021,"07","2021",99.4357156771943,27.4214668104672,174.135220517695,0.490848656291856
"Estonia",Aug 2021,"08","2021",103.595242229786,27.4214668104672,174.135220517695,0.519199962474726
"Estonia",Sep 2021,"09","2021",111.949014189054,27.4214668104672,174.135220517695,0.576139218326213
"Estonia",Oct 2021,"10","2021",130.077325401884,27.4214668104672,174.135220517695,0.699701670753176
"Estonia",Nov 2021,"11","2021",159.782813270724,27.4214668104672,174.135220517695,0.9021740846764
"Estonia",Dec 2021,"12","2021",174.135220517695,27.4214668104672,174.135220517695,1
"Eswatini",Jan 2021,"01","2021",10.980371962985,10.980371962985,48.869370081271,0
"Eswatini",Feb 2021,"02","2021",14.2312392287396,10.980371962985,48.869370081271,0.0857997684606407
"Eswatini",Mar 2021,"03","2021",14.8571041847143,10.980371962985,48.869370081271,0.102318150763091
"Eswatini",Apr 2021,"04","2021",15.5458768472963,10.980371962985,48.869370081271,0.120496848981285
"Eswatini",May 2021,"05","2021",15.9633437808737,10.980371962985,48.869370081271,0.131515006079926
"Eswatini",Jun 2021,"06","2021",16.2045193610559,10.980371962985,48.869370081271,0.137880325622798
"Eswatini",Jul 2021,"07","2021",18.3528557864622,10.980371962985,48.869370081271,0.194581123535149
"Eswatini",Aug 2021,"08","2021",31.1806028313461,10.980371962985,48.869370081271,0.533142386222454
"Eswatini",Sep 2021,"09","2021",38.8286770950774,10.980371962985,48.869370081271,0.7349971367718
"Eswatini",Oct 2021,"10","2021",39.9082065260851,10.980371962985,48.869370081271,0.763489033750379
"Eswatini",Nov 2021,"11","2021",40.069507414469,10.980371962985,48.869370081271,0.767746229675177
"Eswatini",Dec 2021,"12","2021",48.869370081271,10.980371962985,48.869370081271,1
"Ethiopia",Jan 2021,"01","2021",1.13708069596041,1.13708069596041,3.3260917011854,0
"Ethiopia",Feb 2021,"02","2021",1.28621351585497,1.13708069596041,3.3260917011854,0.0681279443267268
"Ethiopia",Mar 2021,"03","2021",1.56826801124857,1.13708069596041,3.3260917011854,0.196978139561176
"Ethiopia",Apr 2021,"04","2021",2.05275497256089,1.13708069596041,3.3260917011854,0.418305012818503
"Ethiopia",May 2021,"05","2021",2.31116469459332,1.13708069596041,3.3260917011854,0.536353629940858
"Ethiopia",Jun 2021,"06","2021",2.38648239300846,1.13708069596041,3.3260917011854,0.570760811190913
"Ethiopia",Jul 2021,"07","2021",2.41551751555183,1.13708069596041,3.3260917011854,0.58402484799752
"Ethiopia",Aug 2021,"08","2021",2.53746496850337,1.13708069596041,3.3260917011854,0.639733774385033
"Ethiopia",Sep 2021,"09","2021",2.85423196433721,1.13708069596041,3.3260917011854,0.784441587675027
"Ethiopia",Oct 2021,"10","2021",3.11061589292234,1.13708069596041,3.3260917011854,0.901564767034641
"Ethiopia",Nov 2021,"11","2021",3.20907041783252,1.13708069596041,3.3260917011854,0.946541482398416
"Ethiopia",Dec 2021,"12","2021",3.3260917011854,1.13708069596041,3.3260917011854,1
"Fiji",Jan 2021,"01","2021",0.0596982399706597,0.0596982399706597,58.8038818897491,0
"Fiji",Feb 2021,"02","2021",0.062827603923311,0.0596982399706597,58.8038818897491,5.32710433309949e-05
"Fiji",Mar 2021,"03","2021",0.073084463761549,0.0596982399706597,58.8038818897491,0.000227873177550572
"Fiji",Apr 2021,"04","2021",0.0876425818753505,0.0596982399706597,58.8038818897491,0.000475695467508572
"Fiji",May 2021,"05","2021",0.226162410015429,0.0596982399706597,58.8038818897491,0.0028337132240563
"Fiji",Jun 2021,"06","2021",1.96758897748586,0.0596982399706597,58.8038818897491,0.0324779513302913
"Fiji",Jul 2021,"07","2021",17.6132478131156,0.0596982399706597,58.8038818897491,0.298813405558513
"Fiji",Aug 2021,"08","2021",44.9373733436527,0.0596982399706597,58.8038818897491,0.763950953361344
"Fiji",Sep 2021,"09","2021",55.0394298658552,0.0596982399706597,58.8038818897491,0.93591787663036
"Fiji",Oct 2021,"10","2021",57.6710906936813,0.0596982399706597,58.8038818897491,0.980716538630935
"Fiji",Nov 2021,"11","2021",58.4346224266844,0.0596982399706597,58.8038818897491,0.99371411022977
"Fiji",Dec 2021,"12","2021",58.8038818897491,0.0596982399706597,58.8038818897491,1
"Finland",Jan 2021,"01","2021",7.33920836089614,7.33920836089614,39.3323427315447,0
"Finland",Feb 2021,"02","2021",9.28456899835519,7.33920836089614,39.3323427315447,0.0608055658105129
"Finland",Mar 2021,"03","2021",12.3977468903559,7.33920836089614,39.3323427315447,0.158113252388943
"Finland",Apr 2021,"04","2021",15.0550945443051,7.33920836089614,39.3323427315447,0.241173187160049
"Finland",May 2021,"05","2021",16.2921763639134,7.33920836089614,39.3323427315447,0.279840290085207
"Finland",Jun 2021,"06","2021",17.0052870404161,7.33920836089614,39.3323427315447,0.302129780956625
"Finland",Jul 2021,"07","2021",18.1299141980306,7.33920836089614,39.3323427315447,0.337281921556089
"Finland",Aug 2021,"08","2021",21.3731412403766,7.33920836089614,39.3323427315447,0.438654516212565
"Finland",Sep 2021,"09","2021",24.4333075003396,7.33920836089614,39.3323427315447,0.5343052337856
"Finland",Oct 2021,"10","2021",27.2616234469857,7.33920836089614,39.3323427315447,0.622709074243346
"Finland",Nov 2021,"11","2021",31.1992055903224,7.33920836089614,39.3323427315447,0.7457849222587
"Finland",Dec 2021,"12","2021",39.3323427315447,7.33920836089614,39.3323427315447,1
"France",Jan 2021,"01","2021",7905.45528826104,7905.45528826104,23152.6272417048,0
"France",Feb 2021,"02","2021",9455.16238077324,7905.45528826104,23152.6272417048,0.101638985724313
"France",Mar 2021,"03","2021",11275.9767494143,7905.45528826104,23152.6272417048,0.22105879512902
"France",Apr 2021,"04","2021",14019.4428431554,7905.45528826104,23152.6272417048,0.400991578868729
"France",May 2021,"05","2021",15474.2951164029,7905.45528826104,23152.6272417048,0.496409422760685
"France",Jun 2021,"06","2021",15526.103550819,7905.45528826104,23152.6272417048,0.499807327275323
"France",Jul 2021,"07","2021",15922.5157729697,7905.45528826104,23152.6272417048,0.525806392765048
"France",Aug 2021,"08","2021",17529.1921029127,7905.45528826104,23152.6272417048,0.631181759085368
"France",Sep 2021,"09","2021",18751.093274389,7905.45528826104,23152.6272417048,0.711321287596443
"France",Oct 2021,"10","2021",19229.8433731917,7905.45528826104,23152.6272417048,0.742720559557467
"France",Nov 2021,"11","2021",19945.370010659,7905.45528826104,23152.6272417048,0.789649041747617
"France",Dec 2021,"12","2021",23152.6272417048,7905.45528826104,23152.6272417048,1
"Gabon",Jan 2021,"01","2021",4.49801361114641,4.49801361114641,17.1332125793187,0
"Gabon",Feb 2021,"02","2021",5.72539796930648,4.49801361114641,17.1332125793187,0.0971400894637126
"Gabon",Mar 2021,"03","2021",7.67825613795547,4.49801361114641,17.1332125793187,0.251697067439934
"Gabon",Apr 2021,"04","2021",9.6009784963242,4.49801361114641,17.1332125793187,0.40386897729367
"Gabon",May 2021,"05","2021",10.691202913123,4.49801361114641,17.1332125793187,0.490153682389728
"Gabon",Jun 2021,"06","2021",11.1305154987492,4.49801361114641,17.1332125793187,0.524922631159971
"Gabon",Jul 2021,"07","2021",11.3376894675476,4.49801361114641,17.1332125793187,0.541319204678148
"Gabon",Aug 2021,"08","2021",11.5035358927434,4.49801361114641,17.1332125793187,0.554444951697526
"Gabon",Sep 2021,"09","2021",12.372371346963,4.49801361114641,17.1332125793187,0.623208052018166
"Gabon",Oct 2021,"10","2021",14.9450919777346,4.49801361114641,17.1332125793187,0.82682341551598
"Gabon",Nov 2021,"11","2021",16.4937344844773,4.49801361114641,17.1332125793187,0.949389155133032
"Gabon",Dec 2021,"12","2021",17.1332125793187,4.49801361114641,17.1332125793187,1
"Gambia",Jan 2021,"01","2021",1.61929433408229,1.61929433408229,4.15889224207019,0
"Gambia",Feb 2021,"02","2021",1.82680989756363,1.61929433408229,4.15889224207019,0.0817119760685866
"Gambia",Mar 2021,"03","2021",2.09100564435773,1.61929433408229,4.15889224207019,0.185742518054431
"Gambia",Apr 2021,"04","2021",2.35431983924948,1.61929433408229,4.15889224207019,0.289425937411305
"Gambia",May 2021,"05","2021",2.46169793326402,1.61929433408229,4.15889224207019,0.331707470907925
"Gambia",Jun 2021,"06","2021",2.49353378596832,1.61929433408229,4.15889224207019,0.344243255649346
"Gambia",Jul 2021,"07","2021",2.78786069583739,1.61929433408229,4.15889224207019,0.460138338466714
"Gambia",Aug 2021,"08","2021",3.73251134888905,1.61929433408229,4.15889224207019,0.832106928486581
"Gambia",Sep 2021,"09","2021",4.07495622064135,1.61929433408229,4.15889224207019,0.966949090182804
"Gambia",Oct 2021,"10","2021",4.11615137177104,1.61929433408229,4.15889224207019,0.983170221488715
"Gambia",Nov 2021,"11","2021",4.13039076456912,1.61929433408229,4.15889224207019,0.988777169247373
"Gambia",Dec 2021,"12","2021",4.15889224207019,1.61929433408229,4.15889224207019,1
"Georgia",Jan 2021,"01","2021",61.3824549784629,61.3824549784629,225.002914136382,0
"Georgia",Feb 2021,"02","2021",66.5175398780091,61.3824549784629,225.002914136382,0.0313841247358322
"Georgia",Mar 2021,"03","2021",69.1624046284936,61.3824549784629,225.002914136382,0.0475487582058542
"Georgia",Apr 2021,"04","2021",73.6982291660139,61.3824549784629,225.002914136382,0.0752703803114522
"Georgia",May 2021,"05","2021",82.5239756704485,61.3824549784629,225.002914136382,0.129210740519808
"Georgia",Jun 2021,"06","2021",89.1547834660884,61.3824549784629,225.002914136382,0.169736282556334
"Georgia",Jul 2021,"07","2021",97.1209464645956,61.3824549784629,225.002914136382,0.218423121839792
"Georgia",Aug 2021,"08","2021",121.782145511937,61.3824549784629,225.002914136382,0.3691450986284
"Georgia",Sep 2021,"09","2021",146.969026594889,61.3824549784629,225.002914136382,0.523079889012059
"Georgia",Oct 2021,"10","2021",165.637271996372,61.3824549784629,225.002914136382,0.637174700245082
"Georgia",Nov 2021,"11","2021",197.46671930913,61.3824549784629,225.002914136382,0.831706896747707
"Georgia",Dec 2021,"12","2021",225.002914136382,61.3824549784629,225.002914136382,1
"Germany",Jan 2021,"01","2021",773.805782742288,773.805782742288,2559.3375144395,0
"Germany",Feb 2021,"02","2021",906.028828828981,773.805782742288,2559.3375144395,0.0740524762116718
"Germany",Mar 2021,"03","2021",1010.68512826066,773.805782742288,2559.3375144395,0.132665995968167
"Germany",Apr 2021,"04","2021",1199.65915548823,773.805782742288,2559.3375144395,0.238502270884403
"Germany",May 2021,"05","2021",1386.43357947871,773.805782742288,2559.3375144395,0.343106642050036
"Germany",Jun 2021,"06","2021",1441.07335017004,773.805782742288,2559.3375144395,0.373708042025943
"Germany",Jul 2021,"07","2021",1452.79513119885,773.805782742288,2559.3375144395,0.380272910530221
"Germany",Aug 2021,"08","2021",1488.43127846365,773.805782742288,2559.3375144395,0.400231193338739
"Germany",Sep 2021,"09","2021",1590.42917941519,773.805782742288,2559.3375144395,0.457355857740302
"Germany",Oct 2021,"10","2021",1697.51938948199,773.805782742288,2559.3375144395,0.517332506805509
"Germany",Nov 2021,"11","2021",1985.36161941542,773.805782742288,2559.3375144395,0.678540635915501
"Germany",Dec 2021,"12","2021",2559.3375144395,773.805782742288,2559.3375144395,1
"Ghana",Jan 2021,"01","2021",1.88260548764186,1.88260548764186,4.29739886932756,0
"Ghana",Feb 2021,"02","2021",2.44192450101803,1.88260548764186,4.29739886932756,0.23162189262989
"Ghana",Mar 2021,"03","2021",2.83058295205352,1.88260548764186,4.29739886932756,0.392570839228452
"Ghana",Apr 2021,"04","2021",2.94620716939876,1.88260548764186,4.29739886932756,0.4404524585099
"Ghana",May 2021,"05","2021",3.00175353770443,1.88260548764186,4.29739886932756,0.463454993106419
"Ghana",Jun 2021,"06","2021",3.04932903312941,1.88260548764186,4.29739886932756,0.483156676813938
"Ghana",Jul 2021,"07","2021",3.18049527776365,1.88260548764186,4.29739886932756,0.537474468815951
"Ghana",Aug 2021,"08","2021",3.58716063640863,1.88260548764186,4.29739886932756,0.705880329842907
"Ghana",Sep 2021,"09","2021",3.9907353487093,1.88260548764186,4.29739886932756,0.873006310625143
"Ghana",Oct 2021,"10","2021",4.15016986642238,1.88260548764186,4.29739886932756,0.939030393232898
"Ghana",Nov 2021,"11","2021",4.20480796611543,1.88260548764186,4.29739886932756,0.961656800985808
"Ghana",Dec 2021,"12","2021",4.29739886932756,1.88260548764186,4.29739886932756,1
"Greece",Jan 2021,"01","2021",14.1929181465744,14.1929181465744,98.910970126723,0
"Greece",Feb 2021,"02","2021",16.5998135013652,14.1929181465744,98.910970126723,0.0284106550910164
"Greece",Mar 2021,"03","2021",21.708096903386,14.1929181465744,98.910970126723,0.0887081156985599
"Greece",Apr 2021,"04","2021",29.5205520018953,14.1929181465744,98.910970126723,0.180925239627942
"Greece",May 2021,"05","2021",36.0651641712806,14.1929181465744,98.910970126723,0.258176923494787
"Greece",Jun 2021,"06","2021",39.8388981759924,14.1929181465744,98.910970126723,0.302721550247962
"Greece",Jul 2021,"07","2021",43.5667316640118,14.1929181465744,98.910970126723,0.346724373741742
"Greece",Aug 2021,"08","2021",51.8961258393365,14.1929181465744,98.910970126723,0.445043374009554
"Greece",Sep 2021,"09","2021",59.830706080827,14.1929181465744,98.910970126723,0.538702045993061
"Greece",Oct 2021,"10","2021",66.7160844066239,14.1929181465744,98.910970126723,0.619976085762181
"Greece",Nov 2021,"11","2021",80.9511017370209,14.1929181465744,98.910970126723,0.788004233219261
"Greece",Dec 2021,"12","2021",98.910970126723,14.1929181465744,98.910970126723,1
"Grenada",Jan 2021,"01","2021",1.21556531384377,1.21556531384377,52.8057053590089,0
"Grenada",Feb 2021,"02","2021",1.31533341035736,1.21556531384377,52.8057053590089,0.00193385977293819
"Grenada",Mar 2021,"03","2021",1.34629592306848,1.21556531384377,52.8057053590089,0.00253402315074659
"Grenada",Apr 2021,"04","2021",1.39057996131024,1.21556531384377,52.8057053590089,0.00339240496950096
"Grenada",May 2021,"05","2021",1.42771586390141,1.21556531384377,52.8057053590089,0.00411223055165017
"Grenada",Jun 2021,"06","2021",1.43086945315902,1.21556531384377,52.8057053590089,0.00417335830309362
"Grenada",Jul 2021,"07","2021",1.44033022093186,1.21556531384377,52.8057053590089,0.00435674155742397
"Grenada",Aug 2021,"08","2021",1.94834478134016,1.21556531384377,52.8057053590089,0.0142038666081322
"Grenada",Sep 2021,"09","2021",27.1086068426962,1.21556531384377,52.8057053590089,0.501899035478176
"Grenada",Oct 2021,"10","2021",50.4436670050563,1.21556531384377,52.8057053590089,0.954215314168857
"Grenada",Nov 2021,"11","2021",52.1544509519874,1.21556531384377,52.8057053590089,0.987376378384486
"Grenada",Dec 2021,"12","2021",52.8057053590089,1.21556531384377,52.8057053590089,1
"Guatemala",Jan 2021,"01","2021",8.27203659289441,8.27203659289441,34.7731740241466,0
"Guatemala",Feb 2021,"02","2021",9.34421205551893,8.27203659289441,34.7731740241466,0.0404577148964227
"Guatemala",Mar 2021,"03","2021",10.305807630692,8.27203659289441,34.7731740241466,0.0767427829493548
"Guatemala",Apr 2021,"04","2021",11.6978826291124,8.27203659289441,34.7731740241466,0.129271660324209
"Guatemala",May 2021,"05","2021",13.471511908808,8.27203659289441,34.7731740241466,0.19619819448889
"Guatemala",Jun 2021,"06","2021",15.3454534818798,8.27203659289441,34.7731740241466,0.266909935746525
"Guatemala",Jul 2021,"07","2021",18.4344835866178,8.27203659289441,34.7731740241466,0.383472106436422
"Guatemala",Aug 2021,"08","2021",23.3445079786866,8.27203659289441,34.7731740241466,0.56874809335608
"Guatemala",Sep 2021,"09","2021",28.9877233581276,8.27203659289441,34.7731740241466,0.781690477209618
"Guatemala",Oct 2021,"10","2021",32.6631330388314,8.27203659289441,34.7731740241466,0.920379229352362
"Guatemala",Nov 2021,"11","2021",34.0772059665578,8.27203659289441,34.7731740241466,0.973738181638648
"Guatemala",Dec 2021,"12","2021",34.7731740241466,8.27203659289441,34.7731740241466,1
"Guinea",Jan 2021,"01","2021",1.07503121120951,1.07503121120951,2.35595186510619,0
"Guinea",Feb 2021,"02","2021",1.14925241008484,1.07503121120951,2.35595186510619,0.0579436350327691
"Guinea",Mar 2021,"03","2021",1.37163423411977,1.07503121120951,2.35595186510619,0.231554563514892
"Guinea",Apr 2021,"04","2021",1.618224060809,1.07503121120951,2.35595186510619,0.424064400825337
"Guinea",May 2021,"05","2021",1.73522298842814,1.07503121120951,2.35595186510619,0.515404115946031
"Guinea",Jun 2021,"06","2021",1.7853705442072,1.07503121120951,2.35595186510619,0.554553735109802
"Guinea",Jul 2021,"07","2021",1.8664655029796,1.07503121120951,2.35595186510619,0.61786363531767
"Guinea",Aug 2021,"08","2021",2.12302839507248,1.07503121120951,2.35595186510619,0.818159329912327
"Guinea",Sep 2021,"09","2021",2.29136094340538,1.07503121120951,2.35595186510619,0.949574611429433
"Guinea",Oct 2021,"10","2021",2.32681278947361,1.07503121120951,2.35595186510619,0.977251459296929
"Guinea",Nov 2021,"11","2021",2.33906849358461,1.07503121120951,2.35595186510619,0.986819346327021
"Guinea",Dec 2021,"12","2021",2.35595186510619,1.07503121120951,2.35595186510619,1
"Guinea-Bissau",Jan 2021,"01","2021",1.26804810219942,1.26804810219942,3.27996661680321,0
"Guinea-Bissau",Feb 2021,"02","2021",1.49559167670467,1.26804810219942,3.27996661680321,0.113097808312607
"Guinea-Bissau",Mar 2021,"03","2021",1.76055778184144,1.26804810219942,3.27996661680321,0.24479603724856
"Guinea-Bissau",Apr 2021,"04","2021",1.8787281965395,1.26804810219942,3.27996661680321,0.30353122649221
"Guinea-Bissau",May 2021,"05","2021",1.90371947991424,1.26804810219942,3.27996661680321,0.315952844561401
"Guinea-Bissau",Jun 2021,"06","2021",1.93804397497694,1.26804810219942,3.27996661680321,0.333013423711875
"Guinea-Bissau",Jul 2021,"07","2021",2.0656656187921,1.26804810219942,3.27996661680321,0.396446233186414
"Guinea-Bissau",Aug 2021,"08","2021",2.62921523425361,1.26804810219942,3.27996661680321,0.676551819655703
"Guinea-Bissau",Sep 2021,"09","2021",3.05776056005477,1.26804810219942,3.27996661680321,0.88955514095848
"Guinea-Bissau",Oct 2021,"10","2021",3.11192291075302,1.26804810219942,3.27996661680321,0.916475888645381
"Guinea-Bissau",Nov 2021,"11","2021",3.2144849740701,1.26804810219942,3.27996661680321,0.967453133783597
"Guinea-Bissau",Dec 2021,"12","2021",3.27996661680321,1.26804810219942,3.27996661680321,1
"Guyana",Jan 2021,"01","2021",8.75343969644178,8.75343969644178,49.1938980112191,0
"Guyana",Feb 2021,"02","2021",10.4130777220781,8.75343969644178,49.1938980112191,0.041039050861346
"Guyana",Mar 2021,"03","2021",11.8812734717232,8.75343969644178,49.1938980112191,0.0773441722874473
"Guyana",Apr 2021,"04","2021",14.8097387905209,8.75343969644178,49.1938980112191,0.149758418832412
"Guyana",May 2021,"05","2021",19.3368182006649,8.75343969644178,49.1938980112191,0.261702733976085
"Guyana",Jun 2021,"06","2021",23.672858615819,8.75343969644178,49.1938980112191,0.368923091900904
"Guyana",Jul 2021,"07","2021",27.143627516981,8.75343969644178,49.1938980112191,0.45474726516191
"Guyana",Aug 2021,"08","2021",30.2131017466893,8.75343969644178,49.1938980112191,0.530648339423146
"Guyana",Sep 2021,"09","2021",36.5162689639302,8.75343969644178,49.1938980112191,0.686511242068285
"Guyana",Oct 2021,"10","2021",43.402605115979,8.75343969644178,49.1938980112191,0.856794578089046
"Guyana",Nov 2021,"11","2021",46.8412414071926,8.75343969644178,49.1938980112191,0.941824185430491
"Guyana",Dec 2021,"12","2021",49.1938980112191,8.75343969644178,49.1938980112191,1
"Haiti",Jan 2021,"01","2021",0.936218124912783,0.936218124912783,2.2675352188229,0
"Haiti",Feb 2021,"02","2021",1.06640778851506,0.936218124912783,2.2675352188229,0.0977901239290086
"Haiti",Mar 2021,"03","2021",1.11401393402337,0.936218124912783,2.2675352188229,0.133548806609547
"Haiti",Apr 2021,"04","2021",1.13808922982288,0.936218124912783,2.2675352188229,0.151632624439005
"Haiti",May 2021,"05","2021",1.2085175539788,0.936218124912783,2.2675352188229,0.20453386372909
"Haiti",Jun 2021,"06","2021",1.50791933687015,0.936218124912783,2.2675352188229,0.429425277097783
"Haiti",Jul 2021,"07","2021",1.72938654040942,0.936218124912783,2.2675352188229,0.59577723378213
"Haiti",Aug 2021,"08","2021",1.8169562171674,0.936218124912783,2.2675352188229,0.661553957568339
"Haiti",Sep 2021,"09","2021",1.88345285502207,0.936218124912783,2.2675352188229,0.711501966317603
"Haiti",Oct 2021,"10","2021",2.04343107996974,0.936218124912783,2.2675352188229,0.831667346661227
"Haiti",Nov 2021,"11","2021",2.17247635532678,0.936218124912783,2.2675352188229,0.928597879550297
